,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,draftable
289,Papula,290,22,21.0,8.0,9.0,0.0,0.0,30.0,30.0,0.0,50.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Papula,291,23,17.0,8.0,10.0,0.0,0.0,31.0,27.0,0.0,51.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
291,Papula,292,20,19.0,6.0,14.0,0.0,0.0,26.0,33.0,11.0,13.0,0.0,33.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
292,Papula,293,18,31.0,8.0,12.0,0.0,0.0,26.0,43.0,29.0,24.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Papula,294,17,21.0,6.0,4.0,0.0,0.0,23.0,25.0,19.0,14.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Papula,295,20,27.0,7.0,11.0,0.0,0.0,27.0,38.0,16.0,30.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Papula,296,19,20.0,12.0,22.0,0.0,0.0,31.0,42.0,5.0,60.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Papula,297,17,27.0,10.0,11.0,0.0,0.0,27.0,38.0,20.0,32.0,4.0,6.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0
297,Papula,298,20,21.0,12.0,17.0,0.0,0.0,32.0,38.0,14.0,43.0,11.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
298,Papula,299,10,19.0,10.0,11.0,0.0,0.0,20.0,30.0,11.0,33.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Papula,300,14,11.0,8.0,8.0,0.0,0.0,22.0,19.0,6.0,17.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
300,Papula,301,16,14.0,7.0,3.0,0.0,0.0,23.0,17.0,1.0,24.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
301,Papula,302,17,25.0,13.0,24.0,0.0,0.0,30.0,49.0,2.0,66.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
302,Papula,303,24,18.0,14.0,12.0,0.0,0.0,38.0,30.0,8.0,35.0,3.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
303,Papula,304,19,27.0,13.0,10.0,0.0,0.0,32.0,37.0,16.0,39.0,0.0,9.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
304,Papula,305,17,19.0,106.0,133.0,0.0,0.0,123.0,152.0,7.0,39.0,0.0,6.0,1.0,222.0,0.0,0.0,0.0,0.0,0.0
305,Viipurin_esikaupunki,306,13,19.0,5.0,7.0,0.0,0.0,18.0,26.0,16.0,9.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Viipurin_esikaupunki,307,12,25.0,21.0,16.0,0.0,0.0,33.0,41.0,19.0,1.0,0.0,41.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0
307,Viipurin_esikaupunki,308,12,22.0,11.0,14.0,0.0,0.0,23.0,36.0,26.0,8.0,0.0,15.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0
308,Viipurin_esikaupunki,309,15,20.0,21.0,15.0,0.0,0.0,36.0,35.0,14.0,25.0,0.0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
309,Viipurin_esikaupunki,310,12,17.0,11.0,7.0,0.0,0.0,23.0,24.0,22.0,8.0,0.0,11.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0
310,Viipurin_esikaupunki,311,13,21.0,8.0,11.0,0.0,0.0,21.0,32.0,28.0,14.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
311,Viipurin_esikaupunki,312,16,17.0,2.0,7.0,0.0,0.0,18.0,24.0,20.0,5.0,1.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
312,Viipurin_esikaupunki,313,17,20.0,3.0,7.0,0.0,0.0,14.0,27.0,28.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
313,Viipurin_esikaupunki,314,8,21.0,6.0,5.0,0.0,0.0,14.0,26.0,16.0,13.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
314,Viipurin_esikaupunki,315,10,13.0,6.0,11.0,0.0,0.0,16.0,24.0,29.0,3.0,0.0,3.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0
315,Viipurin_esikaupunki,316,11,17.0,2.0,9.0,0.0,0.0,13.0,26.0,19.0,0.0,6.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
316,Viipurin_esikaupunki,317,12,17.0,5.0,7.0,0.0,0.0,17.0,24.0,15.0,2.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
317,Viipurin_esikaupunki,318,8,19.0,5.0,8.0,0.0,0.0,13.0,27.0,22.0,5.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
318,Viipurin_esikaupunki,319,5,12.0,4.0,3.0,0.0,0.0,9.0,15.0,14.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
319,Viipurin_esikaupunki,320,15,15.0,14.0,8.0,0.0,0.0,29.0,23.0,23.0,0.0,11.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
320,Viipurin_esikaupunki,321,9,14.0,7.0,10.0,0.0,0.0,16.0,24.0,15.0,0.0,4.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
321,Viipurin_esikaupunki,322,7,14.0,5.0,4.0,0.0,0.0,12.0,18.0,20.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
322,Saunalahti,323,2,13.0,0.0,26.0,0.0,0.0,2.0,39.0,10.0,6.0,0.0,0.0,2.0,23.0,0.0,5.0,0.0,0.0,0.0
323,Saunalahti,324,2,15.0,0.0,3.0,0.0,0.0,2.0,18.0,9.0,5.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
324,Saunalahti,325,1,26.0,0.0,3.0,0.0,0.0,1.0,29.0,5.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Hiekka,326,17,20.0,10.0,11.0,0.0,0.0,27.0,31.0,2.0,4.0,1.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
326,Hiekka,327,11,14.0,6.0,11.0,0.0,0.0,17.0,25.0,14.0,11.0,0.0,13.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
327,Hiekka,328,14,13.0,9.0,17.0,0.0,0.0,23.0,30.0,5.0,11.0,8.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
328,Hiekka,329,7,10.0,5.0,10.0,0.0,0.0,12.0,20.0,12.0,11.0,4.0,0.0,1.0,3.0,1.0,10.0,0.0,0.0,0.0
329,Paulovski,330,4,6.0,1.0,5.0,0.0,0.0,5.0,11.0,8.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
330,P_Annan_kruunu,331,1,4.0,1.0,1.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
331,P_Annan_kruunu,332,10,16.0,6.0,11.0,0.0,0.0,16.0,27.0,22.0,7.0,0.0,3.0,4.0,7.0,0.0,9.0,0.0,0.0,0.0
332,Valli,333,9,13.0,6.0,5.0,0.0,0.0,15.0,18.0,4.0,0.0,0.0,5.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0
333,Valli,334,12,14.0,31.0,5.0,0.0,0.0,43.0,19.0,4.0,0.0,1.0,6.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0
334,Salakkalahti,335,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
335,Repola,336,14,12.0,2.0,3.0,0.0,0.0,16.0,15.0,1.0,1.0,1.0,13.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0
336,Pantsarlahti,337,6,4.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
337,Anina,338,2,7.0,0.0,2.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0
338,Viipurin_esikaupunki,339,5,7.0,3.0,1.0,0.0,0.0,8.0,8.0,11.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
339,Saunalahti,340,1,2.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
