,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,draftable
12,Valli,13,19,36.0,5.0,10.0,0.0,0.0,24,46.0,45.0,0.0,1.0,0.0,20.0,0.0,4.0,9.0,0.0,0.0,0.0
13,Valli,14,17,20.0,9.0,3.0,0.0,0.0,26,20.0,15.0,19.0,0.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0
14,Valli,15,16,28.0,9.0,10.0,0.0,0.0,25,38.0,24.0,19.0,0.0,2.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0
15,Valli,16,26,21.0,8.0,9.0,0.0,0.0,34,30.0,23.0,0.0,21.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0
16,Valli,17,14,16.0,9.0,10.0,0.0,0.0,23,26.0,26.0,9.0,4.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0
17,Valli,18,17,37.0,15.0,13.0,0.0,0.0,32,50.0,51.0,12.0,0.0,1.0,17.0,1.0,0.0,8.0,0.0,0.0,0.0
18,Valli,19,16,42.0,17.0,11.0,0.0,0.0,33,53.0,42.0,10.0,0.0,10.0,20.0,0.0,4.0,3.0,0.0,0.0,1.0
19,Valli,20,10,39.0,11.0,6.0,0.0,0.0,21,45.0,21.0,5.0,0.0,3.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0
20,Valli,21,15,27.0,8.0,12.0,0.0,0.0,23,39.0,31.0,22.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Valli,22,9,30.0,6.0,14.0,0.0,0.0,15,44.0,40.0,2.0,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
22,Valli,23,17,21.0,6.0,12.0,0.0,0.0,23,33.0,12.0,29.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0
23,Valli,24,16,27.0,9.0,11.0,0.0,0.0,25,38.0,36.0,4.0,0.0,1.0,20.0,2.0,0.0,3.0,0.0,0.0,0.0
24,Valli,25,19,33.0,10.0,12.0,0.0,0.0,29,45.0,44.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0
25,Valli,26,15,15.0,6.0,9.0,0.0,0.0,21,22.0,26.0,2.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
26,Valli,27,17,27.0,8.0,11.0,0.0,0.0,25,38.0,24.0,11.0,0.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
27,Valli,28,14,30.0,10.0,14.0,0.0,0.0,24,44.0,20.0,13.0,7.0,8.0,13.0,7.0,0.0,0.0,0.0,0.0,1.0
28,Valli,29,15,26.0,3.0,7.0,0.0,0.0,18,33.0,24.0,2.0,0.0,5.0,17.0,3.0,0.0,4.0,0.0,0.0,1.0
29,Valli,30,11,38.0,10.0,4.0,0.0,0.0,21,42.0,28.0,9.0,0.0,5.0,18.0,3.0,0.0,6.0,0.0,0.0,0.0
30,Valli,31,14,30.0,7.0,9.0,0.0,0.0,21,39.0,24.0,8.0,0.0,9.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0
31,Valli,32,16,23.0,8.0,6.0,0.0,0.0,24,29.0,38.0,1.0,0.0,2.0,12.0,0.0,0.0,6.0,0.0,0.0,1.0
32,Valli,33,16,25.0,7.0,7.0,0.0,0.0,23,32.0,24.0,2.0,5.0,5.0,15.0,0.0,0.0,6.0,0.0,0.0,2.0
33,Valli,34,18,19.0,15.0,14.0,0.0,0.0,33,33.0,30.0,6.0,2.0,5.0,8.0,10.0,0.0,2.0,0.0,0.0,0.0
34,Valli,35,19,21.0,5.0,7.0,0.0,0.0,24,28.0,26.0,12.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
35,Valli,36,19,27.0,3.0,4.0,0.0,0.0,22,31.0,35.0,5.0,0.0,0.0,9.0,2.0,2.0,24.0,0.0,0.0,0.0
36,Valli,37,15,13.0,9.0,8.0,0.0,0.0,24,20.0,17.0,16.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
37,Valli,38,16,20.0,5.0,11.0,0.0,0.0,21,31.0,21.0,14.0,1.0,3.0,5.0,7.0,0.0,6.0,0.0,0.0,0.0
38,Valli,39,14,29.0,10.0,16.0,0.0,0.0,24,39.0,40.0,7.0,3.0,7.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0
39,Valli,40,17,19.0,4.0,6.0,0.0,0.0,21,25.0,20.0,7.0,2.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0
40,Valli,41,16,21.0,3.0,7.0,0.0,0.0,19,28.0,20.0,6.0,8.0,3.0,10.0,0.0,0.0,8.0,0.0,0.0,2.0
41,Valli,42,13,20.0,9.0,13.0,0.0,0.0,22,33.0,30.0,10.0,0.0,3.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0
42,Valli,43,16,39.0,7.0,8.0,0.0,0.0,23,41.0,16.0,14.0,0.0,9.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0
43,Valli,44,16,36.0,8.0,11.0,0.0,0.0,24,47.0,39.0,11.0,0.0,0.0,15.0,6.0,0.0,2.0,0.0,0.0,1.0
44,Valli,45,14,20.0,5.0,4.0,0.0,0.0,19,24.0,12.0,16.0,0.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0
45,Valli,46,11,17.0,6.0,12.0,0.0,0.0,17,29.0,22.0,8.0,1.0,6.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0
46,Valli,47,15,29.0,8.0,10.0,0.0,0.0,23,39.0,26.0,9.0,3.0,11.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0
47,Valli,48,14,20.0,4.0,8.0,0.0,0.0,18,29.0,28.0,6.0,0.0,5.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0
48,Valli,49,15,20.0,15.0,11.0,0.0,0.0,30,31.0,9.0,23.0,13.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
49,Valli,50,12,20.0,7.0,4.0,0.0,0.0,19,24.0,20.0,2.0,5.0,4.0,9.0,3.0,0.0,3.0,0.0,0.0,2.0
50,Valli,51,14,18.0,4.0,4.0,0.0,0.0,18,22.0,4.0,18.0,5.0,5.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0
51,Valli,52,17,26.0,6.0,12.0,0.0,0.0,23,38.0,37.0,8.0,0.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
52,Valli,53,16,26.0,4.0,8.0,0.0,0.0,20,34.0,26.0,7.0,0.0,6.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0
53,Valli,54,13,20.0,12.0,6.0,0.0,0.0,25,26.0,16.0,19.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Valli,55,16,20.0,9.0,7.0,0.0,0.0,25,27.0,9.0,9.0,10.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
55,Valli,56,14,32.0,13.0,15.0,0.0,0.0,27,47.0,35.0,12.0,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Valli,57,13,27.0,10.0,12.0,0.0,0.0,25,39.0,30.0,1.0,7.0,13.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0
57,Valli,58a,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Salakkalahti,58b,11,33.0,4.0,7.0,0.0,0.0,15,40.0,29.0,3.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0
59,Salakkalahti,59,13,18.0,1.0,4.0,0.0,0.0,14,22.0,14.0,3.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0
60,Salakkalahti,60,17,29.0,8.0,14.0,0.0,0.0,25,43.0,29.0,15.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
61,Salakkalahti,61,20,26.0,8.0,4.0,0.0,0.0,28,30.0,40.0,7.0,0.0,6.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0
62,Salakkalahti,62,21,32.0,3.0,9.0,0.0,0.0,24,41.0,33.0,7.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Salakkalahti,63,14,28.0,9.0,11.0,0.0,0.0,23,39.0,33.0,8.0,0.0,0.0,15.0,6.0,0.0,10.0,0.0,0.0,1.0
64,Salakkalahti,64,14,24.0,0.0,5.0,0.0,0.0,14,29.0,25.0,7.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
65,Salakkalahti,65,12,24.0,4.0,6.0,0.0,0.0,16,30.0,29.0,1.0,2.0,4.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0
66,Salakkalahti,66,17,22.0,9.0,12.0,0.0,0.0,26,34.0,35.0,2.0,2.0,1.0,19.0,1.0,0.0,12.0,0.0,0.0,0.0
67,Salakkalahti,67,16,19.0,4.0,9.0,0.0,0.0,20,28.0,16.0,12.0,5.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
68,Salakkalahti,68,16,29.0,5.0,8.0,0.0,0.0,21,37.0,22.0,4.0,0.0,3.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0
69,Salakkalahti,69,14,17.0,6.0,5.0,0.0,0.0,20,22.0,24.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
70,Repola,70,15,28.0,12.0,12.0,0.0,0.0,27,40.0,24.0,13.0,0.0,19.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0
71,Repola,71,14,20.0,7.0,10.0,0.0,0.0,21,33.0,33.0,6.0,0.0,4.0,8.0,3.0,0.0,12.0,0.0,0.0,0.0
72,Repola,72,14,17.0,2.0,3.0,0.0,0.0,16,20.0,17.0,4.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Repola,73,14,28.0,6.0,9.0,0.0,0.0,20,37.0,37.0,1.0,0.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
74,Repola,74,11,25.0,5.0,7.0,0.0,0.0,16,32.0,16.0,12.0,2.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0
75,Repola,75,18,25.0,6.0,6.0,0.0,0.0,24,31.0,27.0,4.0,3.0,1.0,14.0,5.0,0.0,7.0,0.0,0.0,1.0
76,Repola,76,7,31.0,3.0,5.0,0.0,0.0,10,36.0,27.0,4.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
77,Repola,77,18,20.0,4.0,9.0,0.0,0.0,22,29.0,16.0,6.0,15.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,1.0
78,Repola,78,14,28.0,8.0,10.0,0.0,0.0,22,38.0,28.0,7.0,7.0,1.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0
79,Repola,79,16,22.0,3.0,8.0,0.0,0.0,19,30.0,20.0,3.0,3.0,2.0,8.0,12.0,0.0,1.0,0.0,0.0,0.0
80,Repola,80,12,24.0,9.0,10.0,0.0,0.0,21,34.0,25.0,20.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
81,Repola,81,20,11.0,5.0,1.0,0.0,0.0,25,12.0,15.0,10.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0
82,Repola,82,14,21.0,6.0,13.0,0.0,0.0,20,34.0,30.0,5.0,1.0,5.0,12.0,1.0,0.0,4.0,0.0,0.0,0.0
83,Repola,83,13,23.0,4.0,4.0,0.0,0.0,17,27.0,26.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0
84,Repola,84,19,26.0,10.0,6.0,0.0,0.0,29,32.0,14.0,4.0,8.0,25.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0
85,Repola,85,18,27.0,7.0,8.0,0.0,0.0,25,35.0,33.0,0.0,5.0,5.0,14.0,2.0,0.0,8.0,0.0,0.0,3.0
86,Repola,86,16,25.0,6.0,7.0,0.0,0.0,22,32.0,31.0,7.0,3.0,1.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0
87,Repola,87,17,22.0,11.0,7.0,0.0,0.0,28,29.0,29.0,6.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
88,Repola,88,17,22.0,8.0,15.0,0.0,0.0,25,37.0,38.0,2.0,3.0,7.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0
89,Repola,89,16,20.0,11.0,13.0,0.0,0.0,27,35.0,29.0,10.0,4.0,6.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0
90,Repola,90,13,18.0,5.0,13.0,0.0,0.0,18,31.0,20.0,14.0,4.0,2.0,9.0,0.0,0.0,6.0,0.0,0.0,1.0
91,Repola,91,23,28.0,4.0,10.0,0.0,0.0,27,38.0,27.0,14.0,4.0,8.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0
92,Repola,92,14,23.0,10.0,17.0,0.0,0.0,24,42.0,40.0,7.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Repola,93,17,22.0,8.0,8.0,0.0,0.0,25,30.0,25.0,16.0,0.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0
94,Repola,94,17,22.0,5.0,6.0,0.0,0.0,22,28.0,27.0,6.0,2.0,5.0,8.0,2.0,0.0,3.0,0.0,0.0,1.0
95,Repola,95,17,18.0,5.0,19.0,0.0,0.0,22,37.0,18.0,11.0,0.0,12.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0
96,Repola,96,20,23.0,10.0,12.0,0.0,0.0,30,35.0,24.0,15.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Repola,97,11,26.0,6.0,12.0,0.0,0.0,17,38.0,29.0,5.0,4.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
98,Repola,98,15,19.0,9.0,4.0,0.0,0.0,24,23.0,26.0,1.0,2.0,7.0,3.0,8.0,0.0,7.0,0.0,0.0,0.0
99,Repola,99,14,22.0,7.0,10.0,0.0,0.0,21,32.0,10.0,8.0,6.0,12.0,9.0,7.0,0.0,0.0,4.0,0.0,1.0
100,Repola,100,19,24.0,14.0,14.0,0.0,0.0,33,38.0,23.0,0.0,13.0,24.0,8.0,3.0,0.0,10.0,0.0,0.0,0.0
101,Repola,101,15,14.0,3.0,5.0,0.0,0.0,18,19.0,11.0,4.0,5.0,8.0,7.0,2.0,0.0,1.0,0.0,0.0,1.0
102,Repola,102,20,22.0,7.0,4.0,0.0,0.0,27,26.0,6.0,12.0,12.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
103,Repola,103,17,32.0,10.0,10.0,0.0,0.0,27,42.0,17.0,27.0,9.0,5.0,8.0,3.0,0.0,7.0,0.0,0.0,1.0
104,Repola,104,18,22.0,7.0,10.0,0.0,0.0,25,32.0,31.0,9.0,3.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
105,Repola,105,22,31.0,11.0,10.0,0.0,0.0,33,41.0,48.0,2.0,6.0,9.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0
106,Repola,106,20,14.0,5.0,5.0,0.0,0.0,25,19.0,15.0,0.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Repola,107,18,19.0,5.0,7.0,0.0,0.0,23,26.0,16.0,9.0,13.0,4.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0
108,Repola,108,13,26.0,8.0,9.0,0.0,0.0,18,35.0,10.0,9.0,11.0,6.0,10.0,7.0,0.0,4.0,0.0,0.0,0.0
109,Repola,109,8,36.0,10.0,10.0,0.0,0.0,18,46.0,15.0,3.0,1.0,8.0,22.0,15.0,0.0,4.0,0.0,0.0,1.0
110,Repola,110,16,27.0,6.0,5.0,0.0,0.0,22,32.0,17.0,15.0,1.0,5.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
111,Repola,111,18,22.0,5.0,5.0,0.0,0.0,23,27.0,23.0,11.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
112,Repola,112,13,34.0,16.0,11.0,0.0,0.0,29,45.0,36.0,9.0,0.0,13.0,15.0,1.0,0.0,3.0,0.0,0.0,0.0
113,Repola,113,14,22.0,9.0,14.0,0.0,0.0,23,36.0,21.0,14.0,0.0,9.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
114,Repola,114,19,17.0,12.0,13.0,0.0,0.0,25,30.0,23.0,15.0,0.0,11.0,2.0,4.0,0.0,11.0,0.0,0.0,1.0
115,Repola,115a,3,5.0,1.0,0.0,0.0,0.0,4,5.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Viipurin_esikaupunki,115b,8,13.0,7.0,9.0,0.0,0.0,15,22.0,18.0,11.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Viipurin_esikaupunki,116,5,11.0,5.0,3.0,0.0,0.0,10,14.0,5.0,7.0,0.0,5.0,7.0,0.0,5.0,3.0,4.0,0.0,1.0
118,Viipurin_esikaupunki,117,14,22.0,7.0,14.0,0.0,0.0,21,36.0,18.0,8.0,1.0,15.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0
119,Viipurin_esikaupunki,118,21,22.0,16.0,19.0,0.0,0.0,37,41.0,23.0,9.0,10.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
120,Viipurin_esikaupunki,119,11,19.0,13.0,8.0,0.0,0.0,24,27.0,22.0,2.0,1.0,21.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
121,Viipurin_esikaupunki,120,16,22.0,10.0,10.0,0.0,0.0,26,32.0,27.0,18.0,0.0,7.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0
122,Viipurin_esikaupunki,121,13,23.0,4.0,6.0,0.0,0.0,17,29.0,22.0,6.0,0.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0
123,Viipurin_esikaupunki,122,19,18.0,12.0,16.0,0.0,0.0,31,34.0,28.0,19.0,1.0,10.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0
124,Viipurin_esikaupunki,123,19,25.0,23.0,10.0,0.0,0.0,42,35.0,23.0,22.0,9.0,11.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0
125,Viipurin_esikaupunki,124,8,22.0,3.0,8.0,0.0,0.0,11,30.0,24.0,6.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
126,Viipurin_esikaupunki,125,11,22.0,10.0,12.0,0.0,0.0,21,34.0,19.0,22.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0
127,Viipurin_esikaupunki,126,18,17.0,12.0,5.0,0.0,0.0,30,22.0,19.0,3.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
128,Viipurin_esikaupunki,127,15,26.0,9.0,14.0,0.0,0.0,24,40.0,37.0,3.0,8.0,10.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0
129,Viipurin_esikaupunki,128,8,45.0,7.0,13.0,0.0,0.0,15,28.0,17.0,2.0,0.0,17.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0
130,Viipurin_esikaupunki,129,14,27.0,5.0,4.0,0.0,0.0,19,31.0,16.0,6.0,0.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
131,Viipurin_esikaupunki,130,15,24.0,10.0,5.0,0.0,0.0,25,29.0,17.0,10.0,0.0,6.0,12.0,9.0,0.0,2.0,0.0,0.0,1.0
132,Viipurin_esikaupunki,131,11,14.0,4.0,7.0,0.0,0.0,15,21.0,10.0,1.0,5.0,15.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0
133,Viipurin_esikaupunki,132,13,20.0,3.0,7.0,0.0,0.0,16,27.0,22.0,6.0,0.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0
134,Saunalahti,133,5,11.0,2.0,27.0,0.0,0.0,7,38.0,8.0,3.0,0.0,3.0,7.0,24.0,0.0,5.0,0.0,0.0,0.0
135,Saunalahti,134,3,27.0,2.0,20.0,0.0,0.0,5,47.0,7.0,14.0,0.0,10.0,10.0,11.0,0.0,9.0,0.0,0.0,0.0
136,Saunalahti,135a,5,8.0,4.0,4.0,0.0,0.0,9,12.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0
137,Hiekka,135b,10,5.0,4.0,6.0,0.0,0.0,14,11.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Hiekka,136,19,21.0,10.0,10.0,0.0,0.0,29,31.0,13.0,20.0,0.0,20.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0
139,Hiekka,137,19,16.0,15.0,8.0,0.0,0.0,34,24.0,15.0,4.0,0.0,32.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0
140,Hiekka,138,14,12.0,8.0,9.0,0.0,0.0,22,21.0,0.0,14.0,5.0,17.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
141,Paulovski,139,9,11.0,5.0,7.0,0.0,0.0,14,18.0,6.0,2.0,6.0,7.0,2.0,9.0,0.0,7.0,0.0,0.0,1.0
142,Pietarin esikaupunki,140,16,22.0,3.0,6.0,0.0,0.0,19,28.0,13.0,10.0,0.0,9.0,12.0,3.0,0.0,8.0,0.0,0.0,1.0
143,Pietarin esikaupunki,141,15,25.0,13.0,10.0,0.0,0.0,28,35.0,14.0,8.0,4.0,29.0,7.0,1.0,0.0,6.0,0.0,0.0,0.0
144,Pietarin esikaupunki,142,18,13.0,3.0,11.0,0.0,0.0,21,24.0,11.0,7.0,1.0,19.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
145,Pietarin esikaupunki,143,11,19.0,13.0,20.0,0.0,0.0,24,39.0,12.0,30.0,3.0,7.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0
146,Pietarin esikaupunki,144,17,16.0,11.0,11.0,0.0,0.0,28,27.0,23.0,7.0,1.0,19.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
147,Pietarin esikaupunki,145,20,20.0,6.0,11.0,0.0,0.0,26,31.0,26.0,10.0,1.0,15.0,4.0,1.0,0.0,9.0,0.0,0.0,1.0
148,Pietarin esikaupunki,146,15,24.0,13.0,15.0,0.0,0.0,28,39.0,26.0,4.0,1.0,31.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0
149,Pietarin esikaupunki,147,17,17.0,10.0,13.0,0.0,0.0,27,30.0,16.0,11.0,0.0,19.0,4.0,7.0,0.0,6.0,0.0,0.0,2.0
150,Pietarin esikaupunki,148,19,18.0,5.0,10.0,0.0,0.0,24,28.0,20.0,2.0,3.0,21.0,6.0,0.0,10.0,0.0,0.0,0.0,2.0
151,Pietarin esikaupunki,149,19,16.0,9.0,10.0,0.0,0.0,28,26.0,23.0,0.0,8.0,17.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0
152,Pietarin esikaupunki,150,15,20.0,9.0,8.0,0.0,0.0,24,28.0,26.0,3.0,1.0,10.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0
153,Pietarin esikaupunki,151,18,15.0,5.0,6.0,0.0,0.0,20,21.0,11.0,11.0,2.0,15.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0
154,Pietarin esikaupunki,152,14,17.0,13.0,12.0,0.0,0.0,27,29.0,16.0,0.0,10.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
155,Pietarin esikaupunki,153,17,20.0,7.0,8.0,0.0,0.0,24,28.0,19.0,18.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0
156,Pietarin esikaupunki,154,14,16.0,7.0,6.0,0.0,0.0,21,22.0,15.0,9.0,3.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0
157,Pietarin esikaupunki,155,15,19.0,7.0,8.0,0.0,0.0,22,27.0,15.0,6.0,1.0,20.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
158,Pietarin esikaupunki,156,15,24.0,11.0,5.0,0.0,0.0,26,29.0,15.0,16.0,0.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
159,Pietarin esikaupunki,157,16,28.0,10.0,18.0,0.0,0.0,26,36.0,23.0,6.0,1.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0
160,Pietarin esikaupunki,158,13,23.0,7.0,5.0,0.0,0.0,20,28.0,15.0,6.0,1.0,16.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0
161,Pietarin esikaupunki,159,10,26.0,9.0,8.0,0.0,0.0,19,34.0,26.0,14.0,0.0,3.0,8.0,2.0,0.0,5.0,0.0,0.0,0.0
162,Pietarin esikaupunki,160,16,31.0,10.0,10.0,0.0,0.0,26,41.0,14.0,42.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
163,Pietarin esikaupunki,161,15,28.0,14.0,8.0,0.0,0.0,29,36.0,12.0,32.0,0.0,3.0,10.0,8.0,0.0,2.0,0.0,0.0,2.0
164,Pietarin esikaupunki,162,19,32.0,9.0,13.0,0.0,0.0,28,45.0,18.0,49.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
165,Pietarin esikaupunki,163,21,22.0,17.0,17.0,0.0,0.0,38,39.0,4.0,70.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
