,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,draftable
166,Pietarin esikaupunki,164,14,20.0,19.0,13.0,0.0,0.0,33,33.0,16.0,11.0,12.0,15.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
167,Pietarin esikaupunki,165,11,20.0,1.0,8.0,0.0,0.0,12,28.0,11.0,7.0,0.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0
168,Pietarin esikaupunki,166,16,17.0,11.0,13.0,0.0,0.0,27,30.0,4.0,22.0,5.0,19.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0
169,Pietarin esikaupunki,167,10,11.0,9.0,8.0,0.0,0.0,19,19.0,3.0,4.0,1.0,20.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0
170,Anina,168,10,35.0,2.0,6.0,0.0,0.0,12,41.0,12.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Anina,169,15,19.0,9.0,8.0,0.0,0.0,24,27.0,8.0,35.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
172,Anina,170,16,22.0,5.0,3.0,0.0,0.0,21,25.0,2.0,27.0,0.0,10.0,3.0,4.0,0.0,6.0,0.0,0.0,1.0
173,Anina,171,26,1.0,2.0,1.0,0.0,0.0,28,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Anina,172,17,12.0,2.0,9.0,0.0,0.0,19,21.0,4.0,17.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
175,Anina,173,6,22.0,11.0,17.0,0.0,0.0,17,49.0,1.0,9.0,0.0,10.0,10.0,26.0,0.0,3.0,0.0,0.0,0.0
176,Anina,174,17,17.0,10.0,17.0,0.0,0.0,27,24.0,10.0,10.0,3.0,22.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0
177,Anina,175,17,21.0,10.0,12.0,0.0,0.0,27,33.0,22.0,17.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Anina,176,17,17.0,6.0,5.0,0.0,0.0,23,22.0,6.0,16.0,3.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
179,Anina,177,15,19.0,4.0,9.0,0.0,0.0,19,28.0,14.0,13.0,2.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
180,Anina,178,19,19.0,8.0,7.0,0.0,0.0,27,26.0,15.0,10.0,11.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0
181,Anina,179,16,20.0,10.0,10.0,0.0,0.0,26,30.0,5.0,41.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
182,Anina,180,16,16.0,7.0,7.0,0.0,0.0,23,23.0,8.0,24.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
183,Anina,181,12,18.0,7.0,4.0,0.0,0.0,19,22.0,18.0,17.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
184,Anina,182,14,17.0,9.0,18.0,0.0,0.0,23,35.0,18.0,21.0,3.0,6.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0
185,Anina,183,11,23.0,7.0,9.0,0.0,0.0,18,32.0,14.0,0.0,4.0,23.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0
186,Anina,184,16,25.0,4.0,5.0,0.0,0.0,20,20.0,7.0,6.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
187,Anina,185,17,15.0,12.0,8.0,0.0,0.0,29,23.0,20.0,1.0,7.0,19.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0
188,Anina,186,17,23.0,4.0,4.0,0.0,0.0,21,27.0,22.0,5.0,0.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0
189,Anina,187,20,18.0,5.0,13.0,0.0,0.0,25,31.0,13.0,11.0,2.0,23.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0
190,Anina,188,17,20.0,6.0,13.0,0.0,0.0,23,33.0,18.0,15.0,0.0,11.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0
191,Anina,189,15,19.0,10.0,11.0,0.0,0.0,25,30.0,26.0,7.0,8.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
192,Anina,190,20,16.0,5.0,3.0,0.0,0.0,25,19.0,14.0,13.0,6.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
193,Anina,191,13,17.0,10.0,7.0,0.0,0.0,23,24.0,18.0,3.0,14.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
194,Anina,192,16,21.0,8.0,12.0,0.0,0.0,24,33.0,12.0,29.0,9.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
195,Anina,193,15,16.0,2.0,6.0,0.0,0.0,17,22.0,7.0,16.0,1.0,8.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0
196,Anina,194,16,23.0,9.0,5.0,0.0,0.0,25,28.0,18.0,16.0,2.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
197,Anina,195,18,17.0,10.0,13.0,0.0,0.0,28,30.0,18.0,12.0,2.0,19.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
198,Anina,196,25,17.0,5.0,6.0,0.0,0.0,30,23.0,16.0,21.0,3.0,8.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0
199,Anina,197,15,22.0,7.0,5.0,0.0,0.0,22,27.0,19.0,4.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Anina,198,17,21.0,7.0,12.0,0.0,0.0,24,33.0,9.0,18.0,6.0,21.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
201,Anina,199,18,17.0,12.0,9.0,0.0,0.0,30,26.0,30.0,7.0,1.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
202,Anina,200,16,20.0,6.0,4.0,0.0,0.0,22,24.0,3.0,4.0,9.0,24.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
203,Anina,201,19,20.0,11.0,8.0,0.0,0.0,30,28.0,4.0,16.0,2.0,32.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
204,Anina,202,15,20.0,9.0,11.0,0.0,0.0,24,31.0,23.0,9.0,1.0,19.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0
205,Anina,203,17,23.0,7.0,15.0,0.0,0.0,24,38.0,20.0,15.0,17.0,7.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0
206,Anina,204,14,23.0,6.0,13.0,0.0,0.0,20,36.0,33.0,9.0,2.0,10.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
207,Anina,205,13,24.0,7.0,4.0,0.0,0.0,20,28.0,10.0,7.0,0.0,21.0,8.0,2.0,0.0,4.0,0.0,0.0,1.0
208,Anina,206,16,26.0,5.0,8.0,0.0,0.0,21,34.0,24.0,17.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
209,Anina,207,15,21.0,10.0,9.0,0.0,0.0,25,30.0,22.0,8.0,13.0,7.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0
210,Anina,208,11,18.0,9.0,11.0,0.0,0.0,20,29.0,20.0,18.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
211,Anina,209,15,27.0,5.0,12.0,0.0,0.0,20,39.0,13.0,31.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
212,Anina,210,22,18.0,14.0,23.0,0.0,0.0,36,41.0,3.0,63.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Anina,211,19,17.0,15.0,12.0,0.0,0.0,34,29.0,13.0,41.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
214,Anina,212,12,20.0,7.0,9.0,0.0,0.0,19,29.0,8.0,18.0,1.0,6.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0
215,Papula,213,17,21.0,15.0,13.0,0.0,0.0,32,34.0,24.0,36.0,2.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0
216,Papula,214,20,15.0,6.0,10.0,0.0,0.0,26,25.0,3.0,36.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0
217,Papula,215,17,28.0,16.0,10.0,0.0,0.0,33,38.0,20.0,30.0,0.0,9.0,8.0,4.0,0.0,13.0,0.0,0.0,1.0
218,Papula,216,18,18.0,13.0,12.0,0.0,0.0,31,30.0,20.0,31.0,3.0,1.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0
219,Papula,217,25,21.0,26.0,21.0,0.0,0.0,51,42.0,12.0,0.0,71.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
220,Papula,218,18,14.0,8.0,18.0,0.0,0.0,26,32.0,9.0,38.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
221,Papula,219,20,27.0,14.0,24.0,0.0,0.0,34,51.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Papula,220,22,26.0,29.0,26.0,0.0,0.0,51,52.0,0.0,100.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
223,Papula,221,23,16.0,17.0,13.0,0.0,0.0,40,29.0,24.0,30.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0
224,Papula,222,22,14.0,13.0,9.0,0.0,0.0,35,23.0,14.0,22.0,0.0,14.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
225,Papula,223,11,16.0,6.0,15.0,0.0,0.0,17,31.0,8.0,29.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
226,Papula,224,18,11.0,5.0,13.0,0.0,0.0,23,24.0,1.0,26.0,1.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0
227,Papula,225,19,23.0,6.0,9.0,0.0,0.0,25,32.0,4.0,34.0,1.0,5.0,6.0,7.0,0.0,5.0,0.0,0.0,1.0
228,Papula,226,17,28.0,9.0,11.0,0.0,0.0,26,39.0,41.0,8.0,0.0,5.0,11.0,0.0,0.0,13.0,1.0,0.0,0.0
229,Papula,227,13,20.0,6.0,8.0,0.0,0.0,19,28.0,11.0,19.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0
230,Papula,228,16,12.0,8.0,5.0,0.0,0.0,24,17.0,7.0,21.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
231,Papula,229,2,3.0,112.0,124.0,0.0,0.0,114,127.0,0.0,16.0,0.0,0.0,0.0,225.0,0.0,15.0,0.0,0.0,0.0
232,Pantsarlahti,232,4,9.0,2.0,0.0,0.0,0.0,6,9.0,5.0,0.0,0.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0
233,Pantsarlahti,233,10,18.0,9.0,6.0,0.0,0.0,19,24.0,24.0,8.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
234,Pantsarlahti,234,10,34.0,17.0,16.0,0.0,0.0,27,50.0,59.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Pantsarlahti,235,15,17.0,6.0,21.0,0.0,0.0,21,38.0,37.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Pantsarlahti,236,12,22.0,7.0,8.0,0.0,0.0,19,30.0,26.0,4.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Pantsarlahti,237,11,20.0,1.0,4.0,0.0,0.0,12,24.0,14.0,6.0,0.0,0.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0
238,Pantsarlahti,238,11,21.0,5.0,12.0,0.0,0.0,16,33.0,27.0,2.0,0.0,9.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0
239,Pantsarlahti,239,20,13.0,8.0,9.0,0.0,0.0,28,22.0,8.0,0.0,9.0,23.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
240,Pantsarlahti,240,12,26.0,11.0,6.0,0.0,0.0,23,32.0,33.0,3.0,2.0,5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
241,Pantsarlahti,241,12,23.0,0.0,4.0,0.0,0.0,12,27.0,22.0,6.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0
242,Pantsarlahti,242,11,25.0,5.0,10.0,0.0,0.0,16,35.0,31.0,3.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0
243,Pantsarlahti,243,13,31.0,9.0,8.0,0.0,0.0,22,39.0,41.0,3.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Pantsarlahti,244,16,21.0,12.0,9.0,0.0,0.0,28,30.0,32.0,3.0,2.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
245,Pantsarlahti,245,12,22.0,7.0,7.0,0.0,0.0,19,29.0,19.0,5.0,4.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0
246,Pantsarlahti,246,10,27.0,1.0,7.0,0.0,0.0,11,34.0,30.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Pantsarlahti,247,12,23.0,10.0,8.0,0.0,0.0,22,31.0,40.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
248,Pantsarlahti,248,13,21.0,7.0,16.0,0.0,0.0,20,37.0,26.0,3.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
249,Pantsarlahti,249,13,21.0,9.0,8.0,0.0,0.0,22,29.0,27.0,0.0,0.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0
250,Pantsarlahti,250,17,19.0,6.0,9.0,0.0,0.0,23,28.0,34.0,4.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Pantsarlahti,251,9,21.0,1.0,4.0,0.0,0.0,10,25.0,16.0,2.0,2.0,4.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0
252,Pantsarlahti,252,12,28.0,7.0,8.0,0.0,0.0,19,36.0,34.0,5.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
253,Pantsarlahti,253,11,26.0,2.0,8.0,0.0,0.0,13,34.0,25.0,5.0,1.0,1.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0
254,Pantsarlahti,254,16,24.0,8.0,10.0,0.0,0.0,24,34.0,20.0,13.0,4.0,13.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0
255,Pantsarlahti,255,13,27.0,2.0,8.0,0.0,0.0,15,35.0,32.0,2.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
256,Pantsarlahti,256,13,19.0,6.0,13.0,0.0,0.0,19,32.0,21.0,5.0,5.0,13.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0
257,Pantsarlahti,257,14,29.0,5.0,8.0,0.0,0.0,19,29.0,20.0,8.0,3.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
258,Pantsarlahti,258,11,27.0,9.0,4.0,0.0,0.0,20,31.0,18.0,12.0,3.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
259,Pantsarlahti,259,15,20.0,9.0,9.0,0.0,0.0,24,29.0,21.0,4.0,0.0,23.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
260,Pantsarlahti,260,17,19.0,3.0,6.0,0.0,0.0,20,25.0,11.0,7.0,1.0,17.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
261,Pantsarlahti,261,16,25.0,9.0,10.0,0.0,0.0,25,35.0,13.0,9.0,9.0,25.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
262,Pantsarlahti,262,19,18.0,3.0,3.0,0.0,0.0,22,21.0,5.0,17.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
263,Pantsarlahti,263,14,17.0,5.0,0.0,0.0,0.0,19,23.0,13.0,6.0,6.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
264,Pantsarlahti,264,20,21.0,12.0,19.0,0.0,0.0,32,40.0,15.0,18.0,8.0,17.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0
265,Pantsarlahti,265,15,21.0,15.0,8.0,0.0,0.0,30,29.0,11.0,23.0,0.0,18.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0
266,Pantsarlahti,266,14,16.0,6.0,10.0,0.0,0.0,20,26.0,11.0,3.0,1.0,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
267,Pantsarlahti,267,16,21.0,9.0,12.0,0.0,0.0,25,33.0,23.0,3.0,1.0,21.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
268,Pantsarlahti,268,18,24.0,6.0,8.0,0.0,0.0,24,32.0,16.0,10.0,4.0,21.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0
269,Pantsarlahti,269,13,23.0,1.0,8.0,0.0,0.0,14,31.0,23.0,9.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
270,Pantsarlahti,270,15,18.0,1.0,4.0,0.0,0.0,16,22.0,20.0,5.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
271,Pantsarlahti,271,11,26.0,5.0,9.0,0.0,0.0,16,35.0,13.0,9.0,5.0,17.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
272,Pantsarlahti,272,20,16.0,4.0,6.0,0.0,0.0,24,22.0,10.0,14.0,5.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
273,Pantsarlahti,273,16,21.0,6.0,11.0,0.0,0.0,22,32.0,21.0,5.0,1.0,15.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
274,Pantsarlahti,274,19,18.0,6.0,8.0,0.0,0.0,25,26.0,22.0,1.0,5.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0
275,Pantsarlahti,275,14,23.0,10.0,9.0,0.0,0.0,24,32.0,16.0,12.0,4.0,15.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0
276,Pantsarlahti,276,15,21.0,2.0,9.0,0.0,0.0,17,30.0,18.0,7.0,4.0,13.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
277,Pantsarlahti,277,12,23.0,9.0,10.0,0.0,0.0,21,33.0,27.0,0.0,11.0,5.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0
278,Pantsarlahti,278,18,24.0,13.0,13.0,0.0,0.0,51,39.0,29.0,11.0,0.0,18.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0
279,Pantsarlahti,279,18,22.0,9.0,11.0,0.0,0.0,27,33.0,26.0,10.0,6.0,10.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0
280,Pantsarlahti,280,16,24.0,14.0,20.0,0.0,0.0,30,44.0,48.0,1.0,7.0,12.0,4.0,2.0,0.0,7.0,0.0,0.0,1.0
281,Pantsarlahti,281,14,23.0,13.0,3.0,0.0,0.0,27,26.0,30.0,13.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
282,Pantsarlahti,282,10,21.0,8.0,13.0,0.0,0.0,18,34.0,38.0,3.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
283,Havi,283,11,23.0,8.0,6.0,0.0,0.0,19,29.0,13.0,10.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
284,Havi,284,17,23.0,10.0,11.0,0.0,0.0,27,34.0,3.0,3.0,47.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
285,Havi,285,4,3.0,2.0,1.0,0.0,0.0,6,4.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
