,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
62,Valli,63,9.0,20.0,4.0,3.0,0.0,0.0,13,23.0,21.0,14.0,1.0,6.0,0.0,0.0,1.0
63,Valli,64,13.0,18.0,5.0,7.0,0.0,0.0,18,25.0,16.0,11.0,16.0,1.0,0.0,0.0,1.0
64,Valli,65,7.0,20.0,1.0,8.0,0.0,0.0,8,28.0,23.0,11.0,2.0,0.0,0.0,0.0,0.0
65,Valli,66,10.0,19.0,2.0,5.0,0.0,0.0,12,24.0,17.0,14.0,5.0,4.0,0.0,0.0,0.0
66,Valli,67,15.0,15.0,5.0,8.0,0.0,0.0,20,23.0,37.0,5.0,1.0,1.0,0.0,0.0,0.0
67,Valli,68,14.0,25.0,9.0,11.0,0.0,0.0,23,36.0,36.0,9.0,14.0,0.0,0.0,0.0,2.0
68,Valli,69,5.0,15.0,5.0,3.0,0.0,0.0,10,18.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0
69,Valli,70,11.0,9.0,9.0,8.0,0.0,0.0,20,17.0,12.0,19.0,6.0,0.0,0.0,0.0,0.0
70,Valli,71,16.0,12.0,4.0,8.0,0.0,0.0,20,20.0,14.0,18.0,8.0,0.0,0.0,0.0,2.0
71,Valli,72,5.0,10.0,3.0,3.0,0.0,0.0,11,13.0,8.0,1.0,15.0,1.0,0.0,0.0,0.0
72,Valli,73,5.0,10.0,6.0,10.0,0.0,0.0,11,20.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0
73,Valli,74,14.0,14.0,2.0,8.0,0.0,0.0,16,22.0,21.0,16.0,1.0,7.0,0.0,0.0,0.0
74,Valli,75,13.0,18.0,3.0,0.0,0.0,0.0,16,18.0,23.0,11.0,0.0,8.0,0.0,0.0,0.0
75,Valli,76,9.0,11.0,8.0,1.0,0.0,0.0,11,12.0,11.0,10.0,2.0,0.0,0.0,0.0,1.0
76,Valli,77,4.0,13.0,2.0,2.0,0.0,0.0,6,15.0,8.0,13.0,0.0,1.0,0.0,0.0,0.0
77,Valli,78,12.0,11.0,2.0,7.0,0.0,0.0,14,18.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0
78,Valli,79,11.0,13.0,8.0,14.0,0.0,0.0,19,27.0,9.0,32.0,5.0,0.0,0.0,0.0,0.0
79,Valli,80,10.0,14.0,3.0,2.0,0.0,0.0,13,16.0,19.0,8.0,8.0,5.0,0.0,0.0,0.0
80,Valli,81,11.0,22.0,6.0,2.0,0.0,0.0,17,24.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0
81,Valli,82,8.0,20.0,2.0,6.0,0.0,0.0,10,26.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0
82,Valli,83,12.0,12.0,7.0,8.0,0.0,0.0,19,20.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0
83,Valli,84,5.0,11.0,1.0,4.0,0.0,0.0,6,15.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0
84,Salakkalahti,85,8.0,16.0,2.0,1.0,0.0,0.0,10,17.0,10.0,14.0,3.0,1.0,0.0,0.0,0.0
85,Salakkalahti,86,11.0,21.0,6.0,10.0,0.0,0.0,17,31.0,27.0,19.0,2.0,0.0,0.0,0.0,1.0
86,Salakkalahti,87,12.0,19.0,4.0,4.0,0.0,0.0,16,23.0,21.0,11.0,7.0,3.0,0.0,0.0,1.0
87,Salakkalahti,88,13.0,14.0,5.0,2.0,0.0,0.0,18,16.0,7.0,25.0,2.0,1.0,0.0,0.0,0.0
88,Salakkalahti,89,12.0,17.0,3.0,9.0,0.0,0.0,15,26.0,22.0,15.0,4.0,13.0,0.0,0.0,1.0
89,Salakkalahti,90,7.0,19.0,9.0,6.0,0.0,0.0,16,25.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0
90,Salakkalahti,91,12.0,18.0,6.0,9.0,0.0,0.0,18,27.0,23.0,15.0,7.0,6.0,0.0,0.0,2.0
91,Salakkalahti,92,12.0,16.0,5.0,5.0,0.0,0.0,17,24.0,13.0,21.0,7.0,3.0,0.0,0.0,0.0
92,Salakkalahti,93,10.0,16.0,10.0,5.0,0.0,0.0,20,21.0,15.0,18.0,8.0,0.0,0.0,0.0,0.0
93,Salakkalahti,94,9.0,20.0,3.0,10.0,0.0,0.0,12,30.0,21.0,21.0,0.0,0.0,0.0,0.0,1.0
94,Salakkalahti,95,14.0,20.0,1.0,4.0,0.0,0.0,15,24.0,12.0,27.0,0.0,8.0,0.0,0.0,1.0
95,Salakkalahti,96,10.0,19.0,7.0,9.0,0.0,0.0,17,28.0,26.0,14.0,5.0,18.0,0.0,0.0,0.0
96,Repola,97,13.0,21.0,6.0,4.0,0.0,0.0,19,25.0,18.0,18.0,8.0,12.0,0.0,0.0,0.0
97,Repola,98,14.0,14.0,3.0,4.0,0.0,0.0,17,18.0,15.0,19.0,1.0,0.0,0.0,0.0,0.0
98,Repola,99,7.0,22.0,7.0,5.0,0.0,0.0,14,27.0,24.0,10.0,7.0,3.0,0.0,0.0,0.0
99,Repola,100,10.0,22.0,15.0,5.0,0.0,0.0,25,27.0,24.0,18.0,0.0,1.0,0.0,0.0,1.0
100,Repola,101,11.0,18.0,2.0,2.0,0.0,0.0,13,20.0,4.0,23.0,6.0,0.0,0.0,0.0,0.0
101,Repola,102,8.0,19.0,2.0,2.0,0.0,0.0,10,21.0,18.0,13.0,0.0,0.0,0.0,0.0,1.0
102,Repola,103,6.0,26.0,5.0,4.0,0.0,0.0,11,30.0,21.0,16.0,4.0,0.0,0.0,0.0,0.0
103,Repola,104,14.0,18.0,2.0,8.0,0.0,0.0,16,26.0,29.0,10.0,3.0,3.0,0.0,0.0,0.0
104,Repola,105,13.0,22.0,6.0,2.0,0.0,0.0,19,24.0,25.0,18.0,0.0,1.0,0.0,0.0,1.0
105,Repola,106,8.0,20.0,7.0,4.0,0.0,0.0,15,24.0,21.0,14.0,4.0,0.0,0.0,0.0,1.0
106,Repola,107,10.0,21.0,4.0,3.0,0.0,0.0,14,24.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0
107,Repola,108,14.0,19.0,8.0,13.0,0.0,0.0,22,32.0,34.0,19.0,1.0,0.0,0.0,0.0,0.0
108,Repola,109,10.0,16.0,2.0,4.0,0.0,0.0,12,20.0,17.0,8.0,7.0,0.0,0.0,0.0,0.0
109,Repola,110,9.0,13.0,3.0,2.0,0.0,0.0,12,15.0,8.0,18.0,1.0,0.0,0.0,0.0,0.0
110,Repola,111,16.0,16.0,7.0,6.0,0.0,0.0,23,22.0,31.0,9.0,5.0,1.0,0.0,0.0,0.0
111,Repola,112,15.0,17.0,7.0,14.0,0.0,0.0,22,15.0,42.0,10.0,1.0,4.0,0.0,0.0,2.0
112,Repola,113,7.0,12.0,2.0,3.0,0.0,0.0,9,15.0,15.0,9.0,0.0,3.0,0.0,0.0,0.0
113,Repola,114,15.0,13.0,4.0,5.0,0.0,0.0,19,18.0,14.0,17.0,6.0,0.0,0.0,0.0,1.0
114,Repola,115,9.0,11.0,0.0,2.0,0.0,0.0,9,13.0,11.0,8.0,3.0,0.0,0.0,0.0,1.0
115,Repola,116,12.0,15.0,5.0,5.0,0.0,0.0,17,20.0,26.0,10.0,1.0,7.0,0.0,0.0,0.0
116,Repola,117,11.0,19.0,5.0,5.0,0.0,0.0,16,24.0,23.0,16.0,1.0,0.0,0.0,0.0,0.0
117,Repola,118,9.0,14.0,5.0,3.0,0.0,0.0,14,17.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0
118,Repola,119,19.0,18.0,7.0,2.0,0.0,0.0,19,20.0,11.0,14.0,14.0,5.0,0.0,0.0,1.0
119,Repola,120,15.0,18.0,0.0,7.0,0.0,0.0,15,25.0,12.0,9.0,19.0,0.0,0.0,0.0,0.0
120,Repola,121,13.0,20.0,7.0,9.0,0.0,0.0,20,29.0,29.0,18.0,2.0,0.0,0.0,0.0,0.0
121,Repola,122,13.0,12.0,3.0,8.0,0.0,0.0,16,20.0,12.0,3.0,21.0,0.0,0.0,0.0,0.0
122,Repola,123,6.0,18.0,4.0,4.0,0.0,0.0,10,22.0,21.0,10.0,1.0,6.0,0.0,0.0,0.0
123,Repola,124,17.0,15.0,10.0,5.0,0.0,0.0,27,20.0,18.0,25.0,4.0,2.0,0.0,0.0,0.0
124,Repola,125,13.0,15.0,7.0,4.0,0.0,0.0,20,19.0,16.0,18.0,5.0,4.0,0.0,0.0,1.0
125,Repola,126,13.0,17.0,8.0,9.0,0.0,0.0,21,26.0,32.0,6.0,9.0,3.0,0.0,0.0,1.0
126,Repola,127,10.0,15.0,8.0,8.0,0.0,0.0,18,23.0,21.0,19.0,1.0,6.0,0.0,0.0,0.0
127,Repola,128,9.0,12.0,9.0,14.0,0.0,0.0,18,26.0,14.0,5.0,25.0,0.0,0.0,0.0,1.0
128,Repola,129,9.0,20.0,1.0,6.0,0.0,0.0,10,26.0,17.0,16.0,3.0,4.0,2.0,0.0,1.0
129,Repola,130,11.0,14.0,7.0,9.0,0.0,0.0,18,23.0,24.0,7.0,10.0,0.0,0.0,0.0,0.0
130,Repola,131,12.0,18.0,6.0,4.0,0.0,0.0,18,22.0,21.0,10.0,9.0,10.0,0.0,0.0,1.0
131,Repola,132,12.0,18.0,10.0,10.0,0.0,0.0,22,28.0,36.0,8.0,6.0,0.0,0.0,0.0,1.0
132,Repola,133,13.0,12.0,9.0,12.0,0.0,0.0,22,24.0,37.0,9.0,0.0,10.0,0.0,0.0,0.0
133,Repola,134,9.0,14.0,5.0,3.0,0.0,0.0,14,17.0,24.0,4.0,0.0,2.0,0.0,0.0,0.0
134,Repola,135,14.0,18.0,8.0,5.0,0.0,0.0,22,23.0,29.0,10.0,6.0,1.0,0.0,0.0,0.0
135,Repola,136,14.0,13.0,4.0,6.0,0.0,0.0,18,19.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0
136,Repola,137,10.0,18.0,3.0,5.0,0.0,0.0,13,23.0,22.0,8.0,6.0,5.0,0.0,0.0,0.0
137,Repola,138,10.0,27.0,2.0,2.0,0.0,0.0,12,29.0,16.0,23.0,2.0,1.0,0.0,0.0,1.0
138,Repola,139,5.0,13.0,1.0,7.0,0.0,0.0,6,20.0,14.0,11.0,1.0,0.0,0.0,0.0,0.0
139,Repola,140,13.0,23.0,6.0,5.0,0.0,0.0,19,28.0,25.0,19.0,3.0,0.0,0.0,0.0,0.0
140,Repola,141,16.0,15.0,4.0,5.0,0.0,0.0,20,20.0,25.0,9.0,6.0,0.0,0.0,0.0,0.0
141,Repola,142,12.0,18.0,2.0,5.0,0.0,0.0,14,23.0,16.0,14.0,7.0,1.0,0.0,0.0,0.0
142,Repola,143,11.0,14.0,3.0,4.0,0.0,0.0,14,18.0,5.0,14.0,13.0,0.0,0.0,0.0,1.0
143,Repola,144,17.0,16.0,5.0,11.0,0.0,0.0,22,27.0,30.0,7.0,12.0,9.0,0.0,0.0,0.0
144,Repola,145,10.0,13.0,3.0,6.0,0.0,0.0,13,19.0,19.0,6.0,7.0,0.0,0.0,0.0,0.0
145,P_Annan_kruunu,146,10.0,17.0,3.0,8.0,0.0,0.0,13,25.0,21.0,13.0,4.0,0.0,0.0,0.0,0.0
146,P_Annan_kruunu,147,3.0,10.0,5.0,2.0,0.0,0.0,8,12.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0
147,P_Annan_kruunu,148,4.0,8.0,6.0,6.0,0.0,0.0,10,14.0,10.0,4.0,10.0,2.0,0.0,0.0,0.0
148,Viipurin_esikaupunki,149,12.0,16.0,8.0,6.0,0.0,0.0,20,22.0,13.0,6.0,23.0,0.0,0.0,0.0,0.0
149,Viipurin_esikaupunki,150,9.0,15.0,5.0,3.0,0.0,0.0,14,18.0,10.0,14.0,8.0,1.0,0.0,0.0,0.0
150,Viipurin_esikaupunki,151,10.0,12.0,10.0,8.0,0.0,0.0,20,20.0,5.0,4.0,31.0,2.0,0.0,0.0,0.0
151,Viipurin_esikaupunki,152,10.0,14.0,12.0,12.0,0.0,0.0,22,26.0,7.0,6.0,35.0,0.0,0.0,0.0,0.0
152,Viipurin_esikaupunki,153,7.0,12.0,6.0,7.0,0.0,0.0,13,19.0,10.0,19.0,3.0,1.0,0.0,0.0,0.0
153,Viipurin_esikaupunki,154,13.0,11.0,10.0,11.0,0.0,0.0,23,22.0,25.0,6.0,14.0,1.0,0.0,0.0,0.0
154,Viipurin_esikaupunki,155,10.0,10.0,5.0,8.0,0.0,0.0,15,18.0,18.0,5.0,10.0,0.0,0.0,0.0,0.0
155,Viipurin_esikaupunki,156,13.0,10.0,8.0,5.0,0.0,0.0,21,15.0,23.0,2.0,11.0,0.0,13.0,0.0,0.0
156,Viipurin_esikaupunki,157,4.0,13.0,5.0,6.0,0.0,0.0,9,19.0,2.0,11.0,15.0,1.0,0.0,0.0,0.0
157,Viipurin_esikaupunki,158,8.0,11.0,5.0,2.0,0.0,0.0,13,13.0,11.0,6.0,9.0,1.0,0.0,0.0,0.0
158,Viipurin_esikaupunki,159,11.0,10.0,3.0,5.0,0.0,0.0,14,15.0,19.0,8.0,2.0,4.0,0.0,0.0,2.0
159,Viipurin_esikaupunki,160,11.0,14.0,3.0,10.0,0.0,0.0,14,24.0,23.0,8.0,7.0,4.0,0.0,0.0,0.0
160,Viipurin_esikaupunki,161,7.0,17.0,11.0,6.0,0.0,0.0,18,23.0,31.0,2.0,8.0,1.0,0.0,0.0,0.0
161,Viipurin_esikaupunki,162,8.0,12.0,9.0,6.0,0.0,0.0,17,18.0,11.0,5.0,19.0,1.0,0.0,0.0,0.0
162,Viipurin_esikaupunki,163,8.0,12.0,2.0,10.0,0.0,0.0,10,22.0,15.0,1.0,16.0,1.0,0.0,0.0,1.0
163,Viipurin_esikaupunki,164,5.0,13.0,0.0,7.0,0.0,0.0,5,20.0,10.0,8.0,7.0,3.0,0.0,0.0,0.0
164,Viipurin_esikaupunki,165,7.0,10.0,5.0,4.0,0.0,0.0,12,14.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0
165,Viipurin_esikaupunki,166,6.0,16.0,10.0,4.0,0.0,0.0,16,20.0,3.0,7.0,26.0,1.0,0.0,0.0,1.0
166,Viipurin_esikaupunki,167,6.0,8.0,5.0,4.0,0.0,0.0,11,12.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0
167,Viipurin_esikaupunki,168,10.0,15.0,8.0,4.0,0.0,0.0,18,19.0,13.0,9.0,15.0,0.0,0.0,0.0,0.0
168,Viipurin_esikaupunki,169,9.0,11.0,10.0,4.0,0.0,0.0,19,15.0,12.0,11.0,11.0,2.0,0.0,0.0,0.0
169,Viipurin_esikaupunki,170,7.0,11.0,6.0,10.0,0.0,0.0,13,21.0,20.0,3.0,11.0,1.0,0.0,0.0,0.0
170,Viipurin_esikaupunki,171,8.0,11.0,6.0,13.0,0.0,0.0,14,24.0,16.0,6.0,16.0,2.0,0.0,0.0,1.0
171,Viipurin_esikaupunki,172,8.0,13.0,0.0,6.0,0.0,0.0,8,19.0,16.0,3.0,8.0,4.0,0.0,0.0,0.0
172,Viipurin_esikaupunki,173,8.0,16.0,6.0,1.0,0.0,0.0,14,17.0,20.0,11.0,0.0,3.0,0.0,0.0,0.0
173,Viipurin_esikaupunki,174,8.0,12.0,5.0,14.0,0.0,0.0,13,26.0,27.0,8.0,4.0,0.0,0.0,0.0,1.0
174,Viipurin_esikaupunki,175,6.0,10.0,2.0,7.0,0.0,0.0,8,17.0,15.0,2.0,8.0,1.0,0.0,0.0,0.0
175,Viipurin_esikaupunki,176,9.0,10.0,7.0,4.0,0.0,0.0,16,14.0,5.0,2.0,23.0,0.0,0.0,0.0,2.0
176,Viipurin_esikaupunki,177,4.0,9.0,4.0,5.0,0.0,0.0,8,14.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0
177,Viipurin_esikaupunki,178,6.0,13.0,6.0,3.0,0.0,0.0,12,16.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0
178,Viipurin_esikaupunki,179,13.0,12.0,5.0,5.0,0.0,0.0,18,17.0,18.0,10.0,7.0,0.0,0.0,0.0,0.0
179,Viipurin_esikaupunki,180,6.0,12.0,4.0,3.0,0.0,0.0,10,15.0,16.0,7.0,2.0,1.0,0.0,0.0,0.0
180,Saunalahti,181,2.0,8.0,0.0,24.0,0.0,0.0,2,32.0,4.0,4.0,26.0,0.0,0.0,0.0,0.0
181,Saunalahti,182,10.0,13.0,1.0,7.0,0.0,0.0,11,20.0,17.0,4.0,10.0,11.0,0.0,0.0,2.0
182,Saunalahti,183,0.0,24.0,1.0,10.0,0.0,0.0,1,34.0,4.0,22.0,9.0,3.0,0.0,0.0,0.0
183,Saunalahti,184,6.0,8.0,4.0,6.0,0.0,0.0,10,14.0,19.0,2.0,3.0,1.0,0.0,0.0,0.0
184,Hiekka,185,9.0,12.0,5.0,5.0,0.0,0.0,14,17.0,13.0,17.0,1.0,0.0,0.0,0.0,0.0
185,Hiekka,186,15.0,12.0,5.0,9.0,0.0,0.0,20,21.0,14.0,1.0,26.0,0.0,0.0,0.0,1.0
186,Hiekka,187,13.0,10.0,9.0,8.0,0.0,0.0,22,18.0,4.0,16.0,20.0,0.0,0.0,0.0,0.0
187,Hiekka,188,12.0,15.0,7.0,5.0,0.0,0.0,19,20.0,9.0,7.0,23.0,0.0,0.0,0.0,0.0
188,Hiekka,189,13.0,15.0,5.0,3.0,0.0,0.0,18,18.0,11.0,4.0,21.0,2.0,0.0,0.0,0.0
189,Hiekka,190,12.0,9.0,6.0,12.0,0.0,0.0,18,21.0,15.0,9.0,15.0,3.0,0.0,0.0,1.0
190,Hiekka,191,5.0,6.0,9.0,7.0,0.0,0.0,14,13.0,11.0,1.0,15.0,0.0,0.0,0.0,0.0
191,Paulovski,192,6.0,10.0,5.0,10.0,0.0,0.0,11,20.0,13.0,3.0,15.0,2.0,0.0,0.0,1.0
192,Pietarin_esikaupunki,193,13.0,15.0,2.0,1.0,0.0,0.0,15,16.0,15.0,5.0,11.0,8.0,0.0,0.0,0.0
193,Pietarin_esikaupunki,194,8.0,10.0,1.0,2.0,0.0,0.0,9,12.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0
194,Pietarin_esikaupunki,195,11.0,14.0,6.0,3.0,0.0,0.0,17,17.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0
195,Pietarin_esikaupunki,196,13.0,16.0,2.0,3.0,0.0,0.0,15,19.0,19.0,11.0,4.0,8.0,0.0,0.0,0.0
196,Pietarin_esikaupunki,197,12.0,12.0,3.0,8.0,0.0,0.0,15,20.0,6.0,1.0,28.0,0.0,0.0,0.0,0.0
197,Pietarin_esikaupunki,198,12.0,17.0,10.0,11.0,0.0,0.0,22,28.0,37.0,3.0,10.0,1.0,0.0,0.0,0.0
198,Pietarin_esikaupunki,199,12.0,14.0,3.0,11.0,0.0,0.0,15,25.0,13.0,3.0,24.0,0.0,0.0,0.0,0.0
199,Pietarin_esikaupunki,200,8.0,8.0,5.0,11.0,0.0,0.0,13,19.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0
200,Pietarin_esikaupunki,201,9.0,11.0,2.0,3.0,0.0,0.0,11,14.0,14.0,5.0,6.0,0.0,0.0,0.0,1.0
201,Pietarin_esikaupunki,202,11.0,13.0,2.0,6.0,0.0,0.0,13,19.0,24.0,1.0,7.0,3.0,0.0,0.0,0.0
