,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
0,Valli,1,6,15,38,14.0,13.0,0.0,0.0,29,51,47.0,33.0,0.0,1.0,0.0,0.0,0.0
1,Valli,2,10,23,34,6.0,8.0,0.0,0.0,29,42,53.0,16.0,2.0,2.0,0.0,0.0,1.0
2,Valli,3,14,15,28,12.0,10.0,0.0,0.0,34,38,60.0,8.0,4.0,0.0,0.0,0.0,0.0
3,Valli,4,19,27,19,20.0,13.0,0.0,0.0,47,32,54.0,18.0,7.0,7.0,0.0,0.0,1.0
4,Valli,5,24,25,30,8.0,15.0,0.0,0.0,33,45,50.0,23.0,5.0,21.0,0.0,0.0,1.0
5,Valli,6,26,24,28,13.0,5.0,0.0,0.0,34,33,40.0,25.0,5.0,15.0,1.0,0.0,0.0
6,Valli,7,29,25,25,12.0,10.0,0.0,0.0,37,35,30.0,32.0,10.0,3.0,0.0,0.0,0.0
7,Valli,8,34,18,23,12.0,8.0,0.0,0.0,30,31,39.0,17.0,5.0,3.0,0.0,0.0,0.0
8,Valli,9,36,23,29,3.0,8.0,0.0,0.0,26,37,33.0,26.0,4.0,6.0,0.0,0.0,1.0
9,Valli,10,39,19,38,7.0,8.0,0.0,0.0,26,46,43.0,25.0,4.0,24.0,0.0,0.0,1.0
10,Valli,11,42,21,42,18.0,12.0,0.0,0.0,39,36,45.0,18.0,12.0,8.0,0.0,0.0,1.0
11,Valli,12,46,19,35,11.0,14.0,0.0,0.0,30,49,40.0,20.0,19.0,12.0,0.0,0.0,0.0
12,Valli,13,51,14,34,16.0,17.0,0.0,0.0,30,51,38.0,34.0,9.0,8.0,0.0,0.0,0.0
13,Valli,14,54,21,38,13.0,16.0,0.0,0.0,34,54,43.0,31.0,14.0,2.0,0.0,0.0,0.0
14,Valli,15,59,20,32,11.0,12.0,0.0,0.0,31,44,41.0,29.0,5.0,5.0,2.0,0.0,1.0
15,Valli,16,63,24,28,15.0,7.0,0.0,0.0,39,35,55.0,18.0,1.0,16.0,0.0,0.0,1.0
16,Valli,17,67,29,29,11.0,12.0,0.0,0.0,40,41,39.0,28.0,14.0,12.0,0.0,0.0,0.0
17,Valli,18,70,15,28,5.0,9.0,0.0,0.0,20,37,40.0,14.0,3.0,3.0,0.0,0.0,0.0
18,Valli,19,75,21,35,11.0,11.0,0.0,0.0,32,46,48.0,22.0,8.0,0.0,0.0,0.0,2.0
19,Valli,20,81,20,38,16.0,20.0,0.0,0.0,36,59,58.0,29.0,8.0,1.0,0.0,0.0,1.0
20,Valli,21,88,24,24,7.0,9.0,0.0,0.0,31,33,15.0,43.0,6.0,0.0,0.0,0.0,0.0
21,Valli,22,93,23,43,14.0,17.0,0.0,0.0,37,60,59.0,32.0,6.0,10.0,0.0,0.0,0.0
22,Valli,23,98,21,28,9.0,22.0,0.0,0.0,30,50,55.0,9.0,16.0,5.0,0.0,0.0,1.0
23,Valli,24,106,16,30,9.0,14.0,0.0,0.0,25,44,42.0,16.0,11.0,17.0,0.0,0.0,1.0
24,Valli,25,109,18,29,9.0,12.0,0.0,0.0,27,41,42.0,12.0,7.0,1.0,0.0,0.0,0.0
25,Valli,26,114,14,35,15.0,14.0,0.0,0.0,29,49,45.0,29.0,4.0,11.0,0.0,0.0,0.0
26,Valli,27,116,24,26,15.0,10.0,0.0,0.0,39,36,61.0,12.0,2.0,0.0,0.0,0.0,0.0
27,Valli,28,119,20,27,10.0,15.0,0.0,0.0,30,42,46.0,17.0,9.0,1.0,0.0,0.0,2.0
28,Valli,29,123,16,31,15.0,14.0,0.0,0.0,31,45,45.0,15.0,16.0,0.0,0.0,0.0,1.0
29,Valli,30,127,21,30,9.0,12.0,0.0,0.0,30,42,47.0,19.0,6.0,17.0,0.0,0.0,0.0
30,Valli,31,133,18,32,13.0,22.0,0.0,0.0,31,54,48.0,13.0,24.0,1.0,0.0,0.0,1.0
31,Valli,32,138,9,19,10.0,16.0,0.0,0.0,19,35,26.0,10.0,18.0,0.0,0.0,0.0,1.0
32,Valli_uusi,33,154,17,18,8.0,8.0,0.0,0.0,25,26,13.0,26.0,12.0,4.0,0.0,0.0,1.0
33,Valli_uusi,34,164,20,27,18.0,27.0,0.0,0.0,38,54,61.0,15.0,16.0,0.0,0.0,0.0,0.0
34,Salakkalahti,35,4,19,36,4.0,12.0,0.0,0.0,23,48,42.0,26.0,3.0,2.0,0.0,0.0,1.0
35,Salakkalahti,36,8,19,37,17.0,14.0,0.0,0.0,36,51,59.0,24.0,4.0,2.0,0.0,0.0,1.0
36,Salakkalahti,37,11,16,34,8.0,15.0,0.0,0.0,24,42,48.0,11.0,14.0,10.0,0.0,0.0,0.0
37,Salakkalahti,38,13,19,28,14.0,8.0,0.0,0.0,33,36,52.0,17.0,0.0,9.0,1.0,0.0,1.0
38,Salakkalahti,39,15,17,38,17.0,16.0,0.0,0.0,34,54,51.0,36.0,1.0,4.0,1.0,0.0,0.0
