district,plot_number,geometry,lutheran_density,orthodox_density,total_density,estate_income,business_income,salary_pension_income,total_income,total_income_log
Repola,15,POINT (595306.5492022083 6731863.678061445),29.4175,2.8798,32.3241,0.0,0.0,3.0,3.0,1.0986
Repola,15,POINT (595306.5492022083 6731863.678061445),29.4175,2.8798,32.3241,0.0,0.0,2.0,2.0,0.6931
Repola,15,POINT (595306.5492022083 6731863.678061445),29.4175,2.8798,32.3241,0.0,0.0,1.0,1.0,0.0
Repola,16,POINT (595357.5515328895 6731826.265336247),27.5133,3.2305,30.744,12.0,0.0,18.0,30.0,3.4012
Repola,16,POINT (595357.5515328895 6731826.265336247),27.5133,3.2305,30.744,0.0,0.0,5.0,5.0,1.6094
Repola,16,POINT (595357.5515328895 6731826.265336247),27.5133,3.2305,30.744,0.0,1.0,0.0,1.0,0.0
Repola,16,POINT (595357.5515328895 6731826.265336247),27.5133,3.2305,30.744,0.0,0.0,1.0,1.0,0.0
Repola,16,POINT (595357.5515328895 6731826.265336247),27.5133,3.2305,30.744,0.0,0.0,2.0,2.0,0.6931
Repola,17,POINT (595387.9447184318 6731868.83310677),33.9281,3.7152,37.644,2.0,5.0,0.0,7.0,1.9459
Repola,17,POINT (595387.9447184318 6731868.83310677),33.9281,3.7152,37.644,0.0,0.0,1.0,1.0,0.0
Repola,17,POINT (595387.9447184318 6731868.83310677),33.9281,3.7152,37.644,0.0,0.0,1.0,1.0,0.0
Repola,18,POINT (595417.6860804679 6731910.577266443),32.3877,3.5028,35.8905,,,,,
Repola,19,POINT (595457.9634063914 6731967.624198996),31.606,2.9367,34.5427,,,,,
Repola,2,POINT (595300.5165058643 6731931.927664589),38.204,2.9222,41.1852,10.0,0.0,5.0,15.0,2.7081
Repola,2,POINT (595300.5165058643 6731931.927664589),38.204,2.9222,41.1852,0.0,0.0,2.0,2.0,0.6931
Repola,2,POINT (595300.5165058643 6731931.927664589),38.204,2.9222,41.1852,0.0,0.0,1.0,1.0,0.0
Repola,2,POINT (595300.5165058643 6731931.927664589),38.204,2.9222,41.1852,0.0,0.0,1.0,1.0,0.0
Repola,20,POINT (595490.3069911539 6732012.219897542),30.1669,2.1052,32.2788,,,,,
Repola,21,POINT (595523.5260216058 6732058.355840236),26.5263,1.6574,28.2025,,,,,
Repola,22,POINT (595556.53995504 6732111.372695076),24.4283,1.8166,26.2683,,,,,
Repola,23,POINT (595556.3636452666 6732031.103665788),35.0569,2.5228,37.6313,,,,,
Repola,24,POINT (595526.5906989409 6731985.653089431),35.4803,2.7096,38.2153,,,,,
Repola,25,POINT (595571.8973664925 6731947.904032019),46.0366,5.0294,51.2515,3.0,0.0,14.0,17.0,2.8332
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,9.0,0.0,0.0,9.0,2.1972
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,0.0,0.0,15.0,15.0,2.7081
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,0.0,0.0,14.0,14.0,2.6391
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,0.0,0.0,10.0,10.0,2.3026
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,0.0,0.0,13.0,13.0,2.5649
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,0.0,10.0,0.0,10.0,2.3026
Repola,26,POINT (595573.9223889812 6731888.249647567),42.1458,5.5758,47.8751,0.0,0.0,1.0,1.0,0.0
Repola,27,POINT (595542.8283352361 6731906.754103847),40.0584,4.5312,44.6734,,,,,
Repola,28,POINT (595494.5544568707 6731940.79558295),34.4438,3.0379,37.4832,,,,,
Repola,29,POINT (595453.4728317636 6731885.117031985),31.3538,3.3967,34.7506,,,,,
Repola,3,POINT (595330.360784343 6731973.481939008),36.56,2.5696,39.1723,12.0,0.0,15.0,27.0,3.2958
Repola,3,POINT (595330.360784343 6731973.481939008),36.56,2.5696,39.1723,0.0,0.0,10.0,10.0,2.3026
Repola,3,POINT (595330.360784343 6731973.481939008),36.56,2.5696,39.1723,0.0,0.0,3.0,3.0,1.0986
Repola,3,POINT (595330.360784343 6731973.481939008),36.56,2.5696,39.1723,0.0,0.0,4.0,4.0,1.3863
Repola,3,POINT (595330.360784343 6731973.481939008),36.56,2.5696,39.1723,0.0,0.0,25.0,25.0,3.2189
Repola,3,POINT (595330.360784343 6731973.481939008),36.56,2.5696,39.1723,0.0,0.0,3.0,3.0,1.0986
Repola,30,POINT (595423.5688064401 6731843.270625172),30.5462,3.529,34.0753,3.0,0.0,0.0,3.0,1.0986
Repola,31,POINT (595393.1144268374 6731800.569095121),24.9837,3.0743,28.058,12.0,0.0,2.0,14.0,2.6391
Repola,31,POINT (595393.1144268374 6731800.569095121),24.9837,3.0743,28.058,0.0,0.0,18.0,18.0,2.8904
Repola,31,POINT (595393.1144268374 6731800.569095121),24.9837,3.0743,28.058,0.0,0.0,30.0,30.0,3.4012
Repola,31,POINT (595393.1144268374 6731800.569095121),24.9837,3.0743,28.058,0.0,0.0,1.0,1.0,0.0
Repola,31,POINT (595393.1144268374 6731800.569095121),24.9837,3.0743,28.058,0.0,0.0,1.0,1.0,0.0
Repola,31,POINT (595393.1144268374 6731800.569095121),24.9837,3.0743,28.058,0.0,0.0,1.0,1.0,0.0
Repola,32,POINT (595507.35630407 6731713.646218681),22.3839,1.3164,23.8453,,,,,
Repola,33,POINT (595547.2129199744 6731684.545945091),27.1569,1.3546,28.8998,,,,,
Repola,34,POINT (595586.1430003339 6731655.895971341),28.601,1.3582,30.4658,,,,,
Repola,35,POINT (595638.6864087493 6731616.792152047),32.0144,1.5795,34.2168,,,,,
Repola,36,POINT (595676.842626857 6731589.306094754),39.8719,2.4656,42.9799,,,,,
Repola,37,POINT (595716.3420378787 6731560.788217734),48.4105,3.3272,52.267,,,,,
Repola,38,POINT (595744.2344654921 6731598.849264186),48.4816,4.438,53.607,,,,,
Repola,39,POINT (595704.9094087421 6731627.794479949),46.1278,3.951,50.8839,,,,,
Repola,4,POINT (595373.2362602642 6732033.225910736),24.9642,1.6809,26.6495,,,,,
Repola,40,POINT (595666.8539448247 6731655.564399787),45.0346,3.8453,49.6962,,,,,
Repola,41,POINT (595614.3245903873 6731694.64867427),36.1013,2.8533,39.5218,,,,,
Repola,42,POINT (595575.1647808107 6731723.573130663),33.456,2.8481,36.7206,,,,,
Repola,43,POINT (595535.4522802219 6731752.601267664),28.8251,2.5271,31.5145,,,,,
Repola,44,POINT (595573.6046802611 6731797.158620062),36.3678,4.3801,40.9749,,,,,
Repola,45,POINT (595623.2286298394 6731770.529699191),40.2275,5.3175,46.0579,,,,,
Repola,46,POINT (595658.4126384545 6731746.611813999),41.7978,5.3741,47.8344,,,,,
Repola,47,POINT (595705.366428357 6731706.713835021),45.6867,5.3087,51.8154,,,,,
Repola,48,POINT (595742.4083277165 6731679.371451567),46.8761,5.4543,53.1067,,,,,
Repola,49,POINT (595781.9559007261 6731650.379558301),47.6755,5.2613,53.6403,,,,,
Repola,5,POINT (595406.6031506313 6732079.483559201),13.7774,0.7196,14.497,,,,,
Repola,50,POINT (595809.4966040368 6731688.575960031),43.4992,5.2592,49.366,,,,,
Repola,51,POINT (595769.9474812459 6731717.200669119),42.1928,5.6877,48.5891,,,,,
Repola,52,POINT (595732.6646193007 6731744.499220562),41.8883,6.841,49.5301,,,,,
Repola,53,POINT (595692.7819599543 6731793.870022162),45.1365,8.254,54.1176,,,,,
Repola,54,POINT (595724.3968192911 6731841.593686875),47.4482,9.3386,57.5085,,,,,
Repola,55,POINT (595660.6284767353 6731826.511774943),46.1921,7.5918,54.3211,,,,,
Repola,56,POINT (595604.1640473274 6731826.594476223),41.0118,5.8107,47.1244,,,,,
Repola,57,POINT (595638.4165291802 6731894.899424341),53.4995,7.9306,61.8224,,,,,
Repola,58,POINT (595689.5489737198 6731900.234271111),64.5263,10.7226,75.901,,,,,
Repola,59,POINT (595740.3108380318 6731905.704033802),63.6843,10.8415,75.2322,,,,,
Repola,6,POINT (595438.2790809579 6732123.375395495),6.4066,0.414,6.8207,,,,,
Repola,60,POINT (595790.66692953 6731823.444164406),37.1522,7.8909,45.6368,,,,,
Repola,61,POINT (595840.2919699795 6731810.478798239),25.4893,4.8789,30.7518,,,,,
Repola,62,POINT (595893.7312872561 6731816.540118461),21.1662,2.7909,24.1864,,,,,
Repola,63,POINT (595937.0395847973 6731849.255503184),24.6349,2.779,27.6366,,,,,
Repola,64,POINT (595888.1230473667 6731858.333231016),29.5087,4.8887,34.7661,,,,,
Repola,65,POINT (595834.6271422468 6731853.041234883),37.8543,7.4274,45.8026,,,,,
Repola,66,POINT (595804.2530647999 6731915.31340523),56.763,9.399,66.8125,,,,,
Repola,67,POINT (595847.6335307328 6731919.021878176),51.4933,6.9712,58.9726,,,,,
Repola,68,POINT (595890.0277287562 6731922.846566066),40.0161,4.4125,44.7535,,,,,
Repola,69,POINT (595948.305042898 6731927.127260107),31.8745,2.7785,34.8253,,,,,
Repola,7,POINT (595479.8180231077 6732169.324257257),8.3062,1.3388,9.645,,,,,
Repola,70,POINT (595981.8088130847 6731913.719053547),27.7001,2.3147,30.1534,,,,,
Repola,71,POINT (596005.9822840752 6731970.143514276),24.1972,1.7973,26.0819,,,,,
Repola,72,POINT (595954.3185662221 6731972.749595921),32.7555,2.4695,35.3489,,,,,
Repola,73,POINT (595873.3183928087 6731965.808805759),48.9073,5.5262,54.8358,,,,,
Repola,74,POINT (595810.3681506692 6731960.165144791),68.5494,9.378,78.5818,,,,,
Repola,75,POINT (595735.4705378165 6731948.477825142),76.5846,10.9397,88.2281,,,,,
Repola,76,POINT (595684.6502152889 6731943.072962289),71.4008,9.9401,81.9369,,,,,
Repola,77,POINT (595633.7215401523 6731937.744715692),56.7009,7.8914,65.0008,,,,,
Repola,78,POINT (595626.2677806844 6731998.842594814),59.1749,6.3784,65.8898,,,,,
Repola,79,POINT (595677.7189900571 6732004.062252758),74.2465,8.6557,83.412,,,,,
Repola,8,POINT (595502.1203812769 6732200.196789367),11.8806,1.9767,13.8572,,,,,
Repola,80,POINT (595728.7400320437 6732009.268823188),81.2389,9.6668,91.5131,,,,,
Repola,81,POINT (595803.4694237815 6732017.007635136),73.1784,8.2996,82.037,,,,,
Repola,82,POINT (595865.1601397457 6732023.126762373),51.0119,4.4157,55.6809,,,,,
Repola,83,POINT (595942.9720400149 6732028.828733047),29.5623,1.7084,31.3203,,,,,
Repola,84,POINT (596004.4308637215 6732034.755741944),19.6379,1.1796,20.8642,,,,,
Repola,85,POINT (595999.7332436302 6732078.516390764),13.676,0.5023,14.1894,,,,,
Repola,86,POINT (595936.4332273717 6732072.431610934),30.568,1.5539,32.1405,,,,,
Repola,87,POINT (595858.2606631388 6732066.37856213),56.1046,4.9227,61.2893,,,,,
Repola,88,POINT (595798.3723400077 6732060.683011376),69.1521,6.7066,76.2443,,,,,
Repola,89,POINT (595723.7059887715 6732053.148763659),76.9681,7.7193,85.1164,,,,,
Repola,9,POINT (595526.2888360734 6732157.447761746),14.9925,1.6127,16.6057,,,,,
Repola,90,POINT (595672.6011168336 6732047.872254284),69.6356,6.8134,76.7998,,,,,
Repola,91,POINT (595621.2160264653 6732042.594350079),54.2395,4.9082,59.363,,,,,
Repola,92,POINT (595614.3007022904 6732103.393827043),38.2249,3.0894,41.3761,,,,,
Repola,93,POINT (595665.8278772532 6732108.435877158),59.2235,5.2566,64.654,,,,,
Repola,94,POINT (595716.6784977361 6732113.479211106),65.3355,5.8942,71.453,,,,,
Repola,95,POINT (595780.4937029056 6732125.478123332),54.2755,4.5459,58.9487,,,,,
Repola,96,POINT (595825.0004945232 6732130.538435147),45.1996,3.407,48.6874,,,,,
Repola,97,POINT (595819.0848677534 6732182.615838548),35.2291,2.6793,37.9313,,,,,
Repola,98,POINT (595774.4845487011 6732177.422479343),42.152,3.4689,45.6608,,,,,
Repola,99,POINT (595791.2492864069 6732220.305808529),33.6703,3.0713,36.7452,,,,,
Salakkalahti,1,POINT (594937.273164554 6732123.493133813),26.7437,1.0325,27.8087,10.0,0.0,100.0,110.0,4.7005
Salakkalahti,1,POINT (594937.273164554 6732123.493133813),26.7437,1.0325,27.8087,0.0,0.0,1.0,1.0,0.0
Salakkalahti,10,POINT (595139.0759837053 6732075.783739151),38.2601,0.6568,39.0189,7.0,0.0,20.0,27.0,3.2958
Salakkalahti,10,POINT (595139.0759837053 6732075.783739151),38.2601,0.6568,39.0189,0.0,0.0,1.0,1.0,0.0
Salakkalahti,10,POINT (595139.0759837053 6732075.783739151),38.2601,0.6568,39.0189,0.0,0.0,6.0,6.0,1.7918
Salakkalahti,10,POINT (595139.0759837053 6732075.783739151),38.2601,0.6568,39.0189,0.0,0.0,1.0,1.0,0.0
Salakkalahti,10,POINT (595139.0759837053 6732075.783739151),38.2601,0.6568,39.0189,0.0,0.0,1.0,1.0,0.0
Salakkalahti,11,POINT (595115.3773759815 6732043.012078928),39.5865,0.6391,40.3378,8.0,0.0,22.0,30.0,3.4012
Salakkalahti,11,POINT (595115.3773759815 6732043.012078928),39.5865,0.6391,40.3378,0.0,0.0,10.0,10.0,2.3026
Salakkalahti,11,POINT (595115.3773759815 6732043.012078928),39.5865,0.6391,40.3378,0.0,0.0,4.0,4.0,1.3863
Salakkalahti,11,POINT (595115.3773759815 6732043.012078928),39.5865,0.6391,40.3378,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,11,POINT (595115.3773759815 6732043.012078928),39.5865,0.6391,40.3378,0.0,0.0,1.0,1.0,0.0
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,10.0,0.0,28.0,38.0,3.6376
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,6.0,0.0,6.0,1.7918
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,10.0,10.0,2.3026
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,6.0,6.0,1.7918
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,10.0,10.0,2.3026
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,4.0,4.0,1.3863
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,5.0,5.0,1.6094
Salakkalahti,12,POINT (595091.7888862833 6732010.77147537),35.534,0.6975,36.367,0.0,0.0,7.0,7.0,1.9459
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,20.0,0.0,3.0,23.0,3.1355
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,15.0,15.0,2.7081
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,9.0,9.0,2.1972
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,18.0,18.0,2.8904
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,6.0,6.0,1.7918
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,5.0,5.0,1.6094
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,17.0,17.0,2.8332
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,25.0,0.0,25.0,3.2189
Salakkalahti,13,POINT (595152.0936925947 6731967.539611146),30.2746,1.0844,31.5094,0.0,0.0,1.0,1.0,0.0
Salakkalahti,14,POINT (595175.5019572783 6731999.677437709),36.5817,1.2775,38.0059,11.0,20.0,0.0,31.0,3.434
Salakkalahti,14,POINT (595175.5019572783 6731999.677437709),36.5817,1.2775,38.0059,0.0,0.0,15.0,15.0,2.7081
Salakkalahti,14,POINT (595175.5019572783 6731999.677437709),36.5817,1.2775,38.0059,0.0,0.0,10.0,10.0,2.3026
Salakkalahti,14,POINT (595175.5019572783 6731999.677437709),36.5817,1.2775,38.0059,0.0,0.0,1.0,1.0,0.0
Salakkalahti,14,POINT (595175.5019572783 6731999.677437709),36.5817,1.2775,38.0059,0.0,0.0,1.0,1.0,0.0
Salakkalahti,15,POINT (595199.2966934015 6732032.505542643),36.0132,1.3177,37.4602,,,,,
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,30.0,0.0,0.0,30.0,3.4012
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,5.0,5.0,1.6094
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,45.0,23.0,68.0,4.2195
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,40.0,40.0,3.6889
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,3.0,3.0,1.0986
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,3.0,3.0,1.0986
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,12.0,12.0,2.4849
Salakkalahti,16,POINT (595247.6769510751 6731997.628543545),36.3319,1.6988,38.138,0.0,0.0,4.0,4.0,1.3863
Salakkalahti,17,POINT (595223.8799022262 6731964.741883562),35.4471,1.7666,37.3403,5.0,0.0,0.0,5.0,1.6094
Salakkalahti,17,POINT (595223.8799022262 6731964.741883562),35.4471,1.7666,37.3403,0.0,0.0,40.0,40.0,3.6889
Salakkalahti,17,POINT (595223.8799022262 6731964.741883562),35.4471,1.7666,37.3403,0.0,0.0,14.0,14.0,2.6391
Salakkalahti,17,POINT (595223.8799022262 6731964.741883562),35.4471,1.7666,37.3403,0.0,0.0,10.0,10.0,2.3026
Salakkalahti,17,POINT (595223.8799022262 6731964.741883562),35.4471,1.7666,37.3403,0.0,0.0,10.0,10.0,2.3026
Salakkalahti,17,POINT (595223.8799022262 6731964.741883562),35.4471,1.7666,37.3403,0.0,0.0,1.0,1.0,0.0
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,12.0,0.0,3.0,15.0,2.7081
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,0.0,6.0,6.0,1.7918
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,0.0,16.0,16.0,2.7726
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,0.0,13.0,13.0,2.5649
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,0.0,14.0,14.0,2.6391
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,18,POINT (595200.3455131485 6731932.480708352),30.3777,1.4669,31.9768,0.0,3.0,0.0,3.0,1.0986
Salakkalahti,2,POINT (594960.3087216315 6732154.922099711),27.2386,0.4474,27.694,5.0,0.0,3.0,8.0,2.0794
Salakkalahti,2,POINT (594960.3087216315 6732154.922099711),27.2386,0.4474,27.694,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,3,POINT (594983.974890634 6732187.572738135),26.449,0.2174,26.6664,10.0,200.0,0.0,210.0,5.3471
Salakkalahti,3,POINT (594983.974890634 6732187.572738135),26.449,0.2174,26.6664,0.0,0.0,1.0,1.0,0.0
Salakkalahti,3,POINT (594983.974890634 6732187.572738135),26.449,0.2174,26.6664,0.0,0.0,1.0,1.0,0.0
Salakkalahti,3,POINT (594983.974890634 6732187.572738135),26.449,0.2174,26.6664,0.0,0.0,1.0,1.0,0.0
Salakkalahti,3,POINT (594983.974890634 6732187.572738135),26.449,0.2174,26.6664,0.0,0.0,5.0,5.0,1.6094
Salakkalahti,3,POINT (594983.974890634 6732187.572738135),26.449,0.2174,26.6664,0.0,0.0,12.0,12.0,2.4849
Salakkalahti,4,POINT (595030.7926488534 6732153.792035413),32.0079,0.2981,32.3139,5.0,0.0,30.0,35.0,3.5553
Salakkalahti,4,POINT (595030.7926488534 6732153.792035413),32.0079,0.2981,32.3139,0.0,0.0,1.0,1.0,0.0
Salakkalahti,4,POINT (595030.7926488534 6732153.792035413),32.0079,0.2981,32.3139,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,5,POINT (595007.023951509 6732121.155636492),32.7681,0.3233,33.1009,7.0,0.0,30.0,37.0,3.6109
Salakkalahti,5,POINT (595007.023951509 6732121.155636492),32.7681,0.3233,33.1009,0.0,0.0,18.0,18.0,2.8904
Salakkalahti,5,POINT (595007.023951509 6732121.155636492),32.7681,0.3233,33.1009,0.0,0.0,5.0,5.0,1.6094
Salakkalahti,5,POINT (595007.023951509 6732121.155636492),32.7681,0.3233,33.1009,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,5,POINT (595007.023951509 6732121.155636492),32.7681,0.3233,33.1009,0.0,0.0,1.0,1.0,0.0
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,15.0,0.0,0.0,15.0,2.7081
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,25.0,25.0,3.2189
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,18.0,18.0,2.8904
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,60.0,0.0,60.0,4.0943
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,1.0,1.0,0.0
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,8.0,0.0,8.0,2.0794
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,1.0,1.0,0.0
Salakkalahti,6,POINT (594983.9123552619 6732089.60010446),30.3609,0.425,30.8043,0.0,0.0,1.0,1.0,0.0
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,15.0,15.0,0.0,30.0,3.4012
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,15.0,15.0,2.7081
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,2.0,2.0,0.6931
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,21.0,21.0,3.0445
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,7.0,7.0,1.9459
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,1.0,1.0,0.0
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,1.0,1.0,0.0
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,10.0,0.0,10.0,2.3026
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,1.0,1.0,0.0
Salakkalahti,7,POINT (595044.5212028138 6732045.065816272),37.9917,0.5271,38.6004,0.0,0.0,1.0,1.0,0.0
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,12.0,0.0,0.0,12.0,2.4849
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,15.0,0.0,15.0,2.7081
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,1.0,1.0,0.0
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,1.0,1.0,0.0
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,13.0,0.0,13.0,2.5649
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,6.0,6.0,1.7918
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,12.0,0.0,12.0,2.4849
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,1.0,1.0,0.0
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,1.0,1.0,0.0
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,7.0,7.0,1.9459
Salakkalahti,8,POINT (595068.0442049169 6732077.181680785),39.8716,0.5632,40.5165,0.0,0.0,5.0,5.0,1.6094
Salakkalahti,9,POINT (595091.6420856655 6732109.934749758),38.178,0.553,38.8041,8.0,10.0,0.0,18.0,2.8904
Salakkalahti,9,POINT (595091.6420856655 6732109.934749758),38.178,0.553,38.8041,0.0,0.0,1.0,1.0,0.0
Salakkalahti,9,POINT (595091.6420856655 6732109.934749758),38.178,0.553,38.8041,0.0,0.0,3.0,3.0,1.0986
Salakkalahti,9,POINT (595091.6420856655 6732109.934749758),38.178,0.553,38.8041,0.0,0.0,3.0,3.0,1.0986
Salakkalahti,9,POINT (595091.6420856655 6732109.934749758),38.178,0.553,38.8041,0.0,0.0,3.0,3.0,1.0986
Salakkalahti,9,POINT (595091.6420856655 6732109.934749758),38.178,0.553,38.8041,0.0,0.0,3.0,3.0,1.0986
Saunalahti,1,POINT (593829.3697309066 6733224.447604069),6.6768,1.0769,7.7537,7.0,0.0,0.0,7.0,1.9459
Saunalahti,10,POINT (593724.4050611082 6733346.806936142),4.3997,0.7096,5.1093,,,,,
Saunalahti,11,POINT (593714.8144337321 6733384.945776457),2.6201,0.4226,3.0427,4.0,13.0,0.0,17.0,2.8332
Saunalahti,11,POINT (593714.8144337321 6733384.945776457),2.6201,0.4226,3.0427,0.0,0.0,2.0,2.0,0.6931
Saunalahti,11,POINT (593714.8144337321 6733384.945776457),2.6201,0.4226,3.0427,0.0,0.0,1.0,1.0,0.0
Saunalahti,12,POINT (593790.465891097 6733363.805219837),7.0278,1.1335,8.1613,0.0,0.0,1.0,1.0,0.0
Saunalahti,13,POINT (593836.446393364 6733375.257930137),8.1135,1.3086,9.4221,,,,,
Saunalahti,14,POINT (593780.7453753009 6733401.765783878),5.6161,0.9058,6.5219,,,,,
Saunalahti,15,POINT (593826.6650443836 6733412.939331201),7.1666,1.1559,8.3225,,,,,
