district,plot_number,geometry,lutheran_density,orthodox_density,total_density,estate_income,business_income,salary_pension_income,total_income,total_income_log
Pantsarlahti,94,POINT (595791.3385686629 6731413.902127936),48.3047,1.0022,49.307,1.0,0.0,0.0,1.0,0.0
Pantsarlahti,94,POINT (595791.3385686629 6731413.902127936),48.3047,1.0022,49.307,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,94,POINT (595791.3385686629 6731413.902127936),48.3047,1.0022,49.307,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,95,POINT (595803.857416237 6731431.246450845),50.733,1.4749,52.2079,1.0,0.0,0.0,1.0,0.0
Pantsarlahti,95,POINT (595803.857416237 6731431.246450845),50.733,1.4749,52.2079,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,95,POINT (595803.857416237 6731431.246450845),50.733,1.4749,52.2079,0.0,0.0,2.0,2.0,0.6931
Pantsarlahti,96,POINT (595828.8308733176 6731412.577883725),44.4504,1.0505,45.5009,1.0,0.0,0.0,1.0,0.0
Pantsarlahti,96,POINT (595828.8308733176 6731412.577883725),44.4504,1.0505,45.5009,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,96,POINT (595828.8308733176 6731412.577883725),44.4504,1.0505,45.5009,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,97,POINT (595816.4507018985 6731395.602118813),44.4504,1.0505,45.5009,1.0,0.0,0.0,1.0,0.0
Pantsarlahti,97,POINT (595816.4507018985 6731395.602118813),44.4504,1.0505,45.5009,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,98,POINT (595803.4926278603 6731377.848315544),45.3169,0.6034,45.9203,1.0,0.0,0.0,1.0,0.0
Pantsarlahti,98,POINT (595803.4926278603 6731377.848315544),45.3169,0.6034,45.9203,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,98,POINT (595803.4926278603 6731377.848315544),45.3169,0.6034,45.9203,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,1.0,0.0,2.0,3.0,1.0986
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,0.0,0.0,2.0,2.0,0.6931
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,0.0,0.0,1.0,1.0,0.0
Pantsarlahti,99,POINT (595784.1722144393 6731351.266847407),46.2447,0.3415,46.5862,0.0,0.0,1.0,1.0,0.0
Papula, 10,POINT (596210.148979246 6732762.149573394),11.6126,0.0,11.6126,,,,,
Papula, 9,POINT (596210.148979246 6732762.149573394),11.6126,0.0,11.6126,,,,,
Papula,1,POINT (595943.8658899154 6732423.263332907),8.5621,0.7596,9.3217,,,,,
Papula,11,POINT (596038.7518003565 6732485.312824671),6.6229,0.178,6.801,,,,,
Papula,12,POINT (596008.4080292959 6732442.708053763),7.5836,0.3421,7.9257,,,,,
Papula,13,POINT (595977.6347020634 6732399.175196887),5.2247,0.5408,5.7655,,,,,
Papula,14,POINT (595863.0402674901 6732424.360234719),11.442,1.4709,12.9129,,,,,
Papula,15,POINT (595890.2832167599 6732462.087132921),11.8633,1.0721,12.9354,2.0,0.0,0.0,2.0,0.6931
Papula,16,POINT (595925.3557253871 6732512.534363561),14.4151,0.7245,15.1395,,,,,
Papula,17,POINT (595952.2730736283 6732550.404949671),16.097,0.4541,16.5511,,,,,
Papula,18,POINT (595989.7881554607 6732601.106166419),16.0529,0.4215,16.4745,1.0,0.0,0.0,1.0,0.0
Papula,18,POINT (595989.7881554607 6732601.106166419),16.0529,0.4215,16.4745,0.0,0.0,4.0,4.0,1.3863
Papula,18,POINT (595989.7881554607 6732601.106166419),16.0529,0.4215,16.4745,0.0,0.0,4.0,4.0,1.3863
Papula,19,POINT (596015.3532907397 6732637.022854374),14.4822,0.3821,14.8643,2.0,0.0,4.0,6.0,1.7918
Papula,19,POINT (596015.3532907397 6732637.022854374),14.4822,0.3821,14.8643,0.0,0.0,4.0,4.0,1.3863
Papula,2,POINT (595974.9326909694 6732466.615657566),11.1763,0.4957,11.672,,,,,
Papula,20,POINT (596049.8787513184 6732685.038917242),12.5256,0.279,12.8046,,,,,
Papula,21,POINT (596076.1467864432 6732722.043678215),10.3175,0.1431,10.4607,,,,,
Papula,22,POINT (596110.5954290581 6732770.812059144),8.7871,0.0376,8.8247,1.0,0.0,0.0,1.0,0.0
Papula,23,POINT (596137.9645990017 6732808.532729028),8.8687,0.0036,8.8722,,,,,
Papula,24,POINT (596168.8366881192 6732844.473694859),8.8479,0.0,8.8479,,,,,
Papula,25,POINT (596119.9609406926 6732873.411211277),5.6346,0.0,5.6346,,,,,
Papula,26,POINT (596096.113316469 6732837.96384776),6.5704,0.0005,6.5709,,,,,
Papula,27,POINT (596069.4056423017 6732799.972184874),6.3187,0.0243,6.3431,,,,,
Papula,28,POINT (596034.4892774886 6732751.515046998),7.5377,0.1477,7.6854,,,,,
Papula,29,POINT (596008.1519643539 6732714.45904158),11.393,0.291,11.684,,,,,
Papula,3,POINT (596005.364354754 6732508.98603558),11.6664,0.3406,12.0071,,,,,
Papula,30,POINT (595974.1340043721 6732666.25005213),13.5941,0.357,13.9511,,,,,
Papula,31,POINT (595948.1957955384 6732630.530936955),16.4792,0.4238,16.903,,,,,
Papula,32,POINT (595911.8561323447 6732579.333549122),15.4353,0.4426,15.8779,1.0,0.0,2.0,3.0,1.0986
Papula,32,POINT (595911.8561323447 6732579.333549122),15.4353,0.4426,15.8779,0.0,0.0,4.0,4.0,1.3863
Papula,32,POINT (595911.8561323447 6732579.333549122),15.4353,0.4426,15.8779,0.0,0.0,2.0,2.0,0.6931
Papula,32,POINT (595911.8561323447 6732579.333549122),15.4353,0.4426,15.8779,0.0,0.0,1.0,1.0,0.0
Papula,33,POINT (595886.3258492398 6732541.579396416),14.2375,0.5825,14.8199,,,,,
Papula,34,POINT (595849.2241680322 6732491.769375466),12.5038,0.9556,13.4595,,,,,
Papula,35,POINT (595821.9575038597 6732453.6879175),11.2013,1.3528,12.554,,,,,
Papula,36,POINT (595768.918012474 6732490.931731305),9.2006,1.116,10.3166,,,,,
Papula,37,POINT (595730.6136240643 6732517.606145662),3.7832,0.4279,4.211,,,,,
Papula,38,POINT (595757.6072860429 6732555.499860181),4.0575,0.3251,4.3826,,,,,
Papula,39,POINT (595796.2540589818 6732528.834113479),8.75,0.6991,9.4492,,,,,
Papula,4,POINT (596060.928311913 6732553.583996426),11.7625,0.3161,12.0786,,,,,
Papula,41,POINT (595864.0533164677 6732617.341027163),13.0838,0.3227,13.4065,,,,,
Papula,42,POINT (595891.5026260751 6732657.677803149),13.7081,0.3445,14.0526,,,,,
Papula,43,POINT (595921.181460583 6732699.413361561),11.0067,0.2826,11.2893,,,,,
Papula,44,POINT (595958.4723760562 6732751.588568163),6.3712,0.1686,6.5398,,,,,
Papula,45,POINT (595983.993450087 6732786.951628875),4.0235,0.1069,4.1304,,,,,
Papula,46,POINT (596021.3562560013 6732839.654222095),2.2331,0.0136,2.2466,,,,,
Papula,47,POINT (596058.1784996911 6732890.567745499),1.8307,0.0,1.8307,,,,,
Papula,48,POINT (596022.5042142442 6732907.820029653),0.2956,0.0,0.2956,,,,,
Papula,49,POINT (595988.0774169632 6732863.393469191),0.0158,0.0005,0.0162,,,,,
Papula,5,POINT (596089.1958951436 6732593.210162835),9.679,0.2297,9.9086,,,,,
Papula,50,POINT (595950.9191239907 6732810.59485714),1.7867,0.0494,1.836,,,,,
Papula,51,POINT (595925.1345799828 6732775.217738658),3.5627,0.0936,3.6563,,,,,
Papula,52,POINT (595887.9854854089 6732723.298406193),6.4612,0.1604,6.6216,,,,,
Papula,53,POINT (595858.5077588047 6732679.671819859),8.6577,0.2099,8.8676,,,,,
Papula,54,POINT (595852.9006099516 6732773.832151957),1.4418,0.0338,1.4756,,,,,
Papula,55,POINT (595891.3632120151 6732829.841080573),0.1276,0.0035,0.1311,,,,,
Papula,56,POINT (595840.8688304813 6732820.281394963),0.0002,0.0,0.0002,,,,,
Papula,57,POINT (595821.5996976886 6732898.063834911),0.0,0.0,0.0,,,,,
Papula,58,POINT (595883.7431797974 6732910.281808197),0.0,0.0,0.0,,,,,
Papula,59,POINT (595948.9996225759 6732912.389072655),0.0,0.0,0.0,,,,,
Papula,6,POINT (596116.7708431114 6732632.514899187),9.303,0.1628,9.4657,,,,,
Papula,7,POINT (596144.0926247801 6732670.975884959),10.3884,0.0823,10.4706,,,,,
Papula,8,POINT (596210.148979246 6732762.149573394),11.6126,0.0,11.6126,,,,,
Pietarin_esikaupunki, 17,POINT (596067.8457985311 6731868.499180857),26.4547,2.1034,28.7106,,,,,
Pietarin_esikaupunki, 265,POINT (595563.5722431556 6732338.689839477),19.0582,3.2649,22.3231,,,,,
Pietarin_esikaupunki, 3,POINT (595662.5662518705 6731892.552342252),54.0942,8.7713,63.3564,,,,,
Pietarin_esikaupunki, 43,POINT (595867.3636828043 6731847.813507612),29.5087,4.8887,34.7661,,,,,
Pietarin_esikaupunki,1,POINT (595631.0628134068 6731888.70972041),50.0804,7.7328,58.1944,,,,,
Pietarin_esikaupunki,10,POINT (595828.9598061852 6731910.808406076),51.5478,8.2081,60.3388,2.0,3.0,0.0,5.0,1.6094
Pietarin_esikaupunki,10,POINT (595828.9598061852 6731910.808406076),51.5478,8.2081,60.3388,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,10,POINT (595828.9598061852 6731910.808406076),51.5478,8.2081,60.3388,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,10,POINT (595828.9598061852 6731910.808406076),51.5478,8.2081,60.3388,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,10,POINT (595828.9598061852 6731910.808406076),51.5478,8.2081,60.3388,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,100,POINT (595818.4415120033 6731559.315820191),53.7877,4.5247,58.5875,,,,,
Pietarin_esikaupunki,101,POINT (595809.2037026897 6731565.356543924),54.2746,4.4181,59.0514,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,102,POINT (595798.7455315772 6731569.794931217),52.5056,4.7507,57.709,,,,,
Pietarin_esikaupunki,103,POINT (595789.4958527689 6731575.493401741),52.5056,4.7507,57.709,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,104,POINT (595769.0656513737 6731575.831350162),51.3681,4.4993,56.4032,,,,,
Pietarin_esikaupunki,105,POINT (595750.6546080926 6731595.026042572),48.4816,4.438,53.607,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,106,POINT (595740.8400126962 6731601.106686042),48.4816,4.438,53.607,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,106,POINT (595740.8400126962 6731601.106686042),48.4816,4.438,53.607,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,107,POINT (595724.2594023864 6731604.969341688),46.7736,4.0134,51.5171,,,,,
Pietarin_esikaupunki,108,POINT (595711.4801134778 6731615.738389054),44.4012,3.4697,48.6151,,,,,
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,2.0,0.0,0.0,2.0,0.6931
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,109,POINT (595694.3012326573 6731620.87747948),46.1278,3.951,50.8839,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,11,POINT (595845.8866738512 6731912.869907617),45.7792,6.8712,53.1515,5.0,0.0,1.0,6.0,1.7918
Pietarin_esikaupunki,11,POINT (595845.8866738512 6731912.869907617),45.7792,6.8712,53.1515,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,11,POINT (595845.8866738512 6731912.869907617),45.7792,6.8712,53.1515,0.0,0.0,4.0,4.0,1.3863
Pietarin_esikaupunki,11,POINT (595845.8866738512 6731912.869907617),45.7792,6.8712,53.1515,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,11,POINT (595845.8866738512 6731912.869907617),45.7792,6.8712,53.1515,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,2.0,0.0,0.0,2.0,0.6931
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,110,POINT (595677.5215122147 6731631.225044465),43.3327,3.3356,47.4572,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,111,POINT (595658.1009234405 6731639.850671538),39.4767,2.6588,42.8798,3.0,4.0,0.0,7.0,1.9459
Pietarin_esikaupunki,111,POINT (595658.1009234405 6731639.850671538),39.4767,2.6588,42.8798,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,112,POINT (595638.8501286388 6731624.46804368),34.8679,1.9904,37.5334,1.0,0.0,2.0,3.0,1.0986
Pietarin_esikaupunki,112,POINT (595638.8501286388 6731624.46804368),34.8679,1.9904,37.5334,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,112,POINT (595638.8501286388 6731624.46804368),34.8679,1.9904,37.5334,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,112,POINT (595638.8501286388 6731624.46804368),34.8679,1.9904,37.5334,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,112,POINT (595638.8501286388 6731624.46804368),34.8679,1.9904,37.5334,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,112,POINT (595638.8501286388 6731624.46804368),34.8679,1.9904,37.5334,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,113,POINT (595624.1662973247 6731634.689252228),34.8679,1.9904,37.5334,1.0,0.0,2.0,3.0,1.0986
Pietarin_esikaupunki,114,POINT (595610.4790875878 6731645.232397374),32.9915,1.8807,35.4805,1.0,0.0,1.0,2.0,0.6931
Pietarin_esikaupunki,114,POINT (595610.4790875878 6731645.232397374),32.9915,1.8807,35.4805,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,115,POINT (595601.1572322692 6731653.119825931),32.9915,1.8807,35.4805,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,115,POINT (595601.1572322692 6731653.119825931),32.9915,1.8807,35.4805,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,116,POINT (595587.6957237418 6731656.669153051),28.601,1.3582,30.4658,,,,,
Pietarin_esikaupunki,117,POINT (595581.2253336429 6731662.387773803),28.601,1.3582,30.4658,,,,,
Pietarin_esikaupunki,118,POINT (595572.0711081203 6731670.451683779),31.0782,1.8071,33.3854,1.0,0.0,1.0,2.0,0.6931
Pietarin_esikaupunki,118,POINT (595572.0711081203 6731670.451683779),31.0782,1.8071,33.3854,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,118,POINT (595572.0711081203 6731670.451683779),31.0782,1.8071,33.3854,0.0,0.0,6.0,6.0,1.7918
Pietarin_esikaupunki,119,POINT (595560.6115859696 6731676.935448716),27.1569,1.3546,28.8998,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,119,POINT (595560.6115859696 6731676.935448716),27.1569,1.3546,28.8998,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,119,POINT (595560.6115859696 6731676.935448716),27.1569,1.3546,28.8998,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,119,POINT (595560.6115859696 6731676.935448716),27.1569,1.3546,28.8998,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,119,POINT (595560.6115859696 6731676.935448716),27.1569,1.3546,28.8998,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,12,POINT (595888.692045041 6731916.439361989),40.4059,5.5366,46.3552,2.0,0.0,0.0,2.0,0.6931
Pietarin_esikaupunki,120,POINT (595550.8725601535 6731681.634514833),27.1569,1.3546,28.8998,2.0,0.0,4.0,6.0,1.7918
Pietarin_esikaupunki,120,POINT (595550.8725601535 6731681.634514833),27.1569,1.3546,28.8998,4.0,20.0,0.0,24.0,3.1781
Pietarin_esikaupunki,120,POINT (595550.8725601535 6731681.634514833),27.1569,1.3546,28.8998,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,121,POINT (595541.3637821695 6731685.759742015),27.1569,1.3546,28.8998,,,,,
Pietarin_esikaupunki,122,POINT (595531.1078117674 6731690.604204727),23.2438,1.0233,24.5393,,,,,
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,3.0,0.0,1.0,4.0,1.3863
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,0.0,0.0,3.0,3.0,1.0986
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,0.0,0.0,3.0,3.0,1.0986
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,123,POINT (595521.5901774931 6731660.633822343),20.5525,0.6562,21.4857,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,124,POINT (595510.6528705226 6731700.362261844),22.3839,1.3164,23.8453,,,,,
Pietarin_esikaupunki,125,POINT (595495.498596159 6731706.400996435),22.3839,1.3164,23.8453,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,126,POINT (595486.0129335019 6731711.930575053),19.3211,1.3132,20.694,,,,,
Pietarin_esikaupunki,127,POINT (595750.4020117213 6731680.273417826),46.8761,5.4543,53.1067,,,,,
Pietarin_esikaupunki,128,POINT (595757.0092275032 6731676.823492147),46.8761,5.4543,53.1067,,,,,
Pietarin_esikaupunki,13,POINT (595945.64685018 6731920.630245875),31.8745,2.7785,34.8253,3.0,0.0,1.0,4.0,1.3863
Pietarin_esikaupunki,13,POINT (595945.64685018 6731920.630245875),31.8745,2.7785,34.8253,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,130,POINT (595780.0323283791 6731664.80327946),47.6755,5.2613,53.6403,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,130,POINT (595780.0323283791 6731664.80327946),47.6755,5.2613,53.6403,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,131,POINT (595788.2010707849 6731663.268978155),47.6755,5.2613,53.6403,,,,,
Pietarin_esikaupunki,132,POINT (595793.9528585727 6731660.734180037),46.6164,5.2021,52.427,,,,,
Pietarin_esikaupunki,133,POINT (595807.4996069417 6731653.716791744),46.6164,5.2021,52.427,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,134,POINT (595815.3638959621 6731648.765596276),45.6541,5.0089,51.1608,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,134,POINT (595815.3638959621 6731648.765596276),45.6541,5.0089,51.1608,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,134,POINT (595815.3638959621 6731648.765596276),45.6541,5.0089,51.1608,0.0,0.0,2.0,2.0,0.6931
Pietarin_esikaupunki,135,POINT (595829.1371382944 6731640.888068949),48.6867,5.0153,54.1762,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,135,POINT (595829.1371382944 6731640.888068949),48.6867,5.0153,54.1762,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,135,POINT (595829.1371382944 6731640.888068949),48.6867,5.0153,54.1762,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,135,POINT (595829.1371382944 6731640.888068949),48.6867,5.0153,54.1762,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,136,POINT (595839.3776120313 6731637.176285962),47.5467,4.8437,52.75,2.0,0.0,0.0,2.0,0.6931
Pietarin_esikaupunki,137,POINT (595854.3783074765 6731618.151138899),49.9816,4.9172,55.217,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,138,POINT (595867.8994026803 6731622.425919754),45.5928,4.5996,50.4428,1.0,0.0,1.0,2.0,0.6931
Pietarin_esikaupunki,138,POINT (595867.8994026803 6731622.425919754),45.5928,4.5996,50.4428,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,138,POINT (595867.8994026803 6731622.425919754),45.5928,4.5996,50.4428,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,139,POINT (595900.3302309026 6731610.92820488),45.8617,4.5044,50.5023,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,14,POINT (595975.6253859414 6731915.062472555),27.7001,2.3147,30.1534,5.0,0.0,0.0,5.0,1.6094
Pietarin_esikaupunki,14,POINT (595975.6253859414 6731915.062472555),27.7001,2.3147,30.1534,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,14,POINT (595975.6253859414 6731915.062472555),27.7001,2.3147,30.1534,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,14,POINT (595975.6253859414 6731915.062472555),27.7001,2.3147,30.1534,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,14,POINT (595975.6253859414 6731915.062472555),27.7001,2.3147,30.1534,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,3.0,0.0,0.0,3.0,1.0986
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,0.0,0.0,8.0,8.0,2.0794
Pietarin_esikaupunki,140,POINT (595951.7899353752 6731589.695392407),42.0236,4.0903,46.1728,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,141,POINT (595960.8750132672 6731609.269862062),40.8244,3.9125,44.8096,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,141,POINT (595960.8750132672 6731609.269862062),40.8244,3.9125,44.8096,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,142,POINT (595944.2761661171 6731619.817839887),38.7306,3.5864,42.4003,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,143,POINT (595931.71921833 6731626.011101158),40.8097,3.9507,44.8655,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,144,POINT (595915.4568941949 6731630.780875516),40.8097,3.9507,44.8655,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,144,POINT (595915.4568941949 6731630.780875516),40.8097,3.9507,44.8655,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,145,POINT (595905.1129675831 6731634.810043908),43.1816,4.2919,47.6338,,,,,
Pietarin_esikaupunki,146,POINT (595893.7387791062 6731638.881433779),43.1816,4.2919,47.6338,,,,,
Pietarin_esikaupunki,147,POINT (595873.2355946624 6731646.61000783),41.9211,4.3214,46.5102,,,,,
Pietarin_esikaupunki,148,POINT (595864.9205633064 6731650.660464387),41.9211,4.3214,46.5102,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,148,POINT (595864.9205633064 6731650.660464387),41.9211,4.3214,46.5102,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,148,POINT (595864.9205633064 6731650.660464387),41.9211,4.3214,46.5102,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,148,POINT (595864.9205633064 6731650.660464387),41.9211,4.3214,46.5102,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,148,POINT (595864.9205633064 6731650.660464387),41.9211,4.3214,46.5102,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,149,POINT (595853.0495961664 6731657.044168476),44.1621,4.6962,49.2385,2.0,0.0,2.0,4.0,1.3863
Pietarin_esikaupunki,149,POINT (595853.0495961664 6731657.044168476),44.1621,4.6962,49.2385,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,149,POINT (595853.0495961664 6731657.044168476),44.1621,4.6962,49.2385,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,15,POINT (596018.9687537488 6731887.937047347),26.2993,2.1044,28.5471,4.0,0.0,2.0,6.0,1.7918
Pietarin_esikaupunki,15,POINT (596018.9687537488 6731887.937047347),26.2993,2.1044,28.5471,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,15,POINT (596018.9687537488 6731887.937047347),26.2993,2.1044,28.5471,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,15,POINT (596018.9687537488 6731887.937047347),26.2993,2.1044,28.5471,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,150,POINT (595845.0554602171 6731669.271442966),39.9638,4.4917,44.834,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,150,POINT (595845.0554602171 6731669.271442966),39.9638,4.4917,44.834,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,150,POINT (595845.0554602171 6731669.271442966),39.9638,4.4917,44.834,0.0,0.0,1.0,1.0,0.0
Pietarin_esikaupunki,151,POINT (595830.4678522731 6731669.193952678),41.7661,4.928,47.1892,1.0,0.0,0.0,1.0,0.0
Pietarin_esikaupunki,151,POINT (595830.4678522731 6731669.193952678),41.7661,4.928,47.1892,0.0,1.0,0.0,1.0,0.0
Pietarin_esikaupunki,152,POINT (595821.4698963336 6731674.323852698),41.7661,4.928,47.1892,1.0,0.0,0.0,1.0,0.0
