,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
41,Valli,42,75,14.0,16.0,6.0,2.0,0.0,0.0,20,18,27.0,9.0,2.0,6.0,0.0,0.0,0.0
42,Valli,43,79,22.0,14.0,5.0,4.0,0.0,0.0,27,18,31.0,12.0,2.0,13.0,0.0,0.0,3.0
43,Valli,44,82,12.0,18.0,5.0,7.0,0.0,0.0,17,25,18.0,7.0,17.0,2.0,0.0,0.0,0.0
44,Valli,45,86,11.0,12.0,10.0,9.0,0.0,0.0,21,21,11.0,13.0,18.0,0.0,0.0,0.0,1.0
45,Valli,46,89,12.0,14.0,6.0,7.0,0.0,0.0,18,21,24.0,15.0,0.0,0.0,0.0,0.0,0.0
46,Valli,47,92,12.0,14.0,3.0,10.0,0.0,0.0,15,24,27.0,7.0,5.0,0.0,0.0,0.0,0.0
47,Valli,48,94,17.0,19.0,8.0,8.0,0.0,0.0,25,27,30.0,14.0,8.0,11.0,0.0,0.0,1.0
48,Valli,49,96,17.0,11.0,6.0,6.0,0.0,0.0,23,17,20.0,12.0,8.0,1.0,0.0,0.0,0.0
49,Valli,50,99,6.0,17.0,6.0,5.0,0.0,0.0,12,22,18.0,8.0,8.0,5.0,0.0,0.0,0.0
50,Valli,51,103,16.0,12.0,5.0,11.0,0.0,0.0,21,23,15.0,24.0,5.0,7.0,0.0,0.0,0.0
51,Valli,52,106,10.0,21.0,4.0,8.0,0.0,0.0,14,29,16.0,10.0,17.0,5.0,0.0,0.0,0.0
52,Valli,53,109,27.0,27.0,9.0,7.0,0.0,0.0,36,34,29.0,39.0,2.0,5.0,0.0,0.0,1.0
53,Valli,54,113,4.0,7.0,5.0,3.0,0.0,0.0,9,10,11.0,7.0,1.0,6.0,0.0,0.0,0.0
54,Valli,55,114,11.0,20.0,3.0,4.0,0.0,0.0,14,24,20.0,17.0,1.0,1.0,0.0,0.0,0.0
55,Valli,56,116,20.0,13.0,10.0,9.0,0.0,0.0,30,22,39.0,2.0,11.0,0.0,0.0,0.0,0.0
56,Valli,57,117,16.0,25.0,1.0,2.0,0.0,0.0,17,27,2.0,27.0,15.0,5.0,0.0,0.0,0.0
57,Valli,58,118,11.0,20.0,9.0,6.0,0.0,0.0,20,26,21.0,8.0,17.0,7.0,0.0,0.0,0.0
58,Valli,59,120,8.0,20.0,7.0,8.0,0.0,0.0,15,28,25.0,8.0,10.0,2.0,0.0,0.0,0.0
59,Valli,60,122,12.0,17.0,6.0,2.0,0.0,0.0,18,19,15.0,10.0,12.0,2.0,0.0,0.0,0.0
60,Valli,61,126,9.0,18.0,0.0,6.0,0.0,0.0,9,24,20.0,9.0,4.0,0.0,0.0,0.0,0.0
61,Valli,62,127,12.0,25.0,3.0,5.0,0.0,0.0,15,30,29.0,15.0,1.0,1.0,0.0,0.0,0.0
62,Valli,63,128,14.0,18.0,7.0,6.0,0.0,0.0,21,24,19.0,7.0,19.0,4.0,0.0,0.0,0.0
63,Valli,64,130,11.0,17.0,3.0,1.0,0.0,0.0,14,18,15.0,13.0,4.0,0.0,0.0,0.0,2.0
64,Valli,65,133,11.0,19.0,11.0,7.0,0.0,0.0,22,26,21.0,20.0,7.0,0.0,0.0,0.0,1.0
65,Valli,66,136,7.0,20.0,4.0,8.0,0.0,0.0,11,28,16.0,9.0,14.0,0.0,0.0,0.0,0.0
66,Valli,67,139,8.0,15.0,4.0,5.0,0.0,0.0,12,20,13.0,10.0,9.0,6.0,0.0,0.0,0.0
67,Valli,68,149,7.0,15.0,2.0,8.0,0.0,0.0,9,23,15.0,12.0,5.0,0.0,0.0,0.0,0.0
68,Valli,69,150,13.0,28.0,3.0,1.0,0.0,0.0,16,29,29.0,16.0,0.0,8.0,0.0,0.0,0.0
69,Valli,70,151,13.0,14.0,6.0,3.0,0.0,0.0,19,17,14.0,13.0,9.0,1.0,0.0,0.0,1.0
70,Valli,71,153,4.0,18.0,5.0,4.0,0.0,0.0,9,22,16.0,15.0,0.0,0.0,0.0,0.0,0.0
71,Valli,72,163,16.0,13.0,5.0,4.0,0.0,0.0,21,17,14.0,24.0,0.0,0.0,0.0,0.0,2.0
72,Valli,73,166,13.0,15.0,6.0,9.0,0.0,0.0,19,24,16.0,10.0,17.0,4.0,0.0,0.0,0.0
73,Valli,74,178,10.0,19.0,7.0,6.0,0.0,0.0,17,25,26.0,13.0,3.0,4.0,0.0,0.0,0.0
74,Valli,75,178,9.0,19.0,8.0,6.0,0.0,0.0,17,25,19.0,19.0,4.0,1.0,0.0,0.0,0.0
75,Valli,76,178,10.0,18.0,5.0,9.0,0.0,0.0,15,27,11.0,26.0,5.0,0.0,0.0,0.0,0.0
76,Valli,77a,178,5.0,8.0,0.0,2.0,0.0,0.0,5,10,3.0,11.0,1.0,0.0,0.0,0.0,0.0
77,Salakkalahti,77b,1,3.0,5.0,2.0,0.0,0.0,0.0,5,5,7.0,3.0,0.0,0.0,0.0,0.0,1.0
78,Salakkalahti,78,2,12.0,20.0,9.0,7.0,0.0,0.0,21,27,23.0,17.0,8.0,1.0,0.0,0.0,1.0
79,Salakkalahti,79,4,10.0,24.0,0.0,8.0,0.0,0.0,10,32,24.0,16.0,2.0,0.0,0.0,0.0,0.0
80,Salakkalahti,80,6,18.0,19.0,3.0,4.0,0.0,0.0,21,23,19.0,24.0,1.0,2.0,0.0,0.0,2.0
81,Salakkalahti,81,7,9.0,19.0,2.0,7.0,0.0,0.0,11,26,16.0,14.0,7.0,12.0,0.0,0.0,1.0
82,Salakkalahti,82,8,8.0,26.0,9.0,9.0,0.0,0.0,17,35,23.0,17.0,12.0,0.0,0.0,0.0,0.0
83,Salakkalahti,83,9,10.0,15.0,7.0,4.0,0.0,0.0,17,19,15.0,18.0,3.0,0.0,0.0,0.0,1.0
84,Salakkalahti,84,10,12.0,23.0,8.0,10.0,0.0,0.0,20,33,30.0,19.0,4.0,13.0,0.0,0.0,0.0
85,Salakkalahti,85,12,12.0,13.0,1.0,1.0,0.0,0.0,13,14,17.0,9.0,1.0,1.0,0.0,0.0,0.0
86,Salakkalahti,86,13,14.0,19.0,9.0,4.0,0.0,0.0,23,23,17.0,22.0,7.0,1.0,0.0,0.0,0.0
87,Salakkalahti,87,15,6.0,22.0,4.0,2.0,0.0,0.0,10,24,19.0,13.0,2.0,2.0,0.0,0.0,0.0
88,Salakkalahti,88,16,13.0,21.0,0.0,8.0,0.0,0.0,13,29,16.0,26.0,0.0,14.0,0.0,0.0,0.0
89,Salakkalahti,89,18,11.0,12.0,6.0,6.0,0.0,0.0,17,18,24.0,6.0,5.0,5.0,0.0,0.0,0.0
90,Salakkalahti,90a,18,5.0,8.0,2.0,1.0,0.0,0.0,7,9,5.0,6.0,5.0,0.0,0.0,0.0,0.0
91,Repola,90b,1,7.0,11.0,6.0,6.0,0.0,0.0,13,17,7.0,23.0,0.0,7.0,0.0,0.0,0.0
92,Repola,91,3,14.0,21.0,3.0,5.0,0.0,0.0,17,26,18.0,22.0,3.0,7.0,0.0,0.0,0.0
93,Repola,92,4,10.0,21.0,7.0,6.0,0.0,0.0,17,27,29.0,9.0,6.0,5.0,0.0,0.0,0.0
94,Repola,93,5,9.0,21.0,8.0,5.0,0.0,0.0,17,26,19.0,16.0,8.0,0.0,0.0,0.0,0.0
95,Repola,94,6,8.0,15.0,3.0,3.0,0.0,0.0,11,18,13.0,12.0,4.0,1.0,0.0,0.0,1.0
96,Repola,95,8,10.0,15.0,4.0,5.0,0.0,0.0,14,20,21.0,10.0,3.0,1.0,0.0,0.0,1.0
97,Repola,96,11,10.0,23.0,4.0,4.0,0.0,0.0,14,27,14.0,19.0,8.0,2.0,0.0,0.0,0.0
98,Repola,97,12,11.0,21.0,5.0,9.0,0.0,0.0,16,30,21.0,19.0,6.0,2.0,0.0,0.0,1.0
99,Repola,98,12,16.0,18.0,4.0,8.0,0.0,0.0,20,26,13.0,22.0,11.0,0.0,0.0,0.0,0.0
100,Repola,99,14,9.0,20.0,3.0,5.0,0.0,0.0,12,25,22.0,15.0,0.0,1.0,0.0,0.0,0.0
101,Repola,100,15,10.0,22.0,3.0,2.0,0.0,0.0,13,24,24.0,11.0,2.0,0.0,0.0,0.0,0.0
102,Repola,101,16,11.0,23.0,4.0,6.0,0.0,0.0,15,29,29.0,15.0,0.0,0.0,0.0,0.0,0.0
103,Repola,102,17,15.0,14.0,6.0,9.0,0.0,0.0,21,23,28.0,13.0,3.0,0.0,0.0,0.0,0.0
104,Repola,103,18,7.0,20.0,5.0,4.0,0.0,0.0,12,24,25.0,7.0,4.0,0.0,0.0,0.0,0.0
105,Repola,104,20,7.0,18.0,4.0,9.0,0.0,0.0,11,27,20.0,11.0,7.0,1.0,0.0,0.0,1.0
106,Repola,105,20,16.0,16.0,8.0,13.0,0.0,0.0,24,29,20.0,21.0,12.0,5.0,0.0,0.0,1.0
107,Repola,106,23,13.0,20.0,2.0,6.0,0.0,0.0,15,26,27.0,12.0,2.0,10.0,0.0,0.0,0.0
108,Repola,107,24,10.0,13.0,1.0,6.0,0.0,0.0,11,19,12.0,16.0,2.0,0.0,0.0,0.0,1.0
109,Repola,108,27,9.0,11.0,6.0,4.0,0.0,0.0,15,15,5.0,21.0,4.0,0.0,0.0,0.0,0.0
110,Repola,109,29,14.0,13.0,3.0,6.0,0.0,0.0,17,19,22.0,12.0,2.0,9.0,0.0,0.0,0.0
111,Repola,110,31,12.0,17.0,1.0,5.0,0.0,0.0,13,22,23.0,10.0,2.0,1.0,0.0,0.0,1.0
112,Repola,111,32,13.0,17.0,6.0,7.0,0.0,0.0,19,24,23.0,20.0,0.0,0.0,0.0,0.0,0.0
113,Repola,112,34,11.0,16.0,9.0,7.0,0.0,0.0,20,23,12.0,11.0,20.0,0.0,0.0,0.0,1.0
114,Repola,113,35,17.0,21.0,7.0,7.0,0.0,0.0,24,28,25.0,11.0,16.0,5.0,0.0,0.0,1.0
115,Repola,114,35,18.0,14.0,1.0,4.0,0.0,0.0,19,18,14.0,9.0,14.0,1.0,0.0,0.0,0.0
116,Repola,115,35,13.0,19.0,6.0,8.0,0.0,0.0,19,27,22.0,8.0,16.0,1.0,0.0,0.0,0.0
117,Repola,116,36,17.0,19.0,6.0,0.0,0.0,0.0,23,19,14.0,17.0,11.0,1.0,0.0,0.0,2.0
118,Repola,117,36,13.0,22.0,11.0,7.0,0.0,0.0,24,29,38.0,11.0,4.0,0.0,0.0,0.0,0.0
119,Repola,118,37,8.0,15.0,3.0,5.0,0.0,0.0,11,20,22.0,7.0,2.0,2.0,0.0,0.0,0.0
120,Repola,119,58,9.0,19.0,9.0,7.0,0.0,0.0,18,26,16.0,24.0,4.0,5.0,0.0,0.0,0.0
121,Repola,120,66,19.0,10.0,5.0,13.0,0.0,0.0,24,23,18.0,27.0,2.0,3.0,0.0,0.0,1.0
122,Repola,121,68,13.0,20.0,3.0,9.0,0.0,0.0,16,29,21.0,15.0,9.0,1.0,0.0,0.0,1.0
123,Repola,122,77,11.0,23.0,6.0,7.0,0.0,0.0,17,30,29.0,11.0,7.0,8.0,0.0,0.0,0.0
124,Repola,123,78,12.0,10.0,2.0,7.0,0.0,0.0,14,17,12.0,13.0,6.0,0.0,0.0,0.0,1.0
125,Repola,124,84,15.0,14.0,6.0,7.0,0.0,0.0,21,21,5.0,7.0,30.0,4.0,0.0,0.0,0.0
126,Repola,125,88,10.0,22.0,2.0,2.0,0.0,0.0,12,24,15.0,11.0,10.0,1.0,0.0,0.0,0.0
127,Repola,126,88,12.0,15.0,1.0,3.0,0.0,0.0,13,18,15.0,2.0,14.0,1.0,0.0,0.0,0.0
128,Repola,127,93,18.0,17.0,9.0,3.0,0.0,0.0,27,20,28.0,9.0,10.0,0.0,0.0,0.0,1.0
129,Repola,128,93,16.0,12.0,5.0,6.0,0.0,0.0,21,18,20.0,3.0,16.0,0.0,0.0,0.0,1.0
130,Repola,129,95,12.0,23.0,8.0,5.0,0.0,0.0,20,28,36.0,9.0,3.0,10.0,0.0,0.0,1.0
131,Repola,130,96,5.0,17.0,4.0,3.0,0.0,0.0,9,20,11.0,6.0,12.0,0.0,0.0,0.0,0.0
132,Repola,131,99,13.0,15.0,3.0,4.0,0.0,0.0,16,19,29.0,6.0,0.0,0.0,0.0,0.0,0.0
133,Repola,132,100,11.0,19.0,6.0,12.0,0.0,0.0,17,31,39.0,8.0,1.0,9.0,0.0,0.0,0.0
134,Repola,133,103,16.0,13.0,7.0,5.0,0.0,0.0,23,18,29.0,6.0,6.0,2.0,0.0,0.0,0.0
135,Repola,134,104,12.0,15.0,3.0,8.0,0.0,0.0,15,23,29.0,5.0,4.0,0.0,0.0,0.0,0.0
136,Repola,135,104,9.0,19.0,3.0,4.0,0.0,0.0,12,23,16.0,17.0,2.0,2.0,0.0,0.0,1.0
137,Repola,136,106,9.0,25.0,5.0,2.0,0.0,0.0,14,27,16.0,25.0,0.0,5.0,0.0,0.0,0.0
138,Repola,137,107,19.0,15.0,2.0,5.0,0.0,0.0,21,20,24.0,14.0,3.0,0.0,0.0,0.0,1.0
139,Repola,138,107,8.0,22.0,4.0,5.0,0.0,0.0,12,27,20.0,11.0,8.0,3.0,0.0,0.0,0.0
140,Repola,139,107,13.0,20.0,4.0,3.0,0.0,0.0,17,23,22.0,18.0,0.0,0.0,0.0,0.0,0.0
141,Repola,140,107,9.0,20.0,6.0,4.0,0.0,0.0,15,24,19.0,20.0,0.0,4.0,0.0,0.0,0.0
142,Repola,141,108,16.0,15.0,4.0,7.0,0.0,0.0,20,22,21.0,13.0,8.0,9.0,0.0,0.0,0.0
143,Repola,142,115,11.0,19.0,5.0,8.0,0.0,0.0,16,27,27.0,5.0,11.0,0.0,0.0,0.0,0.0
144,Repola,143a,116,3.0,6.0,5.0,6.0,0.0,0.0,8,12,11.0,9.0,0.0,0.0,0.0,0.0,0.0
145,P_Annan_kruunu,143b,1,4.0,6.0,1.0,2.0,0.0,0.0,5,8,10.0,3.0,0.0,0.0,0.0,0.0,0.0
146,P_Annan_kruunu,144,1,9.0,15.0,4.0,10.0,0.0,0.0,13,25,17.0,16.0,5.0,0.0,4.0,0.0,0.0
147,P_Annan_kruunu,145,80,4.0,10.0,2.0,6.0,0.0,0.0,6,16,8.0,12.0,2.0,3.0,0.0,0.0,0.0
148,Viipurin_esikaupunki,146,1,7.0,9.0,5.0,6.0,0.0,0.0,12,15,0.0,5.0,22.0,0.0,0.0,0.0,0.0
149,Viipurin_esikaupunki,147,3,14.0,16.0,6.0,4.0,0.0,0.0,20,20,16.0,20.0,4.0,0.0,0.0,0.0,0.0
150,Viipurin_esikaupunki,148,6,10.0,11.0,5.0,9.0,0.0,0.0,15,20,12.0,8.0,15.0,2.0,0.0,0.0,0.0
151,Viipurin_esikaupunki,149,9,13.0,16.0,8.0,5.0,0.0,0.0,21,21,9.0,9.0,24.0,0.0,1.0,0.0,0.0
152,Viipurin_esikaupunki,150,10,11.0,12.0,2.0,9.0,0.0,0.0,13,21,13.0,4.0,17.0,4.0,0.0,0.0,0.0
153,Viipurin_esikaupunki,151,13,10.0,10.0,8.0,6.0,0.0,0.0,18,16,8.0,2.0,24.0,5.0,0.0,0.0,0.0
154,Viipurin_esikaupunki,152,17,6.0,13.0,5.0,16.0,0.0,0.0,11,29,5.0,2.0,33.0,0.0,3.0,0.0,0.0
155,Viipurin_esikaupunki,153,21,14.0,10.0,6.0,5.0,0.0,0.0,20,15,25.0,6.0,4.0,10.0,2.0,0.0,0.0
156,Viipurin_esikaupunki,154,25,10.0,13.0,10.0,3.0,0.0,0.0,20,16,23.0,8.0,5.0,15.0,6.0,0.0,0.0
157,Viipurin_esikaupunki,155,28,8.0,9.0,13.0,8.0,0.0,0.0,21,17,14.0,5.0,19.0,0.0,0.0,0.0,0.0
158,Viipurin_esikaupunki,156,34,13.0,10.0,6.0,8.0,0.0,0.0,19,18,23.0,8.0,6.0,9.0,0.0,0.0,0.0
159,Viipurin_esikaupunki,157,55,9.0,10.0,5.0,13.0,0.0,0.0,14,23,23.0,7.0,7.0,1.0,0.0,0.0,0.0
160,Viipurin_esikaupunki,158,45,8.0,15.0,5.0,4.0,0.0,0.0,13,19,16.0,5.0,11.0,7.0,0.0,0.0,0.0
161,Viipurin_esikaupunki,159,48,11.0,15.0,8.0,4.0,0.0,0.0,19,19,18.0,8.0,12.0,3.0,0.0,0.0,0.0
162,Viipurin_esikaupunki,160,50,8.0,11.0,4.0,2.0,0.0,0.0,12,13,14.0,5.0,6.0,2.0,0.0,0.0,0.0
163,Viipurin_esikaupunki,161,56,4.0,16.0,1.0,4.0,0.0,0.0,5,20,18.0,2.0,5.0,3.0,0.0,0.0,1.0
164,Viipurin_esikaupunki,162,60,8.0,14.0,9.0,4.0,0.0,0.0,17,18,17.0,7.0,11.0,10.0,0.0,0.0,0.0
165,Viipurin_esikaupunki,163,62,6.0,8.0,8.0,8.0,0.0,0.0,14,16,17.0,5.0,8.0,0.0,0.0,0.0,0.0
166,Viipurin_esikaupunki,164,69,9.0,9.0,5.0,3.0,0.0,0.0,14,12,9.0,4.0,13.0,0.0,0.0,0.0,1.0
167,Viipurin_esikaupunki,165,77,7.0,14.0,8.0,5.0,0.0,0.0,15,19,15.0,3.0,16.0,0.0,0.0,0.0,0.0
168,Viipurin_esikaupunki,166,85,10.0,15.0,19.0,13.0,0.0,0.0,29,28,37.0,5.0,15.0,2.0,0.0,0.0,0.0
169,Viipurin_esikaupunki,167,90,4.0,13.0,1.0,5.0,0.0,0.0,5,18,13.0,4.0,6.0,1.0,0.0,0.0,1.0
170,Viipurin_esikaupunki,168,95,10.0,13.0,5.0,11.0,0.0,0.0,15,24,22.0,4.0,13.0,5.0,0.0,0.0,1.0
171,Viipurin_esikaupunki,169,100,7.0,16.0,1.0,4.0,0.0,0.0,8,20,19.0,8.0,1.0,1.0,0.0,0.0,0.0
172,Viipurin_esikaupunki,170,106,9.0,13.0,9.0,8.0,0.0,0.0,18,21,34.0,4.0,1.0,0.0,0.0,0.0,0.0
173,Viipurin_esikaupunki,171,112,4.0,11.0,3.0,5.0,0.0,0.0,7,16,14.0,2.0,7.0,0.0,0.0,0.0,0.0
174,Viipurin_esikaupunki,172,118,12.0,9.0,7.0,10.0,0.0,0.0,19,19,6.0,1.0,31.0,0.0,0.0,0.0,0.0
175,Viipurin_esikaupunki,173,123,7.0,14.0,9.0,4.0,0.0,0.0,16,18,5.0,13.0,16.0,0.0,0.0,0.0,0.0
176,Viipurin_esikaupunki,174,131,4.0,9.0,4.0,4.0,0.0,0.0,8,13,3.0,5.0,13.0,0.0,0.0,0.0,0.0
177,Viipurin_esikaupunki,175,138,11.0,11.0,2.0,2.0,0.0,0.0,13,13,14.0,10.0,2.0,1.0,0.0,0.0,0.0
178,Viipurin_esikaupunki,176a,140,1.0,3.0,1.0,0.0,0.0,0.0,2,3,3.0,0.0,2.0,0.0,0.0,0.0,0.0
179,Saunalahti,176b,1,1.0,7.0,0.0,0.0,0.0,0.0,1,7,4.0,4.0,0.0,1.0,0.0,0.0,0.0
180,Saunalahti,177,2,9.0,12.0,0.0,28.0,0.0,0.0,9,40,15.0,10.0,24.0,9.0,0.0,0.0,0.0
181,Saunalahti,178,11,0.0,19.0,2.0,3.0,0.0,0.0,2,22,6.0,18.0,0.0,4.0,0.0,0.0,0.0
182,Saunalahti,179,12,5.0,12.0,4.0,15.0,0.0,0.0,9,27,18.0,6.0,12.0,1.0,0.0,0.0,0.0
183,Hiekka,180,1,7.0,10.0,5.0,0.0,0.0,0.0,12,10,7.0,8.0,7.0,0.0,0.0,0.0,1.0
184,Hiekka,181,3,14.0,19.0,9.0,8.0,0.0,0.0,23,27,14.0,10.0,26.0,0.0,0.0,0.0,1.0
185,Hiekka,182,4,12.0,14.0,5.0,4.0,0.0,0.0,17,18,9.0,14.0,12.0,1.0,0.0,0.0,0.0
186,Hiekka,183,18,11.0,14.0,8.0,0.0,0.0,0.0,19,14,11.0,5.0,12.0,1.0,0.0,0.0,0.0
187,Hiekka,184,23,14.0,11.0,10.0,4.0,0.0,0.0,24,15,5.0,3.0,31.0,0.0,0.0,0.0,2.0
188,Hiekka,185,25,6.0,14.0,5.0,10.0,0.0,0.0,11,24,18.0,11.0,6.0,5.0,0.0,0.0,0.0
189,Hiekka,186,186,6.0,6.0,4.0,6.0,0.0,0.0,10,12,10.0,3.0,9.0,0.0,0.0,0.0,0.0
190,Paulovski,187a,1,7.0,11.0,4.0,3.0,0.0,0.0,11,14,10.0,1.0,14.0,2.0,0.0,0.0,0.0
191,Pietarin_esikaupunki,187b,4,5.0,4.0,2.0,0.0,0.0,0.0,7,4,6.0,5.0,0.0,3.0,0.0,0.0,0.0
192,Pietarin_esikaupunki,188,7,12.0,18.0,2.0,2.0,0.0,0.0,14,20,13.0,7.0,14.0,4.0,0.0,0.0,1.0
193,Pietarin_esikaupunki,189,11,13.0,10.0,3.0,5.0,0.0,0.0,16,15,15.0,1.0,15.0,0.0,0.0,0.0,1.0
194,Pietarin_esikaupunki,190,13,12.0,16.0,5.0,8.0,0.0,0.0,17,24,28.0,7.0,6.0,2.0,0.0,0.0,0.0
195,Pietarin_esikaupunki,191,14,9.0,17.0,6.0,4.0,0.0,0.0,15,21,25.0,10.0,1.0,8.0,0.0,0.0,0.0
196,Pietarin_esikaupunki,192,15,14.0,12.0,8.0,11.0,0.0,0.0,22,23,16.0,2.0,27.0,0.0,0.0,0.0,0.0
197,Pietarin_esikaupunki,193,16,15.0,14.0,8.0,6.0,0.0,0.0,23,29,17.0,1.0,25.0,0.0,0.0,0.0,0.0
198,Pietarin_esikaupunki,194,18,10.0,16.0,2.0,11.0,0.0,0.0,12,27,6.0,10.0,23.0,0.0,0.0,0.0,1.0
199,Pietarin_esikaupunki,195,27,7.0,8.0,9.0,18.0,0.0,0.0,16,26,14.0,16.0,12.0,0.0,0.0,0.0,0.0
200,Pietarin_esikaupunki,196,30,13.0,10.0,7.0,9.0,0.0,0.0,20,19,15.0,3.0,21.0,0.0,0.0,0.0,0.0
