,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
0,Valli,1,3,11.0,19.0,8.0,8.0,0.0,0.0,19.0,27.0,24.0,22.0,0.0,0.0,2.0,0.0,0.0
1,Valli,2,8,13.0,29.0,6.0,9.0,0.0,0.0,19.0,38.0,35.0,17.0,5.0,0.0,0.0,0.0,1.0
2,Valli,3,11,22.0,30.0,16.0,10.0,0.0,0.0,38.0,40.0,56.0,19.0,3.0,1.0,6.0,0.0,0.0
3,Valli,4,15,12.0,33.0,15.0,9.0,0.0,0.0,27.0,42.0,31.0,37.0,1.0,0.0,0.0,0.0,0.0
4,Valli,5,19,21.0,22.0,12.0,6.0,0.0,0.0,33.0,28.0,29.0,24.0,8.0,13.0,0.0,0.0,0.0
5,Valli,6,21,23.0,18.0,11.0,8.0,0.0,0.0,34.0,26.0,20.0,32.0,8.0,0.0,0.0,0.0,0.0
6,Valli,7,24,20.0,33.0,9.0,9.0,0.0,0.0,29.0,42.0,49.0,18.0,4.0,28.0,0.0,0.0,2.0
7,Valli,8,26,24.0,19.0,5.0,3.0,0.0,0.0,29.0,22.0,26.0,24.0,1.0,10.0,0.0,0.0,2.0
8,Valli,9,31,16.0,22.0,6.0,10.0,0.0,0.0,22.0,32.0,29.0,18.0,7.0,6.0,1.0,0.0,0.0
9,Valli,10,34,17.0,27.0,7.0,2.0,0.0,0.0,24.0,29.0,32.0,21.0,0.0,17.0,1.0,0.0,0.0
10,Valli,11,36,21.0,32.0,5.0,8.0,0.0,0.0,26.0,40.0,39.0,22.0,5.0,1.0,0.0,0.0,1.0
11,Valli,12,39,18.0,26.0,13.0,11.0,0.0,0.0,31.0,37.0,40.0,28.0,0.0,19.0,0.0,0.0,2.0
12,Valli,13,41,17.0,20.0,11.0,7.0,0.0,0.0,28.0,27.0,30.0,19.0,6.0,8.0,0.0,0.0,1.0
13,Valli,14,45,14.0,25.0,9.0,7.0,0.0,0.0,23.0,32.0,27.0,15.0,13.0,5.0,0.0,0.0,0.0
14,Valli,15,49,12.0,23.0,6.0,3.0,0.0,0.0,18.0,26.0,12.0,20.0,12.0,3.0,0.0,0.0,0.0
15,Valli,16,52,19.0,35.0,18.0,6.0,0.0,0.0,37.0,41.0,38.0,40.0,0.0,1.0,0.0,0.0,1.0
16,Valli,17,56,17.0,24.0,8.0,13.0,0.0,0.0,25.0,37.0,40.0,17.0,5.0,1.0,0.0,0.0,1.0
17,Valli,18,60,15.0,36.0,3.0,13.0,0.0,0.0,18.0,49.0,39.0,25.0,3.0,6.0,0.0,0.0,1.0
18,Valli,19,63,22.0,27.0,10.0,8.0,0.0,0.0,32.0,35.0,45.0,21.0,1.0,17.0,0.0,0.0,0.0
19,Valli,20,65,28.0,19.0,12.0,12.0,0.0,0.0,40.0,31.0,38.0,30.0,3.0,18.0,0.0,0.0,1.0
20,Valli,21,68,23.0,18.0,9.0,4.0,0.0,0.0,32.0,22.0,37.0,13.0,4.0,5.0,0.0,0.0,2.0
21,Valli,22,71,17.0,26.0,7.0,9.0,0.0,0.0,24.0,35.0,33.0,21.0,5.0,1.0,0.0,0.0,0.0
22,Valli,23,75,14.0,24.0,9.0,8.0,0.0,0.0,23.0,32.0,38.0,12.0,5.0,0.0,0.0,0.0,0.0
23,Valli,24,82,19.0,35.0,9.0,14.0,0.0,0.0,28.0,49.0,42.0,25.0,10.0,0.0,0.0,0.0,0.0
24,Valli,25,88,21.0,17.0,6.0,12.0,0.0,0.0,27.0,29.0,21.0,29.0,6.0,0.0,0.0,0.0,0.0
25,Valli,26,92,19.0,34.0,10.0,14.0,0.0,0.0,29.0,48.0,39.0,31.0,7.0,16.0,0.0,0.0,0.0
26,Valli,27,96,15.0,23.0,10.0,16.0,0.0,0.0,25.0,39.0,53.0,6.0,5.0,6.0,0.0,0.0,0.0
27,Valli,28,102,13.0,26.0,5.0,11.0,0.0,0.0,18.0,37.0,39.0,15.0,1.0,6.0,0.0,0.0,0.0
28,Valli,29,106,12.0,31.0,6.0,12.0,0.0,0.0,18.0,43.0,36.0,25.0,0.0,8.0,0.0,0.0,1.0
29,Valli,30,109,13.0,31.0,12.0,17.0,0.0,0.0,25.0,48.0,40.0,25.0,8.0,2.0,0.0,0.0,1.0
30,Valli,31,113,22.0,26.0,10.0,12.0,0.0,0.0,32.0,38.0,47.0,20.0,3.0,10.0,0.0,0.0,1.0
31,Valli,32,116,21.0,19.0,16.0,13.0,0.0,0.0,37.0,32.0,65.0,1.0,3.0,6.0,0.0,0.0,0.0
32,Valli,33,117,13.0,36.0,9.0,7.0,0.0,0.0,22.0,37.0,26.0,32.0,1.0,11.0,1.0,0.0,0.0
33,Valli,34,120,20.0,23.0,8.0,12.0,0.0,0.0,28.0,35.0,37.0,26.0,0.0,5.0,0.0,0.0,2.0
34,Valli,35,124,15.0,22.0,8.0,17.0,0.0,0.0,23.0,39.0,44.0,9.0,9.0,2.0,0.0,0.0,0.0
35,Valli,36,128,22.0,28.0,12.0,7.0,0.0,0.0,34.0,35.0,37.0,21.0,11.0,8.0,0.0,0.0,1.0
36,Valli,37,131,14.0,24.0,13.0,14.0,0.0,0.0,27.0,38.0,42.0,17.0,6.0,0.0,0.0,0.0,0.0
37,Valli,38,136,16.0,24.0,8.0,22.0,0.0,0.0,24.0,46.0,22.0,43.0,5.0,0.0,0.0,0.0,0.0
38,Valli,39,154,21.0,17.0,12.0,14.0,0.0,0.0,33.0,31.0,16.0,26.0,22.0,4.0,0.0,0.0,1.0
39,Valli,40,166,12.0,22.0,9.0,8.0,0.0,0.0,21.0,30.0,23.0,8.0,20.0,0.0,0.0,0.0,0.0
40,Salakkalahti,41,3,11.0,36.0,4.0,10.0,0.0,0.0,15.0,46.0,41.0,19.0,1.0,0.0,0.0,0.0,1.0
41,Salakkalahti,42,6,16.0,32.0,8.0,14.0,0.0,0.0,24.0,46.0,49.0,19.0,2.0,0.0,0.0,0.0,1.0
42,Salakkalahti,43,8,19.0,35.0,16.0,10.0,0.0,0.0,35.0,45.0,49.0,23.0,8.0,0.0,0.0,0.0,1.0
43,Salakkalahti,44,11,19.0,25.0,3.0,6.0,0.0,0.0,22.0,31.0,35.0,15.0,3.0,4.0,0.0,0.0,1.0
44,Salakkalahti,45,13,16.0,20.0,9.0,4.0,0.0,0.0,25.0,24.0,40.0,9.0,0.0,0.0,1.0,0.0,0.0
45,Salakkalahti,46,15,13.0,28.0,4.0,7.0,0.0,0.0,17.0,35.0,32.0,20.0,0.0,0.0,0.0,0.0,1.0
46,Salakkalahti,47,17,9.0,11.0,2.0,0.0,0.0,0.0,11.0,11.0,16.0,2.0,4.0,0.0,0.0,0.0,0.0
47,Repola,48,2,19.0,29.0,11.0,12.0,0.0,0.0,30.0,41.0,46.0,18.0,7.0,11.0,0.0,0.0,0.0
48,Repola,49,13,15.0,36.0,12.0,17.0,0.0,0.0,24.0,53.0,52.0,22.0,6.0,0.0,0.0,0.0,0.0
49,Repola,50,17,20.0,22.0,12.0,14.0,0.0,0.0,33.0,36.0,39.0,30.0,0.0,1.0,0.0,0.0,2.0
50,Repola,51,30,13.0,30.0,8.0,12.0,0.0,0.0,21.0,42.0,36.0,17.0,10.0,17.0,0.0,0.0,0.0
51,Repola,52,84,10.0,9.0,5.0,8.0,0.0,0.0,15.0,17.0,10.0,18.0,4.0,0.0,0.0,0.0,2.0
52,P_Annan_kruunu,53,72,5.0,19.0,10.0,3.0,0.0,0.0,15.0,22.0,6.0,31.0,0.0,6.0,0.0,0.0,0.0
53,P_Annan_kruunu,54,81,18.0,26.0,9.0,8.0,0.0,0.0,27.0,34.0,39.0,22.0,0.0,10.0,0.0,0.0,1.0
54,P_Annan_kruunu,55,1,6.0,9.0,0.0,4.0,0.0,0.0,6.0,13.0,3.0,5.0,11.0,1.0,0.0,0.0,0.0
55,Pietarin_esikaupunki,56,8,15.0,22.0,10.0,13.0,0.0,0.0,25.0,35.0,37.0,13.0,10.0,19.0,4.0,0.0,1.0
56,Pietarin_esikaupunki,57,13,15.0,17.0,7.0,6.0,0.0,0.0,22.0,23.0,19.0,5.0,21.0,2.0,0.0,0.0,0.0
57,Pietarin_esikaupunki,58,16,12.0,23.0,14.0,19.0,0.0,0.0,26.0,42.0,47.0,16.0,5.0,12.0,1.0,0.0,0.0
58,Pietarin_esikaupunki,59,22,19.0,18.0,8.0,14.0,0.0,0.0,27.0,32.0,21.0,7.0,31.0,0.0,0.0,0.0,1.0
59,Pietarin_esikaupunki,60,25,23.0,23.0,51.0,57.0,0.0,0.0,74.0,80.0,53.0,29.0,72.0,25.0,0.0,0.0,3.0
60,Pietarin_esikaupunki,61,36,18.0,17.0,11.0,20.0,0.0,0.0,29.0,37.0,35.0,10.0,21.0,1.0,0.0,0.0,2.0
61,Pietarin_esikaupunki,62,43,19.0,23.0,14.0,11.0,0.0,0.0,33.0,34.0,39.0,17.0,11.0,14.0,0.0,0.0,1.0
62,Pietarin_esikaupunki,63,48,17.0,22.0,12.0,13.0,0.0,0.0,29.0,35.0,54.0,7.0,3.0,26.0,0.0,0.0,0.0
63,Pietarin_esikaupunki,64,53,19.0,22.0,11.0,10.0,0.0,0.0,30.0,32.0,33.0,7.0,22.0,3.0,0.0,0.0,0.0
64,Pietarin_esikaupunki,65,62,19.0,16.0,11.0,16.0,0.0,0.0,30.0,32.0,38.0,7.0,17.0,1.0,0.0,0.0,0.0
65,Pietarin_esikaupunki,66,70,17.0,19.0,10.0,5.0,0.0,0.0,27.0,24.0,26.0,6.0,19.0,2.0,0.0,5.0,0.0
66,Pietarin_esikaupunki,67,78,16.0,15.0,11.0,22.0,0.0,0.0,27.0,37.0,26.0,7.0,31.0,0.0,0.0,0.0,0.0
67,Pietarin_esikaupunki,68,87,17.0,11.0,4.0,2.0,0.0,0.0,21.0,13.0,15.0,6.0,13.0,3.0,0.0,0.0,0.0
68,Pietarin_esikaupunki,69,98,9.0,17.0,8.0,7.0,0.0,0.0,17.0,24.0,12.0,4.0,25.0,15.0,0.0,0.0,1.0
69,Pietarin_esikaupunki,70,107,14.0,18.0,8.0,7.0,0.0,0.0,22.0,25.0,24.0,1.0,22.0,6.0,0.0,0.0,0.0
70,Pietarin_esikaupunki,71,118,17.0,19.0,5.0,5.0,0.0,0.0,22.0,24.0,32.0,9.0,5.0,0.0,0.0,0.0,0.0
71,Pietarin_esikaupunki,72,127,12.0,24.0,5.0,2.0,0.0,0.0,17.0,26.0,17.0,18.0,8.0,4.0,0.0,0.0,1.0
72,Pietarin_esikaupunki,73,137,14.0,8.0,9.0,16.0,0.0,0.0,23.0,24.0,25.0,2.0,20.0,1.0,0.0,0.0,0.0
73,Pietarin_esikaupunki,74,141,14.0,18.0,5.0,6.0,0.0,0.0,19.0,24.0,11.0,3.0,29.0,1.0,0.0,0.0,0.0
74,Pietarin_esikaupunki,75,151,17.0,20.0,2.0,7.0,0.0,0.0,19.0,27.0,24.0,4.0,18.0,8.0,1.0,0.0,0.0
75,Pietarin_esikaupunki,76,161,18.0,17.0,10.0,12.0,0.0,0.0,28.0,29.0,27.0,5.0,25.0,0.0,0.0,0.0,0.0
76,Pietarin_esikaupunki,77,167,20.0,21.0,9.0,16.0,0.0,0.0,29.0,37.0,29.0,24.0,13.0,16.0,0.0,0.0,0.0
77,Pietarin_esikaupunki,78,173,13.0,24.0,12.0,7.0,0.0,0.0,25.0,31.0,40.0,5.0,11.0,0.0,0.0,0.0,1.0
78,Pietarin_esikaupunki,79,177,19.0,17.0,16.0,18.0,0.0,0.0,35.0,35.0,41.0,7.0,22.0,1.0,0.0,0.0,1.0
79,Pietarin_esikaupunki,80,183,23.0,18.0,7.0,9.0,0.0,0.0,30.0,27.0,28.0,2.0,27.0,4.0,0.0,0.0,1.0
80,Pietarin_esikaupunki,81,191,17.0,26.0,9.0,4.0,0.0,0.0,26.0,30.0,43.0,7.0,6.0,2.0,0.0,0.0,2.0
81,Pietarin_esikaupunki,82,192,24.0,24.0,7.0,10.0,0.0,0.0,31.0,34.0,50.0,10.0,5.0,6.0,1.0,0.0,0.0
82,Pietarin_esikaupunki,83,201,14.0,18.0,12.0,9.0,0.0,0.0,26.0,27.0,27.0,6.0,20.0,5.0,0.0,0.0,1.0
83,Pietarin_esikaupunki,84,208,17.0,25.0,4.0,10.0,0.0,0.0,21.0,35.0,35.0,14.0,7.0,3.0,0.0,0.0,0.0
84,Pietarin_esikaupunki,85,214,21.0,21.0,11.0,22.0,0.0,0.0,32.0,43.0,51.0,9.0,15.0,12.0,0.0,0.0,0.0
85,Pietarin_esikaupunki,86,221,21.0,16.0,10.0,12.0,0.0,0.0,31.0,28.0,39.0,10.0,10.0,0.0,0.0,0.0,0.0
86,Pietarin_esikaupunki,87,226,22.0,19.0,15.0,9.0,0.0,0.0,37.0,28.0,46.0,4.0,15.0,2.0,0.0,0.0,0.0
87,Pietarin_esikaupunki,88,230,18.0,16.0,10.0,15.0,0.0,0.0,28.0,31.0,44.0,5.0,10.0,6.0,0.0,0.0,1.0
88,Pietarin_esikaupunki,89,234,20.0,17.0,14.0,10.0,0.0,0.0,34.0,27.0,41.0,11.0,9.0,7.0,0.0,0.0,1.0
89,Pietarin_esikaupunki,90,241,15.0,20.0,6.0,10.0,0.0,0.0,21.0,30.0,38.0,10.0,3.0,7.0,0.0,0.0,2.0
90,Pietarin_esikaupunki,91,255,24.0,26.0,14.0,12.0,0.0,0.0,38.0,38.0,53.0,13.0,10.0,1.0,0.0,0.0,0.0
91,Pietarin_esikaupunki,92,261,20.0,25.0,7.0,11.0,0.0,0.0,27.0,36.0,25.0,23.0,15.0,16.0,0.0,0.0,1.0
92,Pietarin_esikaupunki,93,269,18.0,25.0,10.0,10.0,0.0,0.0,28.0,35.0,49.0,11.0,3.0,4.0,0.0,0.0,0.0
