,district,plot_number,estate_income,business_income,salary_pension_income
675,Valli,149,0.0,0.0,2.0
676,Valli,149,0.0,0.0,1.0
677,Valli,149,0.0,0.0,2.0
678,Valli,149,0.0,0.0,1.0
679,Valli,"154,155,156,157,158,159",30.0,175.0,0.0
680,Valli,"154,155,156,157,158,159",0.0,0.0,15.0
681,Valli,"154,155,156,157,158,159",0.0,0.0,5.0
682,Valli,"154,155,156,157,158,159",0.0,0.0,5.0
683,Valli,"154,155,156,157,158,159",0.0,0.0,1.0
684,Valli,"154,155,156,157,158,159",0.0,0.0,1.0
685,Valli,"154,155,156,157,158,159",0.0,0.0,1.0
686,Valli,163,2.0,0.0,0.0
687,Valli,163,0.0,0.0,2.0
688,Valli,163,0.0,7.0,0.0
689,Valli,163,0.0,0.0,2.0
690,Valli,166,8.0,0.0,0.0
691,Valli,166,0.0,0.0,4.0
692,Valli,166,0.0,0.0,1.0
693,Valli,166,0.0,0.0,1.0
694,Valli,166,0.0,0.0,1.0
695,Valli,166,0.0,0.0,1.0
696,Valli,166,0.0,0.0,4.0
697,Valli,166,0.0,0.0,1.0
698,Valli,166,0.0,0.0,1.0
699,Valli,166,0.0,0.0,1.0
700,Valli,166,0.0,0.0,1.0
701,Valli,166,0.0,0.0,10.0
702,Valli,166,0.0,0.0,2.0
703,Valli,166,0.0,0.0,1.0
704,Valli,166,0.0,0.0,3.0
705,Valli,166,3.0,0.0,0.0
706,Valli,166,0.0,0.0,4.0
707,Valli,166,3.0,3.0,0.0
708,Valli,166,0.0,0.0,2.0
709,Salakkalahti,1,10.0,0.0,100.0
710,Salakkalahti,1,0.0,0.0,1.0
711,Salakkalahti,2,5.0,0.0,3.0
712,Salakkalahti,2,0.0,0.0,2.0
713,Salakkalahti,3,10.0,200.0,0.0
714,Salakkalahti,3,0.0,0.0,1.0
715,Salakkalahti,3,0.0,0.0,1.0
716,Salakkalahti,3,0.0,0.0,1.0
717,Salakkalahti,3,0.0,0.0,5.0
718,Salakkalahti,4,5.0,0.0,30.0
719,Salakkalahti,4,0.0,0.0,1.0
720,Salakkalahti,4,0.0,0.0,2.0
721,Salakkalahti,5,7.0,0.0,30.0
722,Salakkalahti,5,0.0,0.0,18.0
723,Salakkalahti,5,0.0,0.0,5.0
724,Salakkalahti,5,0.0,0.0,2.0
725,Salakkalahti,5,0.0,0.0,1.0
726,Salakkalahti,6,15.0,0.0,0.0
727,Salakkalahti,6,0.0,0.0,25.0
728,Salakkalahti,6,0.0,0.0,18.0
729,Salakkalahti,6,0.0,0.0,2.0
730,Salakkalahti,6,0.0,60.0,0.0
731,Salakkalahti,6,0.0,0.0,1.0
732,Salakkalahti,6,0.0,8.0,0.0
733,Salakkalahti,6,0.0,0.0,2.0
734,Salakkalahti,6,0.0,0.0,2.0
735,Salakkalahti,7,15.0,15.0,0.0
736,Salakkalahti,7,0.0,0.0,15.0
737,Salakkalahti,7,0.0,0.0,2.0
738,Salakkalahti,7,0.0,0.0,21.0
739,Salakkalahti,7,0.0,0.0,7.0
740,Salakkalahti,7,0.0,0.0,1.0
741,Salakkalahti,7,0.0,0.0,1.0
742,Salakkalahti,7,0.0,10.0,0.0
743,Salakkalahti,7,0.0,0.0,1.0
744,Salakkalahti,7,0.0,0.0,1.0
745,Salakkalahti,8,12.0,0.0,0.0
746,Salakkalahti,8,0.0,15.0,0.0
747,Salakkalahti,8,0.0,0.0,1.0
748,Salakkalahti,8,0.0,0.0,1.0
749,Salakkalahti,8,0.0,13.0,0.0
750,Salakkalahti,8,0.0,0.0,6.0
751,Salakkalahti,8,0.0,12.0,0.0
752,Salakkalahti,8,0.0,0.0,1.0
753,Salakkalahti,8,0.0,0.0,1.0
754,Salakkalahti,9,8.0,10.0,0.0
755,Salakkalahti,9,0.0,0.0,1.0
756,Salakkalahti,9,0.0,0.0,3.0
757,Salakkalahti,9,0.0,0.0,3.0
758,Salakkalahti,9,0.0,0.0,3.0
759,Salakkalahti,9,0.0,0.0,3.0
760,Salakkalahti,10,7.0,0.0,20.0
761,Salakkalahti,10,0.0,0.0,1.0
762,Salakkalahti,10,0.0,0.0,6.0
763,Salakkalahti,10,0.0,0.0,1.0
764,Salakkalahti,10,0.0,0.0,1.0
765,Salakkalahti,11,8.0,0.0,22.0
766,Salakkalahti,11,0.0,0.0,10.0
767,Salakkalahti,11,0.0,0.0,4.0
768,Salakkalahti,11,0.0,0.0,2.0
769,Salakkalahti,11,0.0,0.0,1.0
770,Salakkalahti,12,10.0,0.0,28.0
771,Salakkalahti,12,0.0,6.0,0.0
772,Salakkalahti,12,0.0,0.0,10.0
773,Salakkalahti,12,0.0,0.0,6.0
774,Salakkalahti,12,0.0,0.0,10.0
775,Salakkalahti,12,0.0,0.0,4.0
776,Salakkalahti,12,0.0,0.0,2.0
777,Salakkalahti,12,0.0,0.0,5.0
778,Salakkalahti,12,0.0,0.0,7.0
779,Salakkalahti,13,20.0,0.0,3.0
780,Salakkalahti,13,0.0,0.0,15.0
781,Salakkalahti,13,0.0,0.0,9.0
782,Salakkalahti,13,0.0,0.0,18.0
783,Salakkalahti,13,0.0,0.0,6.0
784,Salakkalahti,13,0.0,0.0,5.0
785,Salakkalahti,13,0.0,0.0,17.0
786,Salakkalahti,13,0.0,25.0,0.0
787,Salakkalahti,13,0.0,0.0,1.0
788,Salakkalahti,14,11.0,20.0,0.0
789,Salakkalahti,14,0.0,0.0,15.0
790,Salakkalahti,14,0.0,0.0,10.0
791,Salakkalahti,14,0.0,0.0,1.0
792,Salakkalahti,14,0.0,0.0,1.0
793,Salakkalahti,16,30.0,0.0,0.0
794,Salakkalahti,16,0.0,0.0,5.0
795,Salakkalahti,16,0.0,0.0,2.0
796,Salakkalahti,16,0.0,45.0,23.0
797,Salakkalahti,16,0.0,0.0,40.0
798,Salakkalahti,16,0.0,0.0,3.0
799,Salakkalahti,16,0.0,0.0,3.0
800,Salakkalahti,16,0.0,0.0,12.0
801,Salakkalahti,16,0.0,0.0,4.0
802,Salakkalahti,17,5.0,0.0,0.0
803,Salakkalahti,17,0.0,0.0,40.0
804,Salakkalahti,17,0.0,0.0,14.0
805,Salakkalahti,17,0.0,0.0,10.0
806,Salakkalahti,17,0.0,0.0,10.0
807,Salakkalahti,18,12.0,0.0,3.0
808,Salakkalahti,18,0.0,0.0,6.0
809,Salakkalahti,18,0.0,0.0,16.0
810,Salakkalahti,18,0.0,0.0,13.0
811,Salakkalahti,18,0.0,0.0,14.0
812,Salakkalahti,18,0.0,0.0,2.0
813,Salakkalahti,18,0.0,0.0,2.0
814,Salakkalahti,18,0.0,3.0,0.0
815,P_Annan_kruunu,53,1.0,0.0,0.0
816,P_Annan_kruunu,53,0.0,0.0,1.0
817,P_Annan_kruunu,80,2.0,0.0,0.0
818,P_Annan_kruunu,80,0.0,0.0,35.0
819,P_Annan_kruunu,80,0.0,3.0,0.0
820,P_Annan_kruunu,80,0.0,0.0,3.0
821,P_Annan_kruunu,81,4.0,40.0,0.0
822,P_Annan_kruunu,81,0.0,0.0,4.0
823,P_Annan_kruunu,81,0.0,0.0,1.0
824,P_Annan_kruunu,81,0.0,0.0,5.0
825,P_Annan_kruunu,81,0.0,0.0,4.0
826,P_Annan_kruunu,1,20.0,0.0,10.0
827,P_Annan_kruunu,1,0.0,0.0,50.0
828,P_Annan_kruunu,1,0.0,0.0,1.0
829,P_Annan_kruunu,1,0.0,0.0,1.0
830,P_Annan_kruunu,1,0.0,0.0,17.0
831,P_Annan_kruunu,1,0.0,0.0,2.0
832,P_Annan_kruunu,1,0.0,0.0,1.0
833,P_Annan_kruunu,1,0.0,0.0,1.0
834,P_Annan_kruunu,2,0.0,0.0,1.0
835,P_Annan_kruunu,2,0.0,0.0,1.0
836,P_Annan_kruunu,2,0.0,0.0,1.0
837,P_Annan_kruunu,2,0.0,0.0,1.0
838,P_Annan_kruunu,2,0.0,0.0,1.0
839,P_Annan_kruunu,2,0.0,0.0,1.0
840,P_Annan_kruunu,2,0.0,0.0,3.0
841,Viipurin_esikaupunki,1,3.0,0.0,3.0
842,Viipurin_esikaupunki,2,4.0,0.0,0.0
843,Viipurin_esikaupunki,2,0.0,0.0,6.0
844,Viipurin_esikaupunki,2,4.0,0.0,0.0
845,Viipurin_esikaupunki,"3,5",4.0,0.0,0.0
846,Viipurin_esikaupunki,"3,5",0.0,0.0,2.0
847,Viipurin_esikaupunki,"3,5",6.0,75.0,0.0
848,Viipurin_esikaupunki,"3,5",0.0,0.0,1.0
849,Viipurin_esikaupunki,"3,5",0.0,0.0,1.0
850,Viipurin_esikaupunki,"3,5",0.0,0.0,12.0
851,Viipurin_esikaupunki,4a,4.0,0.0,25.0
852,Viipurin_esikaupunki,4a,0.0,0.0,1.0
853,Viipurin_esikaupunki,4a,0.0,0.0,10.0
854,Viipurin_esikaupunki,6,3.0,0.0,0.0
855,Viipurin_esikaupunki,6,0.0,2.0,0.0
856,Viipurin_esikaupunki,7,1.0,0.0,0.0
857,Viipurin_esikaupunki,8,7.0,0.0,0.0
858,Viipurin_esikaupunki,9,4.0,0.0,5.0
859,Viipurin_esikaupunki,9,0.0,0.0,2.0
860,Viipurin_esikaupunki,9,0.0,0.0,2.0
861,Viipurin_esikaupunki,9,0.0,0.0,1.0
862,Viipurin_esikaupunki,9,0.0,0.0,1.0
863,Viipurin_esikaupunki,9,0.0,0.0,1.0
864,Viipurin_esikaupunki,9,0.0,0.0,1.0
865,Viipurin_esikaupunki,9,0.0,0.0,1.0
866,Viipurin_esikaupunki,9,0.0,0.0,1.0
867,Viipurin_esikaupunki,"10,11",5.0,0.0,0.0
868,Viipurin_esikaupunki,12,2.0,0.0,0.0
869,Viipurin_esikaupunki,13,2.0,0.0,0.0
870,Viipurin_esikaupunki,14,3.0,0.0,0.0
871,Viipurin_esikaupunki,14,0.0,0.0,1.0
872,Viipurin_esikaupunki,15,1.0,0.0,0.0
873,Viipurin_esikaupunki,15,0.0,0.0,2.0
874,Viipurin_esikaupunki,15,0.0,0.0,1.0
875,Viipurin_esikaupunki,15,0.0,0.0,1.0
876,Viipurin_esikaupunki,16,1.0,0.0,0.0
877,Viipurin_esikaupunki,17,1.0,0.0,1.0
878,Viipurin_esikaupunki,17,0.0,0.0,2.0
879,Viipurin_esikaupunki,17,0.0,0.0,2.0
880,Viipurin_esikaupunki,"18,19",3.0,30.0,0.0
881,Viipurin_esikaupunki,20,3.0,0.0,0.0
882,Viipurin_esikaupunki,20,0.0,1.0,0.0
883,Viipurin_esikaupunki,20,0.0,2.0,0.0
884,Viipurin_esikaupunki,21,2.0,0.0,0.0
885,Viipurin_esikaupunki,22,4.0,0.0,25.0
886,Viipurin_esikaupunki,22,0.0,0.0,1.0
887,Viipurin_esikaupunki,23,3.0,5.0,0.0
888,Viipurin_esikaupunki,23,0.0,20.0,0.0
889,Viipurin_esikaupunki,24,10.0,0.0,0.0
890,Viipurin_esikaupunki,24,0.0,2.0,0.0
891,Viipurin_esikaupunki,25,2.0,0.0,0.0
892,Viipurin_esikaupunki,26,2.0,7.0,0.0
893,Viipurin_esikaupunki,27,1.0,0.0,0.0
894,Viipurin_esikaupunki,27,0.0,0.0,3.0
895,Viipurin_esikaupunki,27,0.0,0.0,1.0
896,Viipurin_esikaupunki,28,4.0,0.0,15.0
897,Viipurin_esikaupunki,28,0.0,0.0,2.0
898,Viipurin_esikaupunki,28,0.0,0.0,1.0
899,Viipurin_esikaupunki,28,0.0,4.0,0.0
900,Viipurin_esikaupunki,28,0.0,2.0,2.0
901,Viipurin_esikaupunki,28,0.0,0.0,1.0
902,Viipurin_esikaupunki,"30,32",3.0,0.0,0.0
903,Viipurin_esikaupunki,"30,32",0.0,0.0,8.0
904,Viipurin_esikaupunki,"30,32",0.0,0.0,1.0
905,Viipurin_esikaupunki,"31,33",0.0,0.0,4.0
906,Viipurin_esikaupunki,"31,33",6.0,50.0,0.0
907,Viipurin_esikaupunki,"31,33",0.0,0.0,5.0
908,Viipurin_esikaupunki,"31,33",0.0,0.0,2.0
909,Viipurin_esikaupunki,"31,33",0.0,10.0,0.0
910,Viipurin_esikaupunki,"31,33",0.0,3.0,0.0
911,Viipurin_esikaupunki,"31,33",0.0,0.0,2.0
912,Viipurin_esikaupunki,"34,36",3.0,0.0,0.0
913,Viipurin_esikaupunki,"34,36",0.0,0.0,1.0
914,Viipurin_esikaupunki,"34,36",0.0,0.0,1.0
915,Viipurin_esikaupunki,"34,36",0.0,0.0,1.0
916,Viipurin_esikaupunki,"34,36",0.0,0.0,1.0
917,Viipurin_esikaupunki,"35,37",3.0,0.0,0.0
918,Viipurin_esikaupunki,"35,37",0.0,0.0,1.0
919,Viipurin_esikaupunki,"35,37",0.0,0.0,1.0
920,Viipurin_esikaupunki,"38,39",3.0,0.0,16.0
921,Viipurin_esikaupunki,"38,39",0.0,0.0,1.0
922,Viipurin_esikaupunki,40,2.0,2.0,0.0
923,Viipurin_esikaupunki,40,0.0,0.0,2.0
924,Viipurin_esikaupunki,40,0.0,0.0,1.0
925,Viipurin_esikaupunki,"41,43",2.0,0.0,0.0
926,Viipurin_esikaupunki,42,1.0,0.0,4.0
927,Viipurin_esikaupunki,44,3.0,0.0,10.0
928,Viipurin_esikaupunki,44,0.0,0.0,2.0
929,Viipurin_esikaupunki,44,0.0,0.0,2.0
930,Viipurin_esikaupunki,45,3.0,15.0,0.0
931,Viipurin_esikaupunki,45,0.0,0.0,1.0
932,Viipurin_esikaupunki,45,0.0,0.0,1.0
933,Viipurin_esikaupunki,45,0.0,4.0,0.0
934,Viipurin_esikaupunki,46,4.0,13.0,0.0
935,Viipurin_esikaupunki,46,0.0,0.0,1.0
936,Viipurin_esikaupunki,47,0.0,0.0,1.0
937,Viipurin_esikaupunki,47,0.0,0.0,1.0
938,Viipurin_esikaupunki,47,0.0,0.0,5.0
939,Viipurin_esikaupunki,"48,73",7.0,0.0,0.0
940,Viipurin_esikaupunki,"48,73",0.0,0.0,1.0
941,Viipurin_esikaupunki,49a,3.0,0.0,0.0
942,Viipurin_esikaupunki,49b,3.0,0.0,0.0
943,Viipurin_esikaupunki,49b,0.0,0.0,1.0
944,Viipurin_esikaupunki,50,4.0,20.0,0.0
945,Viipurin_esikaupunki,50,0.0,0.0,1.0
946,Viipurin_esikaupunki,50,0.0,1.0,0.0
947,Viipurin_esikaupunki,50,0.0,0.0,1.0
948,Viipurin_esikaupunki,51,1.0,0.0,0.0
949,Viipurin_esikaupunki,52,1.0,0.0,1.0
950,Viipurin_esikaupunki,52,0.0,0.0,10.0
951,Viipurin_esikaupunki,53,1.0,0.0,2.0
952,Viipurin_esikaupunki,53,0.0,0.0,1.0
953,Viipurin_esikaupunki,53,0.0,0.0,1.0
954,Viipurin_esikaupunki,54,2.0,0.0,1.0
955,Viipurin_esikaupunki,54,0.0,8.0,0.0
956,Viipurin_esikaupunki,54,0.0,0.0,2.0
957,Viipurin_esikaupunki,54,0.0,0.0,1.0
958,Viipurin_esikaupunki,54,0.0,0.0,1.0
959,Viipurin_esikaupunki,56,1.0,0.0,1.0
960,Viipurin_esikaupunki,56,0.0,0.0,1.0
961,Viipurin_esikaupunki,56,0.0,0.0,1.0
962,Viipurin_esikaupunki,57,2.0,0.0,15.0
963,Viipurin_esikaupunki,58,1.0,0.0,0.0
964,Viipurin_esikaupunki,58½,3.0,0.0,40.0
965,Viipurin_esikaupunki,58½,0.0,0.0,1.0
966,Viipurin_esikaupunki,59,2.0,0.0,0.0
967,Viipurin_esikaupunki,60,1.0,0.0,0.0
968,Viipurin_esikaupunki,60,0.0,0.0,1.0
969,Viipurin_esikaupunki,61,2.0,0.0,0.0
970,Viipurin_esikaupunki,61,0.0,0.0,4.0
971,Viipurin_esikaupunki,"62,64",2.0,0.0,0.0
972,Viipurin_esikaupunki,"62,64",0.0,0.0,3.0
973,Viipurin_esikaupunki,"62,64",0.0,0.0,3.0
974,Viipurin_esikaupunki,63,2.0,0.0,3.0
975,Viipurin_esikaupunki,63,0.0,0.0,3.0
976,Viipurin_esikaupunki,65,1.0,0.0,0.0
977,Viipurin_esikaupunki,67,2.0,0.0,1.0
978,Viipurin_esikaupunki,67,0.0,0.0,5.0
979,Viipurin_esikaupunki,67,0.0,0.0,2.0
980,Viipurin_esikaupunki,67,0.0,0.0,2.0
981,Viipurin_esikaupunki,67,0.0,0.0,2.0
982,Viipurin_esikaupunki,68,1.0,0.0,0.0
983,Viipurin_esikaupunki,69,3.0,0.0,0.0
984,Viipurin_esikaupunki,69,0.0,0.0,2.0
985,Viipurin_esikaupunki,69,0.0,0.0,2.0
986,Viipurin_esikaupunki,"70,71",3.0,0.0,0.0
987,Viipurin_esikaupunki,"72,75",2.0,10.0,0.0
988,Viipurin_esikaupunki,74,2.0,0.0,0.0
989,Viipurin_esikaupunki,76,3.0,0.0,0.0
990,Viipurin_esikaupunki,76,0.0,0.0,1.0
991,Viipurin_esikaupunki,76,0.0,0.0,1.0
992,Viipurin_esikaupunki,76,0.0,0.0,1.0
993,Viipurin_esikaupunki,76,0.0,0.0,3.0
994,Viipurin_esikaupunki,77,1.0,0.0,2.0
995,Viipurin_esikaupunki,79,1.0,0.0,0.0
996,Viipurin_esikaupunki,79,0.0,0.0,1.0
997,Viipurin_esikaupunki,79,0.0,0.0,6.0
998,Viipurin_esikaupunki,"80,82,83",1.0,0.0,3.0
999,Viipurin_esikaupunki,81,1.0,0.0,0.0
1000,Viipurin_esikaupunki,81,0.0,0.0,2.0
1001,Viipurin_esikaupunki,81,0.0,0.0,1.0
1002,Viipurin_esikaupunki,81,0.0,0.0,1.0
1003,Viipurin_esikaupunki,81,0.0,0.0,1.0
1004,Viipurin_esikaupunki,84,1.0,0.0,0.0
1005,Viipurin_esikaupunki,84,0.0,0.0,1.0
1006,Viipurin_esikaupunki,84,0.0,0.0,1.0
1007,Viipurin_esikaupunki,"85,117",2.0,0.0,3.0
1008,Viipurin_esikaupunki,"85,117",0.0,3.0,0.0
1009,Viipurin_esikaupunki,86,1.0,0.0,2.0
1010,Viipurin_esikaupunki,87,1.0,0.0,5.0
1011,Viipurin_esikaupunki,87,0.0,0.0,1.0
1012,Viipurin_esikaupunki,88,2.0,0.0,0.0
1013,Viipurin_esikaupunki,88,0.0,0.0,1.0
1014,Viipurin_esikaupunki,88,0.0,0.0,1.0
1015,Viipurin_esikaupunki,89,1.0,0.0,1.0
1016,Viipurin_esikaupunki,"90,114",4.0,0.0,8.0
1017,Viipurin_esikaupunki,"90,114",0.0,0.0,1.0
1018,Viipurin_esikaupunki,91,3.0,0.0,0.0
1019,Viipurin_esikaupunki,91,0.0,0.0,1.0
1020,Viipurin_esikaupunki,91,0.0,0.0,1.0
1021,Viipurin_esikaupunki,"92,93",3.0,0.0,18.0
1022,Viipurin_esikaupunki,"92,93",0.0,0.0,1.0
1023,Viipurin_esikaupunki,95,2.0,0.0,0.0
1024,Viipurin_esikaupunki,"96,97",0.0,0.0,3.0
1025,Viipurin_esikaupunki,"96,97",0.0,0.0,3.0
1026,Viipurin_esikaupunki,"96,97",1.0,0.0,0.0
1027,Viipurin_esikaupunki,98,2.0,0.0,1.0
1028,Viipurin_esikaupunki,98,0.0,0.0,2.0
1029,Viipurin_esikaupunki,99,2.0,0.0,0.0
1030,Viipurin_esikaupunki,100,1.0,0.0,0.0
1031,Viipurin_esikaupunki,100,0.0,0.0,1.0
1032,Viipurin_esikaupunki,"101,103",3.0,0.0,9.0
1033,Viipurin_esikaupunki,"101,103",0.0,0.0,1.0
1034,Viipurin_esikaupunki,"101,103",0.0,0.0,3.0
1035,Viipurin_esikaupunki,102,1.0,0.0,3.0
1036,Viipurin_esikaupunki,104,2.0,0.0,0.0
1037,Viipurin_esikaupunki,"105,106",4.0,0.0,6.0
1038,Viipurin_esikaupunki,"105,106",0.0,0.0,2.0
1039,Viipurin_esikaupunki,"105,106",0.0,0.0,1.0
1040,Viipurin_esikaupunki,106a,2.0,0.0,0.0
1041,Viipurin_esikaupunki,106a,0.0,0.0,1.0
1042,Viipurin_esikaupunki,106a,0.0,0.0,1.0
1043,Viipurin_esikaupunki,106a,0.0,0.0,1.0
1044,Viipurin_esikaupunki,"106b,197",5.0,0.0,75.0
1045,Viipurin_esikaupunki,"106b,197",0.0,0.0,15.0
1046,Viipurin_esikaupunki,"106b,197",0.0,0.0,2.0
1047,Viipurin_esikaupunki,"106b,197",0.0,0.0,1.0
1048,Viipurin_esikaupunki,"108,109",4.0,0.0,32.0
1049,Viipurin_esikaupunki,"108,109",0.0,0.0,1.0
1050,Viipurin_esikaupunki,110,6.0,0.0,0.0
1051,Viipurin_esikaupunki,110,0.0,0.0,1.0
1052,Viipurin_esikaupunki,110,0.0,0.0,2.0
1053,Viipurin_esikaupunki,110,0.0,0.0,1.0
1054,Viipurin_esikaupunki,112,2.0,0.0,0.0
1055,Viipurin_esikaupunki,115,1.0,0.0,0.0
1056,Viipurin_esikaupunki,115,0.0,0.0,1.0
1057,Viipurin_esikaupunki,115,0.0,0.0,1.0
1058,Viipurin_esikaupunki,116,2.0,0.0,1.0
1059,Viipurin_esikaupunki,116,0.0,0.0,2.0
1060,Viipurin_esikaupunki,116,0.0,0.0,1.0
1061,Viipurin_esikaupunki,116,0.0,0.0,1.0
1062,Viipurin_esikaupunki,116,0.0,0.0,1.0
1063,Viipurin_esikaupunki,116,0.0,0.0,1.0
1064,Viipurin_esikaupunki,117,0.0,0.0,2.0
1065,Viipurin_esikaupunki,118,3.0,0.0,0.0
1066,Viipurin_esikaupunki,118,0.0,10.0,0.0
1067,Viipurin_esikaupunki,119,4.0,0.0,0.0
1068,Viipurin_esikaupunki,120,1.0,2.0,0.0
1069,Viipurin_esikaupunki,121,1.0,0.0,0.0
1070,Viipurin_esikaupunki,121,0.0,15.0,0.0
1071,Viipurin_esikaupunki,121,0.0,0.0,1.0
1072,Viipurin_esikaupunki,121,0.0,0.0,1.0
1073,Viipurin_esikaupunki,124,1.0,0.0,0.0
1074,Viipurin_esikaupunki,"124a,125a",3.0,0.0,0.0
1075,Viipurin_esikaupunki,"124a,125a",0.0,0.0,2.0
1076,Viipurin_esikaupunki,"125,126",1.0,0.0,0.0
1077,Viipurin_esikaupunki,129,2.0,0.0,0.0
1078,Viipurin_esikaupunki,129,0.0,0.0,1.0
1079,Viipurin_esikaupunki,129,1.0,0.0,0.0
1080,Viipurin_esikaupunki,131,3.0,0.0,4.0
1081,Viipurin_esikaupunki,131,0.0,0.0,3.0
1082,Viipurin_esikaupunki,131,0.0,0.0,12.0
1083,Viipurin_esikaupunki,132,5.0,0.0,1.0
1084,Viipurin_esikaupunki,"133,134",5.0,0.0,0.0
1085,Viipurin_esikaupunki,137,0.0,0.0,3.0
1086,Viipurin_esikaupunki,137,0.0,0.0,1.0
1087,Viipurin_esikaupunki,137,0.0,0.0,1.0
1088,Viipurin_esikaupunki,137,0.0,0.0,1.0
1089,Viipurin_esikaupunki,137,0.0,0.0,1.0
1090,Viipurin_esikaupunki,138,4.0,0.0,0.0
1091,Viipurin_esikaupunki,139,5.0,0.0,12.0
1092,Viipurin_esikaupunki,141,1.0,0.0,0.0
1093,Viipurin_esikaupunki,141,0.0,0.0,1.0
1094,Saunalahti,1,7.0,0.0,0.0
1095,Saunalahti,"3,4,5",15.0,0.0,0.0
1096,Saunalahti,"3,4,5",0.0,0.0,3.0
1097,Saunalahti,2,0.0,0.0,2.0
1098,Saunalahti,2a,1.0,0.0,2.0
1099,Saunalahti,2a,0.0,0.0,1.0
1100,Saunalahti,"6,7",3.0,100.0,0.0
1101,Saunalahti,"6,7",0.0,25.0,0.0
1102,Saunalahti,"6,7",0.0,25.0,0.0
1103,Saunalahti,"6,7",0.0,0.0,1.0
1104,Saunalahti,"6,7",0.0,0.0,5.0
1105,Saunalahti,"6,7",0.0,0.0,13.0
1106,Saunalahti,"6,7",0.0,0.0,4.0
1107,Saunalahti,"6,7",0.0,0.0,1.0
1108,Saunalahti,11,4.0,13.0,0.0
1109,Saunalahti,11,0.0,0.0,2.0
1110,Saunalahti,11,0.0,0.0,1.0
1111,Saunalahti,16,3.0,0.0,0.0
1112,Saunalahti,16,0.0,0.0,33.0
1113,Saunalahti,16,0.0,0.0,1.0
1114,Repola,1,10.0,85.0,0.0
1115,Repola,1,0.0,0.0,1.0
1116,Repola,1,0.0,0.0,1.0
1117,Repola,1,0.0,0.0,18.0
1118,Repola,1,0.0,0.0,10.0
1119,Repola,1,0.0,0.0,15.0
1120,Repola,1,0.0,0.0,3.0
1121,Repola,1,0.0,0.0,1.0
1122,Repola,1,0.0,0.0,1.0
1123,Repola,1,0.0,0.0,1.0
1124,Repola,1,0.0,0.0,1.0
1125,Repola,1,0.0,0.0,25.0
1126,Repola,2,10.0,0.0,5.0
1127,Repola,2,0.0,0.0,2.0
1128,Repola,2,0.0,0.0,1.0
1129,Repola,2,0.0,0.0,1.0
1130,Repola,3,12.0,0.0,15.0
1131,Repola,3,0.0,0.0,10.0
1132,Repola,3,0.0,0.0,3.0
1133,Repola,3,0.0,0.0,4.0
1134,Repola,3,0.0,0.0,25.0
1135,Repola,13,5.0,0.0,0.0
1136,Repola,13,0.0,0.0,18.0
1137,Repola,13,0.0,0.0,15.0
1138,Repola,13,0.0,0.0,7.0
1139,Repola,14,12.0,0.0,0.0
1140,Repola,14,0.0,0.0,10.0
1141,Repola,14,0.0,0.0,10.0
1142,Repola,15,12.0,0.0,0.0
1143,Repola,15,0.0,0.0,26.0
1144,Repola,15,0.0,0.0,20.0
1145,Repola,15,0.0,0.0,25.0
1146,Repola,15,0.0,0.0,3.0
1147,Repola,15,0.0,0.0,2.0
1148,Repola,15,0.0,0.0,1.0
1149,Repola,16,12.0,0.0,18.0
1150,Repola,16,0.0,0.0,5.0
1151,Repola,16,0.0,1.0,0.0
1152,Repola,16,0.0,0.0,1.0
1153,Repola,16,0.0,0.0,2.0
1154,Repola,17,2.0,5.0,0.0
1155,Repola,17,0.0,0.0,1.0
1156,Repola,17,0.0,0.0,1.0
1157,Repola,25,3.0,0.0,14.0
1158,Repola,26,9.0,0.0,0.0
1159,Repola,26,0.0,0.0,15.0
1160,Repola,26,0.0,0.0,14.0
1161,Repola,26,0.0,0.0,10.0
1162,Repola,26,0.0,0.0,13.0
1163,Repola,26,0.0,10.0,0.0
1164,Repola,26,0.0,0.0,1.0
1165,Repola,30,3.0,0.0,0.0
1166,Repola,31,12.0,0.0,2.0
1167,Repola,31,0.0,0.0,18.0
1168,Repola,31,0.0,0.0,30.0
1169,Repola,31,0.0,0.0,1.0
1170,Repola,31,0.0,0.0,1.0
1171,Repola,"37,38",11.0,15.0,0.0
1172,Repola,"37,38",0.0,0.0,1.0
1173,Repola,"37,38",0.0,0.0,4.0
1174,Repola,"37,38",0.0,0.0,2.0
1175,Repola,"37,38",0.0,0.0,1.0
1176,Repola,"34,35",18.0,50.0,0.0
1177,Repola,"34,35",0.0,0.0,2.0
1178,Repola,"34,35",0.0,0.0,1.0
1179,Repola,"34,35",0.0,0.0,3.0
1180,Repola,"34,35",0.0,0.0,1.0
1181,Repola,"34,35",0.0,0.0,1.0
1182,Repola,"34,35",0.0,0.0,1.0
1183,Repola,"34,35",0.0,0.0,1.0
1184,Repola,"34,35",0.0,0.0,1.0
1185,Repola,102,2.0,0.0,0.0
1186,Repola,102,0.0,0.0,7.0
1187,Repola,102,0.0,0.0,2.0
1188,Pietarin_esikaupunki,"36,166",5.0,14.0,0.0
1189,Pietarin_esikaupunki,"36,166",0.0,0.0,3.0
1190,Pietarin_esikaupunki,"36,166",0.0,0.0,3.0
1191,Pietarin_esikaupunki,"36,166",0.0,0.0,1.0
1192,Pietarin_esikaupunki,"36,166",0.0,0.0,1.0
1193,Pietarin_esikaupunki,7,2.0,0.0,6.0
