,,S
Pietarin_esikaupunki,65,-0.00063
Pietarin_esikaupunki,68,-0.00352
Pietarin_esikaupunki,81,-0.00099
Pietarin_esikaupunki,92,-0.00201
Pietarin_esikaupunki,100,-0.00162
Pietarin_esikaupunki,110,0.00181
Pietarin_esikaupunki,115,-0.00122
Pietarin_esikaupunki,123,-0.00051
Pietarin_esikaupunki,133,-0.00121
Pietarin_esikaupunki,140,-0.00202
Pietarin_esikaupunki,141,-0.00141
Pietarin_esikaupunki,144,-0.00963
Pietarin_esikaupunki,154,-0.00118
Pietarin_esikaupunki,159,-0.00192
Pietarin_esikaupunki,166,0.00256
Pietarin_esikaupunki,173,-0.00303
Pietarin_esikaupunki,176,-0.00293
Pietarin_esikaupunki,180,-0.00418
Pietarin_esikaupunki,187,-0.00214
Pietarin_esikaupunki,192,-0.00249
Pietarin_esikaupunki,195,-0.00215
Pietarin_esikaupunki,198,-0.00243
Pietarin_esikaupunki,208,-0.00017
Pietarin_esikaupunki,212,-0.00197
Pietarin_esikaupunki,215,-0.00156
Pietarin_esikaupunki,223,-0.00253
Pietarin_esikaupunki,228,-0.00416
Pietarin_esikaupunki,232,-0.00409
Pietarin_esikaupunki,236,0.00264
Pietarin_esikaupunki,243,0.00072
Pietarin_esikaupunki,255,0.00204
Pietarin_esikaupunki,260,-0.00134
