,,S
Valli,2,-0.00027
Valli,6,-0.00173
Valli,9,0.00159
Valli,11,-0.0017
Valli,14,-0.0017
Valli,17,0.00166
Valli,19,-0.00276
Valli,23,-0.00267
Valli,26,0.00214
Valli,29,-0.00255
Valli,34,-0.00244
Valli,36,-0.00066
Valli,38,0.00659
Valli,39,-0.00154
Valli,42,0.00475
Valli,44,0.00517
Valli,46,-0.00304
Valli,49,-0.00209
Valli,51,-0.00148
Valli,53,-0.00326
Valli,54,-0.00011
Valli,55,0.00421
Valli,58,-0.00181
Valli,60,-0.00195
Valli,64,-0.00325
Valli,68,0.00284
Valli,70,-0.00408
Valli,66,0.00394
Valli,108,-0.00419
Valli,109,-0.0033
Valli,114,0.00766
Valli,116,-0.00235
Valli,72,-0.00106
Valli,75,-0.00271
Valli,80,4e-05
Valli,83,-0.00244
Valli,87,-0.00376
Valli,90,0.00012
Valli,93,0.00116
Valli,97,-0.00282
Valli,106,-0.00046
Valli,102,-0.00259
Valli,118,-0.00202
Valli,120,-0.0011
Valli,123,0.00028
Valli,126,-0.00134
Valli,127,-0.00092
Valli,128,-0.00309
Valli,130,0.00104
Valli,134,0.00168
Valli,138,-0.00149
Valli_uusi,145,0.00024
Valli_uusi,150,-0.00077
Valli_uusi,151,0.00117
Valli_uusi,153,-0.00767
Valli_uusi,163,0.00201
Valli_uusi,167,0.00181
Valli_uusi,178,-0.00364
P_Annan_kruunu,1,-0.00095
P_Annan_kruunu,80,-0.00128
Viipurin_esikaupunki,2,-0.00042
Viipurin_esikaupunki,4,0.00235
Viipurin_esikaupunki,9,-0.00083
Viipurin_esikaupunki,12,-0.00033
Viipurin_esikaupunki,18,0.00018
Viipurin_esikaupunki,22,-0.00224
Viipurin_esikaupunki,28,-0.00089
Viipurin_esikaupunki,38,-0.00012
Viipurin_esikaupunki,44,-0.00857
Viipurin_esikaupunki,48,-0.00148
Viipurin_esikaupunki,50,0.00053
Viipurin_esikaupunki,57,0.00087
Viipurin_esikaupunki,63,-0.00075
Viipurin_esikaupunki,76,-0.00107
Viipurin_esikaupunki,85,-0.00299
Viipurin_esikaupunki,92,-0.00138
Viipurin_esikaupunki,100,-0.00266
Viipurin_esikaupunki,110,-0.00025
Viipurin_esikaupunki,118,-0.00135
Viipurin_esikaupunki,139,0.00076
Salakkalahti,1,-0.00167
Salakkalahti,4,0.0003
Salakkalahti,6,-0.00503
Salakkalahti,8,-0.00084
Salakkalahti,9,-0.00072
Salakkalahti,11,-0.00137
Salakkalahti,14,-0.0015
Salakkalahti,15,-0.00185
Salakkalahti,17,-0.0054
Repola,1,-0.0079
Repola,3,0.00012
Repola,4,0.00081
Repola,9,-0.00072
Repola,12,0.00211
Repola,14,0.00101
Repola,16,0.0016
Repola,18,0.00219
Repola,24,0.00102
Repola,29,0.00153
Repola,31,0.00166
Repola,32,-0.0013
Repola,84,-0.00104
Pantsarlahti,3,-0.0033
Pantsarlahti,10,-0.00145
Pantsarlahti,19,0.0028
Pantsarlahti,20,0.0029
Pantsarlahti,21,-0.00029
Pantsarlahti,27,-0.00277
Pantsarlahti,29,-0.00574
Pantsarlahti,33,0.00295
Pantsarlahti,36,0.00272
Pantsarlahti,37,0.00286
Pantsarlahti,39,0.00124
Pantsarlahti,43,0.0027
Pantsarlahti,46,0.00324
Pantsarlahti,48,-0.0031
Pantsarlahti,49,0.00245
Pantsarlahti,51,0.00261
Pantsarlahti,53,0.00237
Pantsarlahti,57,0.00208
Pantsarlahti,60,0.00171
Pantsarlahti,63,0.00322
Pantsarlahti,67,0.00188
Pantsarlahti,71,0.00076
Pantsarlahti,73,-0.00902
Pantsarlahti,76,0.00258
Pantsarlahti,78,-0.0011
Pantsarlahti,81,0.00256
Pantsarlahti,84,0.00201
Pantsarlahti,91,0.00299
Pantsarlahti,95,0.00183
Pantsarlahti,98,0.0017
Pantsarlahti,100,0.00139
Anina,13,-0.00093
Anina,36,0.00286
Anina,38,0.00336
Anina,40,0.00337
Anina,44,0.00243
Anina,56,-0.00216
Anina,59,0.0003
Anina,62,0.00397
Anina,64,-0.00029
Anina,67,-0.00035
Anina,75,-0.00296
Anina,77,0.00322
Anina,85,0.00169
Anina,105,0.00065
Anina,108,-0.001
Anina,111,-0.00578
Anina,118,0.00308
Anina,121,0.00221
Anina,125,-0.00034
Anina,128,0.00033
Anina,131,0.0002
Papula,4,0.0004
Papula,18,0.00403
Papula,22,0.00133
Papula,30,0.00558
Papula,33,-0.00224
Papula,44,0.00253
Saunalahti,1,0.00387
Saunalahti,11,0.00154
Saunalahti,16,-0.00032
Pietarin_esikaupunki,7,0.00167
Pietarin_esikaupunki,12,0.0007
Pietarin_esikaupunki,14,-0.00266
Pietarin_esikaupunki,16,0.00052
Pietarin_esikaupunki,18,0.00173
Pietarin_esikaupunki,28,0.00186
Pietarin_esikaupunki,35,0.00058
Pietarin_esikaupunki,41,-0.00188
Pietarin_esikaupunki,45,0.00212
