,,S
Valli,2,0.00082
Valli,5,5e-05
Valli,8,-0.00058
Valli,10,-0.00112
Valli,11,-0.00209
Valli,15,-0.00123
Valli,19,0.00102
Valli,20,-0.00149
Valli,26,-0.00113
Valli,28,-0.00174
Valli,29,-0.00119
Valli,33,-0.00177
Valli,34,-0.00195
Valli,35,0.00041
Valli,39,0.00514
Valli,40,-0.00124
Valli,42,-0.00085
Valli,45,-0.00157
Valli,46,-0.00199
Valli,47,0.00338
Valli,49,0.0033
Valli,50,0.00115
Valli,51,-0.00131
Valli,52,-0.00243
Valli,53,-0.00018
Valli,54,0.00012
Valli,55,-0.00012
Valli,57,-0.00628
Valli,58,-0.0011
Valli,59,-0.00057
Valli,60,-0.00082
Valli,63,-0.00244
Valli,65,-0.00175
Valli,68,-0.00081
Valli,69,-0.00087
Valli,70,0.0012
Valli,66,0.00022
Valli,109,-0.00088
Valli,113,0.00191
Valli,114,-0.00143
Valli,116,-0.00125
Valli,117,-0.0015
Valli,72,-0.00186
Valli,73,-0.00054
Valli,75,0.00108
Valli,79,0.00505
Valli,82,-0.00108
Valli,86,-0.0022
Valli,89,-0.00158
Valli,92,-0.00197
Valli,94,0.00354
Valli,96,-0.00154
Valli,99,0.00081
Valli,106,0.00027
Valli,118,0.00094
Valli,120,-0.00103
Valli,122,-0.00085
Valli,126,-0.00063
Valli,127,-0.00053
Valli,128,-0.00221
Valli,130,0.00096
Valli,133,0.00186
Valli,136,-0.00146
Valli_uusi,149,-0.0014
Valli_uusi,150,-0.00485
Valli_uusi,151,-0.0006
Valli_uusi,153,0.00089
Valli_uusi,163,-0.00108
Valli_uusi,166,-0.00226
Valli_uusi,178,-0.00114
P_Annan_kruunu,1,0.00087
P_Annan_kruunu,80,-0.00094
Viipurin_esikaupunki,1,0.0004
Viipurin_esikaupunki,3,-0.00119
Viipurin_esikaupunki,6,-0.0008
Viipurin_esikaupunki,9,-0.00213
Viipurin_esikaupunki,10,1e-05
Viipurin_esikaupunki,13,-0.00022
Viipurin_esikaupunki,17,-0.00162
Viipurin_esikaupunki,21,-0.00018
Viipurin_esikaupunki,25,0.00339
Viipurin_esikaupunki,28,-0.00197
Viipurin_esikaupunki,34,0.00294
Viipurin_esikaupunki,45,0.00014
Viipurin_esikaupunki,48,-0.00044
Viipurin_esikaupunki,50,-0.00019
Viipurin_esikaupunki,55,-0.00138
Viipurin_esikaupunki,56,0.00039
Viipurin_esikaupunki,60,0.00128
Viipurin_esikaupunki,62,-0.0015
Viipurin_esikaupunki,69,-0.00113
Viipurin_esikaupunki,77,-0.00157
Viipurin_esikaupunki,85,-0.00151
Viipurin_esikaupunki,90,-0.00055
Viipurin_esikaupunki,95,-0.00084
Viipurin_esikaupunki,100,-0.00077
Viipurin_esikaupunki,106,3e-05
Viipurin_esikaupunki,112,-0.00055
Viipurin_esikaupunki,118,-0.0013
Viipurin_esikaupunki,123,-0.00143
Viipurin_esikaupunki,138,-0.00076
Viipurin_esikaupunki,131,-0.00094
Salakkalahti,1,-2e-05
Salakkalahti,2,-0.00025
Salakkalahti,4,-0.00047
Salakkalahti,6,-0.00101
Salakkalahti,7,0.00039
Salakkalahti,8,-0.00227
Salakkalahti,9,-0.00142
Salakkalahti,10,0.00293
Salakkalahti,12,-0.00085
Salakkalahti,13,-0.00186
Salakkalahti,15,-0.00066
Salakkalahti,16,0.00571
Salakkalahti,18,9e-05
Repola,1,0.00026
Repola,3,0.00115
Repola,4,-0.00024
Repola,5,-0.00165
Repola,6,-0.00072
Repola,8,-0.00102
Repola,11,-0.00099
Repola,12,-0.00347
Repola,14,-0.0011
Repola,15,-0.00111
Repola,16,-0.00075
Repola,17,-0.00131
Repola,18,-0.00149
Repola,20,-0.00156
Repola,23,-0.00275
Repola,24,-0.00146
Repola,29,-0.00213
Repola,31,-0.00053
Repola,27,-0.0015
Repola,32,-0.00114
Repola,34,1e-05
Repola,35,-0.00311
Repola,36,0.00104
Repola,37,-0.001
Repola,58,0.00023
Repola,66,-0.00095
Repola,68,-0.00126
Repola,77,0.00052
Repola,78,-0.00109
Repola,84,-0.00079
Repola,88,-0.00189
Repola,93,-0.00334
Repola,95,-0.0058
