,,S
Repola,96,-0.00111
Repola,99,-0.00149
Repola,100,-0.00273
Repola,103,-0.00101
Repola,104,-0.00245
Repola,106,-3e-05
Repola,107,-0.00438
Repola,108,0.00085
Pantsarlahti,1,-0.00354
Pantsarlahti,2,-0.00029
Pantsarlahti,4,0.00052
Pantsarlahti,6,0.00139
Pantsarlahti,7,-0.00303
Pantsarlahti,10,-0.01268
Pantsarlahti,13,-9e-05
Pantsarlahti,14,0.00023
Pantsarlahti,15,0.00099
Pantsarlahti,19,0.00217
Pantsarlahti,20,0.00216
Pantsarlahti,21,0.00222
Pantsarlahti,22,0.00186
Pantsarlahti,23,0.00041
Pantsarlahti,24,0.00068
Pantsarlahti,25,0.00196
Pantsarlahti,27,0.0007
Pantsarlahti,28,-0.00358
Pantsarlahti,29,0.00098
Pantsarlahti,32,0.00153
Pantsarlahti,33,-0.0059
Pantsarlahti,34,0.00164
Pantsarlahti,36,0.00354
Pantsarlahti,38,-0.00145
Pantsarlahti,41,-0.00211
Pantsarlahti,43,-0.00269
Pantsarlahti,45,0.00148
Pantsarlahti,46,0.00166
Pantsarlahti,47,-0.00161
Pantsarlahti,48,0.00179
Pantsarlahti,49,0.00151
Pantsarlahti,50,0.00418
Pantsarlahti,51,0.00231
Pantsarlahti,53,-0.00038
Pantsarlahti,54,0.00142
Pantsarlahti,56,0.00165
Pantsarlahti,58,0.00143
Pantsarlahti,60,0.00245
Pantsarlahti,62,0.00204
Pantsarlahti,65,0.00208
Pantsarlahti,68,0.00139
Pantsarlahti,69,0.0011
Pantsarlahti,72,-0.00149
Pantsarlahti,75,0.00064
Pantsarlahti,76,0.00173
Pantsarlahti,78,0.00221
Pantsarlahti,80,0.00199
Pantsarlahti,84,-0.00137
Pantsarlahti,86,0.0016
Pantsarlahti,87,0.00208
Pantsarlahti,91,-0.00099
Pantsarlahti,92,0.00101
Pantsarlahti,96,-0.00598
Pantsarlahti,97,-0.0061
Pantsarlahti,99,0.00012
Pantsarlahti,101,0.00183
Anina,13,0.00219
Anina,19,0.00231
Anina,21,0.00047
Anina,29,0.00069
Anina,33,-0.001
Anina,36,0.0022
Anina,38,0.0018
Anina,39,0.0018
Anina,41,0.00217
Anina,45,0.00183
Anina,49,0.0018
Anina,50,0.00103
Anina,56,0.00032
Anina,59,0.00075
Anina,61,-0.00321
Anina,63,0.00222
Anina,65,-0.00139
Anina,66,0.00185
Anina,74,0.00236
Anina,75,-0.00295
Anina,76,0.00252
Anina,78,0.0019
Anina,82,0.00194
Anina,85,-0.00082
Anina,96,0.00013
Anina,103,0.00226
Anina,105,0.00178
Anina,108,0.00208
Anina,110,0.00174
Anina,112,0.002
Anina,113,0.0023
Anina,115,0.00245
Anina,116,-0.00728
Anina,118,0.00124
Anina,120,0.00058
Anina,123,-0.00493
Anina,125,0.00025
Anina,127,-9e-05
Anina,129,-0.00095
Anina,131,1e-05
Papula,16,-0.0023
Papula,17,0.00178
Papula,19,-0.00864
Papula,21,0.0027
Papula,22,0.00263
Papula,24,0.00217
Papula,30,0.00996
Papula,32,0.00312
Papula,33,-0.00408
Papula,44,0.00043
Papula,56,0.00204
Saunalahti,1,0.00014
Saunalahti,2,0.00248
Saunalahti,11,0.00036
Saunalahti,12,-0.00112
Pietarin_esikaupunki,4,0.0009
Pietarin_esikaupunki,7,9e-05
Pietarin_esikaupunki,11,-0.00114
Pietarin_esikaupunki,13,-0.00093
Pietarin_esikaupunki,14,-0.00626
Pietarin_esikaupunki,15,0.00036
Pietarin_esikaupunki,16,0.00138
Pietarin_esikaupunki,18,0.00161
Pietarin_esikaupunki,27,0.00178
Pietarin_esikaupunki,30,0.0018
Pietarin_esikaupunki,41,-0.00032
Pietarin_esikaupunki,42,-0.0016
Pietarin_esikaupunki,44,-0.00184
Pietarin_esikaupunki,46,0.00074
Pietarin_esikaupunki,52,-0.00075
Pietarin_esikaupunki,56,-0.00061
Pietarin_esikaupunki,81,-0.0172
Pietarin_esikaupunki,83,-1e-05
Pietarin_esikaupunki,100,-0.00028
Pietarin_esikaupunki,102,-0.00175
Pietarin_esikaupunki,107,0.00027
Pietarin_esikaupunki,118,-0.0009
Pietarin_esikaupunki,121,-0.00089
Pietarin_esikaupunki,133,2e-05
Pietarin_esikaupunki,140,0.00133
Pietarin_esikaupunki,141,0.00109
Pietarin_esikaupunki,149,0.00033
Pietarin_esikaupunki,156,-0.0004
Pietarin_esikaupunki,158,-0.00013
Pietarin_esikaupunki,164,-0.00185
Pietarin_esikaupunki,169,-0.00098
Pietarin_esikaupunki,175,-0.00129
Pietarin_esikaupunki,191,-0.00104
Pietarin_esikaupunki,192,-0.00236
Pietarin_esikaupunki,196,-0.00062
Pietarin_esikaupunki,198,-0.00104
Pietarin_esikaupunki,213,-0.00112
Pietarin_esikaupunki,215,-0.00095
Pietarin_esikaupunki,226,-0.0009
Pietarin_esikaupunki,231,-0.00113
Pietarin_esikaupunki,260,0.00068
Pietarin_esikaupunki,264,-0.00128
