,,S
Valli,6,0.00125
Valli,10,-0.00063
Valli,14,-0.0009
Valli,19,-0.00286
Valli,24,0.00381
Valli,26,0.00099
Valli,29,-0.00393
Valli,34,-0.00313
Valli,36,-0.00155
Valli,39,0.00468
Valli,42,-0.00143
Valli,46,0.00021
Valli,51,-0.00325
Valli,54,0.00253
Valli,59,-0.00255
Valli,63,-0.0041
Valli,70,-0.00213
Valli,67,-0.00125
Valli,109,-0.00457
Valli,114,-0.00153
Valli,116,-0.00394
Valli,75,-0.0018
Valli,81,-0.00557
Valli,88,-0.00445
Valli,93,-0.00415
Valli,98,-0.0031
Valli,106,-0.01022
Valli,119,-0.00423
Valli,123,-0.00515
Valli,127,-0.01224
Valli,133,-0.00031
Valli,138,-0.0029
Valli_uusi,154,-0.00195
Valli_uusi,164,0.00173
P_Annan_kruunu,80,0.00433
Viipurin_esikaupunki,1,0.00036
Viipurin_esikaupunki,4,-0.00428
Viipurin_esikaupunki,18,0.00022
Viipurin_esikaupunki,24,-0.00099
Viipurin_esikaupunki,35,0.00398
Viipurin_esikaupunki,45,-0.00014
Viipurin_esikaupunki,54,-0.00229
Viipurin_esikaupunki,62,-0.00295
Viipurin_esikaupunki,74,0.0
Viipurin_esikaupunki,84,-0.0028
Viipurin_esikaupunki,98,-0.00105
Viipurin_esikaupunki,110,-0.00119
Viipurin_esikaupunki,131,-0.00311
Viipurin_esikaupunki,141,-0.00097
P_Annan_kruunu,2,-0.00147
Salakkalahti,4,0.00091
Salakkalahti,8,-0.00099
Salakkalahti,11,-0.00783
Salakkalahti,13,-0.00616
Salakkalahti,15,-0.00182
Salakkalahti,18,-0.001
Repola,1,-0.00791
Repola,3,-0.00146
Repola,13,-0.00069
Repola,16,-0.00215
Repola,31,-0.01508
Repola,84,0.00021
Pantsarlahti,20,0.00494
Pantsarlahti,25,0.00261
Pantsarlahti,34,0.00275
Pantsarlahti,36,-0.00871
Pantsarlahti,41,0.00565
Pantsarlahti,45,0.00555
Pantsarlahti,49,0.00626
Pantsarlahti,51,0.0016
Pantsarlahti,56,0.00474
Pantsarlahti,60,0.00582
Pantsarlahti,67,0.00545
Pantsarlahti,71,0.00618
Pantsarlahti,75,0.00276
Pantsarlahti,80,0.00575
Pantsarlahti,91,0.0059
Pantsarlahti,94,0.00466
Pantsarlahti,99,0.00413
Anina,36,0.00182
Anina,37,0.00319
Anina,63,-0.00242
Anina,66,0.00319
Anina,75,0.00334
Anina,106,0.00215
Anina,107,-0.00414
Anina,116,0.00363
Anina,120,0.00219
Papula,4,-0.0076
Papula,18,0.0015
Papula,23,0.00686
Papula,33,0.00573
Saunalahti,1,-0.0007
Saunalahti,11,-0.00126
Pietarin_esikaupunki,8,0.0077
Pietarin_esikaupunki,15,-0.00171
Pietarin_esikaupunki,16,-0.00233
Pietarin_esikaupunki,22,-0.00455
Pietarin_esikaupunki,23,-0.00394
Pietarin_esikaupunki,36,-0.00107
Pietarin_esikaupunki,41,-0.00246
Pietarin_esikaupunki,44,0.00735
Pietarin_esikaupunki,52,-0.00024
Pietarin_esikaupunki,56,0.0005
Pietarin_esikaupunki,65,-0.00087
Pietarin_esikaupunki,75,-0.0019
Pietarin_esikaupunki,86,0.00221
Pietarin_esikaupunki,97,-0.00925
Pietarin_esikaupunki,104,-0.00137
Pietarin_esikaupunki,116,-0.00309
Pietarin_esikaupunki,119,0.00257
Pietarin_esikaupunki,131,-0.00481
Pietarin_esikaupunki,138,-0.0001
Pietarin_esikaupunki,142,0.00053
Pietarin_esikaupunki,151,-0.00232
Pietarin_esikaupunki,163,-0.00308
Pietarin_esikaupunki,167,0.00253
Pietarin_esikaupunki,175,-0.00354
Pietarin_esikaupunki,183,-0.00306
Pietarin_esikaupunki,192,-0.00058
Pietarin_esikaupunki,198,-0.00222
Pietarin_esikaupunki,210,-0.00368
Pietarin_esikaupunki,213,-0.00136
Pietarin_esikaupunki,220,-0.00343
Pietarin_esikaupunki,226,9e-05
Pietarin_esikaupunki,232,-0.00069
Pietarin_esikaupunki,243,-0.00032
Pietarin_esikaupunki,255,0.00212
Pietarin_esikaupunki,267,-0.00063
