,,S
Valli,2,-0.00106
Valli,6,-0.00098
Valli,9,-0.00131
Valli,12,-0.00081
Valli,17,-0.00042
Valli,20,-0.00055
Valli,25,0.01335
Valli,27,0.00355
Valli,29,0.00021
Valli,35,0.00437
Valli,37,0.00201
Valli,40,-0.0029
Valli,42,-0.00203
Valli,45,-0.00204
Valli,46,0.00255
Valli,50,-0.00259
Valli,52,-0.00248
Valli,53,-0.00168
Valli,56,-0.00041
Valli,59,-0.00201
Valli,61,-0.00169
Valli,64,-0.00537
Valli,65,-0.00187
Valli,69,-0.00239
Valli,67,-0.00332
Valli,108,-0.0038
Valli,110,0.00189
Valli,113,0.00917
Valli,116,-0.00606
Valli,71,-0.00147
Valli,74,-0.00156
Valli,75,-0.00131
Valli,81,0.00125
Valli,85,-0.00134
Valli,89,-0.00133
Valli,94,0.00368
Valli,97,-0.00197
Valli,104,-0.00117
Valli,118,-0.00327
Valli,120,0.00192
Valli,122,0.01452
Valli,125,-0.00257
Valli,127,-0.00201
Valli,130,-0.00159
Valli,134,-0.00163
Valli_uusi,143,-0.00597
Valli_uusi,146,0.01402
Valli_uusi,151,-0.00306
Valli_uusi,152,-0.0039
Valli_uusi,153,0.02365
Valli_uusi,168,-0.00042
Valli_uusi,175,-0.00131
Valli_uusi,178,-0.00178
P_Annan_kruunu,1,0.00087
Viipurin_esikaupunki,3,-0.00036
Viipurin_esikaupunki,8,0.00559
Viipurin_esikaupunki,15,0.00117
Viipurin_esikaupunki,21,0.00137
Viipurin_esikaupunki,28,0.00206
Viipurin_esikaupunki,31,-0.00205
Viipurin_esikaupunki,45,0.01329
Viipurin_esikaupunki,53,-0.00117
Viipurin_esikaupunki,62,-0.00084
Viipurin_esikaupunki,84,-0.00236
Viipurin_esikaupunki,96,-0.0017
Viipurin_esikaupunki,110,-0.00102
Viipurin_esikaupunki,121,0.00142
Viipurin_esikaupunki,129,0.00099
P_Annan_kruunu,73,0.00809
Salakkalahti,2,-0.00061
Salakkalahti,5,0.0007
Salakkalahti,6,0.00038
Salakkalahti,7,-0.00497
Salakkalahti,9,0.00113
Salakkalahti,10,-0.00244
Salakkalahti,12,-1e-05
Salakkalahti,14,0.00065
Salakkalahti,16,-0.00146
Salakkalahti,17,0.00062
Salakkalahti,18,6e-05
Repola,2,-0.00303
Repola,4,0.00088
Repola,8,0.00252
Repola,11,0.00172
Repola,13,0.00116
Repola,15,0.00044
Repola,16,0.00053
Repola,18,-0.00041
Repola,20,0.00051
Repola,21,0.002
Repola,22,-0.016
Repola,23,0.00031
Repola,28,-2e-05
Repola,30,-0.00366
Repola,31,-0.00062
Repola,26,-0.00171
Repola,32,-0.00143
Repola,34,-0.00274
Repola,44,-0.00188
Repola,49,-0.00198
Repola,35,-0.00098
Repola,36,-0.0047
Repola,38,-0.00038
Repola,39,0.00011
Repola,55,0.00287
Repola,56,-0.00061
Repola,58,0.0001
Repola,59,-0.00132
Repola,63,0.00257
Repola,66,-0.00091
Repola,67,-0.00073
Repola,68,-0.00204
Repola,70,0.00099
Repola,77,-0.00106
Repola,78,-0.0006
Repola,88,0.00045
Repola,89,-0.00427
Repola,91,-0.00032
Repola,92,0.00083
Repola,93,0.00045
Repola,94,0.00051
Repola,96,-0.00399
Repola,98,0.00031
Repola,100,-0.00162
Repola,102,-0.00572
Repola,104,0.00211
Repola,106,0.00111
Repola,107,0.00272
Repola,108,-0.00038
Pantsarlahti,3,-0.0028
Pantsarlahti,4,0.00024
Pantsarlahti,5,0.00097
Pantsarlahti,7,0.00024
Pantsarlahti,11,0.00103
Pantsarlahti,14,0.00132
Pantsarlahti,15,-0.00286
Pantsarlahti,16,0.00108
Pantsarlahti,19,0.00048
Pantsarlahti,20,-0.00395
Pantsarlahti,21,0.00112
Pantsarlahti,22,0.00166
Pantsarlahti,23,0.00117
Pantsarlahti,24,0.00125
