,,S
Valli,2,0.00176
Valli,6,5e-05
Valli,9,-0.00025
Valli,11,-0.00364
Valli,14,-0.00059
Valli,19,-0.00131
Valli,23,-0.00206
Valli,26,-0.0004
Valli,29,0.00229
Valli,33,-0.00151
Valli,36,-0.00025
Valli,37,-0.00048
Valli,38,-0.00035
Valli,39,0.00082
Valli,42,-0.00137
Valli,44,-0.00017
Valli,46,0.00017
Valli,49,-0.00116
Valli,50,-0.0055
Valli,52,-0.00177
Valli,53,0.00079
Valli,54,0.00204
Valli,57,0.00124
Valli,58,-0.00012
Valli,60,-0.00154
Valli,63,-0.00358
Valli,64,-0.00222
Valli,68,-0.00356
Valli,70,-0.001
Valli,66,-0.00329
Valli,109,-0.00152
Valli,111,-0.00368
Valli,116,0.00019
Valli,117,0.00096
Valli,72,-0.00296
Valli,74,-0.00184
Valli,77,-0.00164
Valli,82,0.00017
Valli,87,-0.00206
Valli,90,-0.00244
Valli,94,0.01122
Valli,97,-0.0023
Valli,106,0.00112
Valli,120,-0.00096
Valli,123,-0.00107
Valli,126,-1e-05
Valli,127,-0.00051
Valli,130,0.00037
Valli,134,0.00227
Valli,138,-0.00131
Valli,145,-0.00166
Valli,150,0.00121
Valli,151,-0.00108
Valli,163,0.00186
Valli,166,0.00183
Valli,173,0.00294
Valli,178,0.00175
P_Annan_kruunu,1,0.00051
P_Annan_kruunu,80,0.00087
Viipurin_esikaupunki,2,-0.00059
Viipurin_esikaupunki,6,-0.00234
Viipurin_esikaupunki,9,0.00022
Viipurin_esikaupunki,15,0.00105
Viipurin_esikaupunki,20,-0.00183
Viipurin_esikaupunki,30,-0.00105
Viipurin_esikaupunki,45,-0.00207
Viipurin_esikaupunki,48,0.0032
Viipurin_esikaupunki,54,-0.00014
Viipurin_esikaupunki,61,-0.00106
Viipurin_esikaupunki,70,-0.00256
Viipurin_esikaupunki,87,0.00032
Viipurin_esikaupunki,95,-0.00083
Viipurin_esikaupunki,106,1e-05
Viipurin_esikaupunki,118,-0.00143
Viipurin_esikaupunki,129,0.00183
Viipurin_esikaupunki,139,-0.00114
Salakkalahti,1,0.00107
Salakkalahti,4,-3e-05
Salakkalahti,6,-0.00184
Salakkalahti,7,-0.00176
Salakkalahti,9,-0.00085
Salakkalahti,11,0.00346
Salakkalahti,13,-0.00175
Salakkalahti,16,-0.00117
Salakkalahti,17,-0.00221
Repola,1,-0.0001
Repola,3,0.00457
Repola,5,-0.00027
Repola,8,0.00183
Repola,12,-0.00291
Repola,14,-0.00175
Repola,16,-0.00188
Repola,17,-0.00221
Repola,18,-0.0015
Repola,20,-0.00151
Repola,23,-0.00314
Repola,30,-0.0053
Repola,31,-0.00169
Repola,26,-0.00081
Repola,27,-0.00076
Repola,34,-0.00043
Repola,35,0.00114
Repola,36,-0.00384
Repola,39,-0.00053
Repola,59,-0.00096
Repola,61,-0.00188
Repola,66,-0.00233
Repola,69,-0.00088
Repola,77,-0.00401
Repola,81,-0.00158
Repola,88,-0.00292
Repola,92,-0.00086
Repola,93,-0.00171
Repola,95,0.00034
Repola,97,-0.00178
Repola,101,-0.00258
Repola,103,-0.00052
Repola,104,-0.00144
Repola,105,-0.00145
Repola,106,-0.00254
Repola,107,-0.00231
Pantsarlahti,1,0.00042
Pantsarlahti,3,0.00022
Pantsarlahti,4,0.00268
Pantsarlahti,6,0.00122
Pantsarlahti,7,0.00172
Pantsarlahti,10,-0.00298
Pantsarlahti,13,-0.00463
Pantsarlahti,14,-0.0007
Pantsarlahti,15,2e-05
Pantsarlahti,19,0.00156
Pantsarlahti,20,0.00205
Pantsarlahti,21,0.00242
Pantsarlahti,22,0.00053
Pantsarlahti,23,0.00073
Pantsarlahti,25,0.00307
Pantsarlahti,28,0.00229
Pantsarlahti,29,0.00205
Pantsarlahti,32,0.00205
Pantsarlahti,34,-0.00295
Pantsarlahti,36,0.00219
Pantsarlahti,37,-0.00247
Pantsarlahti,39,0.00088
Pantsarlahti,40,0.00201
Pantsarlahti,41,-0.00376
Pantsarlahti,44,0.00193
Pantsarlahti,46,0.00203
Pantsarlahti,47,-0.00075
Pantsarlahti,48,0.0018
Pantsarlahti,50,0.00111
Pantsarlahti,52,0.00151
Pantsarlahti,53,-0.00102
Pantsarlahti,56,0.00086
Pantsarlahti,58,0.00171
Pantsarlahti,60,0.00233
Pantsarlahti,62,-0.00065
Pantsarlahti,66,0.00133
Pantsarlahti,67,0.0009
Pantsarlahti,69,-0.00046
Pantsarlahti,72,-0.00148
Pantsarlahti,76,0.00058
Pantsarlahti,78,0.00161
Pantsarlahti,80,0.00217
Pantsarlahti,85,0.00038
Pantsarlahti,87,-0.00164
Pantsarlahti,93,-0.00168
Pantsarlahti,98,-0.00089
Anina,1,0.00147
Anina,9,-0.00187
Anina,13,0.00043
Anina,19,0.00016
Anina,33,0.00041
Anina,36,0.00216
Anina,38,0.0018
Anina,39,0.00189
Anina,42,0.00213
Anina,48,0.00222
Anina,50,-0.00106
Anina,51,0.00142
Anina,56,-0.00057
Anina,59,-0.00674
Anina,61,0.0016
Anina,64,-0.00081
Anina,66,0.00163
Anina,74,0.00074
Anina,76,0.00076
Anina,79,0.0022
Anina,82,0.00031
Anina,85,0.00176
Anina,87,0.00064
Anina,89,-5e-05
Anina,101,0.00202
Anina,103,0.00226
Anina,104,-0.00511
Anina,107,0.00132
Anina,110,0.00019
Anina,112,0.00024
Anina,113,-0.00109
Anina,114,0.00068
Anina,115,-0.00559
Anina,118,-0.00129
Anina,121,-0.00089
Anina,125,-0.00028
Anina,127,-0.00213
Anina,129,-0.00269
Anina,131,-0.00187
Papula,16,-0.00049
Papula,17,-0.00278
Papula,18,0.0006
Papula,19,-0.00114
Papula,22,0.00335
Papula,25,0.00233
Papula,30,-0.00645
Papula,32,-0.00317
Papula,33,-0.00287
Papula,36,-0.00226
Papula,41,0.00023
Papula,56,0.00121
Saunalahti,6,0.00281
Saunalahti,16,0.0015
Pietarin_esikaupunki,8,-0.00036
Pietarin_esikaupunki,14,-3e-05
Pietarin_esikaupunki,15,-0.00377
Pietarin_esikaupunki,16,-0.00073
Pietarin_esikaupunki,28,-0.00159
Pietarin_esikaupunki,36,0.00149
Pietarin_esikaupunki,42,-0.00365
Pietarin_esikaupunki,47,0.00468
Pietarin_esikaupunki,64,-0.00237
Pietarin_esikaupunki,82,-0.0003
Pietarin_esikaupunki,106,-0.00741
Pietarin_esikaupunki,128,3e-05
Pietarin_esikaupunki,140,-0.00084
Pietarin_esikaupunki,150,-0.00122
Pietarin_esikaupunki,156,0.00056
Pietarin_esikaupunki,163,-0.00159
Pietarin_esikaupunki,173,-0.00048
Pietarin_esikaupunki,175,-0.00029
Pietarin_esikaupunki,192,-0.00175
Pietarin_esikaupunki,196,-0.00186
Pietarin_esikaupunki,226,-0.00083
