,,S
Valli,2,0.00175
Valli,6,0.00019
Valli,9,-0.0002
Valli,11,-0.0034
Valli,14,7e-05
Valli,19,-0.00165
Valli,23,-0.00167
Valli,26,-0.00027
Valli,29,0.00438
Valli,33,-0.00031
Valli,36,0.0002
Valli,37,-0.00039
Valli,38,-0.00011
Valli,39,8e-05
Valli,42,-0.0014
Valli,44,-0.00169
Valli,46,-0.0014
Valli,49,-0.00094
Valli,50,-0.00449
Valli,52,-0.00119
Valli,53,0.00052
Valli,54,0.00168
Valli,57,0.00082
Valli,58,-0.00017
Valli,60,-0.00127
Valli,63,-0.00308
Valli,64,-0.00204
Valli,68,-0.00362
Valli,70,-0.0002
Valli,66,-0.00328
Valli,109,-0.00141
Valli,111,-0.00177
Valli,116,-0.00146
Valli,117,-0.00015
Valli,72,-0.00247
Valli,74,-0.00148
Valli,77,-0.00078
Valli,82,0.00142
Valli,87,-0.00196
Valli,90,-0.00225
Valli,94,0.01474
Valli,97,-0.0024
Valli,106,0.00153
Valli,120,-0.00129
Valli,123,-0.00087
Valli,126,-0.00043
Valli,127,-0.00065
Valli,130,0.00041
Valli,134,0.00211
Valli,138,-0.00104
Valli,145,-0.00545
Valli,150,0.00132
Valli,151,-0.0006
Valli,163,0.00177
Valli,166,0.00201
Valli,173,0.00379
Valli,178,0.00279
P_Annan_kruunu,1,-0.00049
P_Annan_kruunu,80,-0.00016
Viipurin_esikaupunki,2,0.00031
Viipurin_esikaupunki,6,-0.00232
Viipurin_esikaupunki,9,-0.00178
Viipurin_esikaupunki,15,-0.00034
Viipurin_esikaupunki,20,-0.00133
Viipurin_esikaupunki,30,-0.00148
Viipurin_esikaupunki,45,-0.00128
Viipurin_esikaupunki,48,0.00475
Viipurin_esikaupunki,54,-0.00134
Viipurin_esikaupunki,61,-0.00164
Viipurin_esikaupunki,70,-0.00266
Viipurin_esikaupunki,87,0.00103
Viipurin_esikaupunki,95,0.00025
Viipurin_esikaupunki,106,-3e-05
Viipurin_esikaupunki,118,-0.0013
Viipurin_esikaupunki,129,0.00302
Viipurin_esikaupunki,139,-0.00054
Salakkalahti,1,-0.00028
Salakkalahti,4,-0.00138
Salakkalahti,6,-0.0029
Salakkalahti,7,-0.00056
Salakkalahti,9,-0.00029
Salakkalahti,11,0.00458
Salakkalahti,13,-0.00177
Salakkalahti,16,-0.00091
Salakkalahti,17,-0.00221
Repola,1,0.00073
Repola,3,0.004
Repola,5,-0.00078
Repola,8,0.00076
Repola,12,-0.0016
Repola,14,-0.00167
Repola,16,-0.00202
Repola,17,-0.00239
Repola,18,-0.00182
Repola,20,-0.00266
Repola,23,-0.00116
Repola,30,0.0009
Repola,31,-0.00189
Repola,26,-0.00154
Repola,27,-0.00305
Repola,34,-0.00039
Repola,35,0.00068
Repola,36,-0.00341
Repola,39,0.00047
Repola,59,-0.00048
Repola,61,-0.00126
Repola,66,-0.00326
Repola,69,-0.00199
Repola,77,0.00111
Repola,81,-0.0029
Repola,88,0.00164
Repola,92,-0.00084
Repola,93,-0.00167
Repola,95,0.00119
Repola,97,-0.00215
Repola,101,-0.00284
Repola,103,-0.0004
Repola,104,-0.00132
Repola,105,-0.00099
Repola,106,-0.00252
Repola,107,-0.00232
Pantsarlahti,1,-0.00122
Pantsarlahti,3,0.00074
Pantsarlahti,4,0.00267
Pantsarlahti,6,0.0021
Pantsarlahti,7,0.00201
Pantsarlahti,10,-0.00361
Pantsarlahti,13,-0.00961
Pantsarlahti,14,0.00052
Pantsarlahti,15,0.00085
Pantsarlahti,19,0.00198
Pantsarlahti,20,0.00264
Pantsarlahti,21,0.00309
Pantsarlahti,22,0.0012
Pantsarlahti,23,0.00197
Pantsarlahti,25,0.00468
Pantsarlahti,28,0.00296
Pantsarlahti,29,0.00265
Pantsarlahti,32,0.00263
Pantsarlahti,34,-0.00303
Pantsarlahti,36,0.00283
Pantsarlahti,37,-0.00241
Pantsarlahti,39,0.00139
Pantsarlahti,40,0.00259
Pantsarlahti,41,-0.00379
Pantsarlahti,44,0.00243
Pantsarlahti,46,0.00237
Pantsarlahti,47,-0.0004
Pantsarlahti,48,0.0021
Pantsarlahti,50,0.00162
Pantsarlahti,52,0.00167
Pantsarlahti,53,-0.00069
Pantsarlahti,56,0.0017
Pantsarlahti,58,0.0019
Pantsarlahti,60,0.00278
Pantsarlahti,62,-0.00033
Pantsarlahti,66,0.0015
Pantsarlahti,67,0.00111
Pantsarlahti,69,0.00012
Pantsarlahti,72,-0.00395
Pantsarlahti,76,0.00111
Pantsarlahti,78,0.00176
Pantsarlahti,80,0.00238
Pantsarlahti,85,0.00061
Pantsarlahti,87,-0.00105
Pantsarlahti,93,-0.00364
Pantsarlahti,98,-0.00275
Anina,1,0.00125
Anina,9,-0.00426
Anina,13,0.00078
Anina,19,0.00045
Anina,33,0.00092
Anina,36,0.00239
Anina,38,0.00215
Anina,39,0.00233
Anina,42,0.00273
Anina,48,0.00228
Anina,50,-0.00087
Anina,51,0.00115
Anina,56,-0.00027
Anina,59,-0.00704
Anina,61,0.00204
Anina,64,-0.00047
Anina,66,0.0018
Anina,74,0.00101
Anina,76,0.00109
Anina,79,0.00273
Anina,82,0.00056
Anina,85,0.00191
Anina,87,0.00077
Anina,89,6e-05
Anina,101,0.00221
Anina,103,0.00263
Anina,104,-0.00512
Anina,107,0.00175
Anina,110,0.00044
Anina,112,0.00082
Anina,113,-0.00089
Anina,114,0.00126
Anina,115,-0.0054
Anina,118,-0.00329
Anina,121,-0.00194
Anina,125,-0.00151
Anina,127,-0.0001
Anina,129,-0.00442
Anina,131,0.00024
Papula,16,0.00148
Papula,17,-0.00271
Papula,18,0.00083
Papula,19,-0.00094
Papula,22,0.00257
Papula,25,0.00293
Papula,30,-0.00639
Papula,32,-0.003
Papula,33,-0.00295
Papula,36,-0.00316
Papula,41,0.0002
Papula,56,0.00047
Saunalahti,6,0.00295
Saunalahti,16,0.00135
Pietarin_esikaupunki,8,0.00316
Pietarin_esikaupunki,14,-3e-05
Pietarin_esikaupunki,15,-0.00447
Pietarin_esikaupunki,16,8e-05
Pietarin_esikaupunki,28,-0.00118
Pietarin_esikaupunki,36,0.00173
Pietarin_esikaupunki,42,-0.00326
Pietarin_esikaupunki,47,0.00417
Pietarin_esikaupunki,64,-0.00193
Pietarin_esikaupunki,82,0.00102
Pietarin_esikaupunki,106,-0.00759
Pietarin_esikaupunki,128,2e-05
Pietarin_esikaupunki,140,-0.00064
Pietarin_esikaupunki,150,-0.001
Pietarin_esikaupunki,156,0.00043
Pietarin_esikaupunki,163,-0.00199
Pietarin_esikaupunki,173,-0.00213
Pietarin_esikaupunki,175,-0.00178
Pietarin_esikaupunki,192,-0.0029
Pietarin_esikaupunki,196,-0.00298
Pietarin_esikaupunki,226,-0.00049
