,,S
Valli,2,-0.0011
Valli,6,-0.0012
Valli,9,-0.00118
Valli,12,-0.00089
Valli,17,-0.00054
Valli,20,-0.00059
Valli,25,0.01299
Valli,27,0.00276
Valli,29,0.00014
Valli,35,0.00406
Valli,37,0.00192
Valli,40,-0.00261
Valli,42,-0.00196
Valli,45,-0.0021
Valli,46,0.00237
Valli,50,-0.00237
Valli,52,-0.00215
Valli,53,-0.00133
Valli,56,9e-05
Valli,59,-0.00186
Valli,61,-0.00147
Valli,64,-0.00509
Valli,65,-0.00185
Valli,69,-0.00224
Valli,67,-0.00331
Valli,108,-0.0038
Valli,110,0.00151
Valli,113,0.00882
Valli,116,-0.00552
Valli,71,-0.00167
Valli,74,-0.00081
Valli,75,-0.00089
Valli,81,0.00083
Valli,85,-0.00137
Valli,89,-0.00126
Valli,94,0.00309
Valli,97,-0.002
Valli,104,-0.00122
Valli,118,-0.00327
Valli,120,0.00163
Valli,122,0.01411
Valli,125,-0.00258
Valli,127,-0.00169
Valli,130,-0.0014
Valli,134,-0.00136
Valli_uusi,143,-0.00548
Valli_uusi,146,0.01514
Valli_uusi,151,-0.00312
Valli_uusi,152,-0.00396
Valli_uusi,153,0.02366
Valli_uusi,168,-0.00058
Valli_uusi,175,-0.0013
Valli_uusi,178,-0.00175
P_Annan_kruunu,1,0.00085
Viipurin_esikaupunki,3,-0.00041
Viipurin_esikaupunki,8,0.00539
Viipurin_esikaupunki,15,0.00112
Viipurin_esikaupunki,21,0.00105
Viipurin_esikaupunki,28,0.00183
Viipurin_esikaupunki,31,-0.00203
Viipurin_esikaupunki,45,0.01294
Viipurin_esikaupunki,53,-0.00111
Viipurin_esikaupunki,62,-0.00116
Viipurin_esikaupunki,84,-0.00221
Viipurin_esikaupunki,96,-0.00141
Viipurin_esikaupunki,110,-0.00074
Viipurin_esikaupunki,121,0.00115
Viipurin_esikaupunki,129,0.00091
P_Annan_kruunu,73,0.00789
Salakkalahti,2,-0.00053
Salakkalahti,5,0.00091
Salakkalahti,6,0.00079
Salakkalahti,7,-0.00546
Salakkalahti,9,0.00096
Salakkalahti,10,-0.00249
Salakkalahti,12,0.00013
Salakkalahti,14,0.00092
Salakkalahti,16,-0.00151
Salakkalahti,17,0.00091
Salakkalahti,18,0.00023
Repola,2,-0.0032
Repola,4,0.00078
Repola,8,0.00094
Repola,11,0.00168
Repola,13,0.00117
Repola,15,0.00076
Repola,16,0.00091
Repola,18,-0.0004
Repola,20,0.00077
Repola,21,0.00209
Repola,22,-0.01633
Repola,23,0.00057
Repola,28,7e-05
Repola,30,-0.00397
Repola,31,-0.0006
Repola,26,-0.00193
Repola,32,-0.00189
Repola,34,-0.00294
Repola,44,-0.00168
Repola,49,-0.00204
Repola,35,-0.00101
Repola,36,-0.00496
Repola,38,-0.00039
Repola,39,9e-05
Repola,55,0.00498
Repola,56,-9e-05
Repola,58,0.0008
Repola,59,-0.00157
Repola,63,0.00297
Repola,66,-0.00111
Repola,67,-0.00077
Repola,68,-0.00215
Repola,70,0.00092
Repola,77,-0.00073
Repola,78,-0.00053
Repola,88,0.00045
Repola,89,-0.00456
Repola,91,-9e-05
Repola,92,0.00098
Repola,93,0.00061
Repola,94,0.00075
Repola,96,-0.00403
Repola,98,-1e-05
Repola,100,-0.00167
Repola,102,-0.00581
Repola,104,0.00187
Repola,106,0.00097
Repola,107,0.00237
Repola,108,-0.00045
Pantsarlahti,3,-0.00301
Pantsarlahti,4,0.00029
Pantsarlahti,5,0.00104
Pantsarlahti,7,0.0001
Pantsarlahti,11,0.00113
Pantsarlahti,14,0.0012
Pantsarlahti,15,-0.00287
Pantsarlahti,16,0.00095
Pantsarlahti,19,6e-05
Pantsarlahti,20,-0.00377
Pantsarlahti,21,0.00098
Pantsarlahti,22,0.00146
Pantsarlahti,23,0.00107
Pantsarlahti,24,0.00134
Pantsarlahti,25,-0.00081
Pantsarlahti,27,0.00092
Pantsarlahti,29,-0.00177
Pantsarlahti,32,0.0002
Pantsarlahti,34,0.00105
Pantsarlahti,36,0.00084
Pantsarlahti,38,0.00036
Pantsarlahti,40,0.00113
Pantsarlahti,42,0.0005
Pantsarlahti,43,0.00028
Pantsarlahti,45,0.00129
Pantsarlahti,46,-0.00364
Pantsarlahti,47,0.00129
Pantsarlahti,49,0.00092
Pantsarlahti,50,0.00062
Pantsarlahti,52,0.00136
Pantsarlahti,54,0.00115
Pantsarlahti,57,0.00073
Pantsarlahti,60,-0.0015
Pantsarlahti,63,-0.00126
Pantsarlahti,66,-0.00212
Pantsarlahti,69,0.00016
Pantsarlahti,72,-0.00051
Pantsarlahti,75,-0.00061
Pantsarlahti,78,-0.00157
Pantsarlahti,80,-0.00097
Pantsarlahti,84,-0.00053
Pantsarlahti,86,-0.00108
Pantsarlahti,87,-0.00205
Pantsarlahti,92,-0.00223
Pantsarlahti,94,-0.00113
Pantsarlahti,98,-0.00079
Anina,1,0.0
Anina,8,0.00167
Anina,9,0.00027
Anina,13,-0.00032
Anina,23,0.0009
Anina,32,0.00084
Anina,34,-0.0015
Anina,38,0.00129
Anina,40,0.00116
Anina,43,-0.00259
Anina,48,-0.00023
Anina,50,0.00123
Anina,53,-0.0045
Anina,56,-0.0012
Anina,59,-0.00237
Anina,62,0.00124
Anina,64,-0.00118
Anina,66,0.00105
Anina,74,0.00109
Anina,76,0.00122
Anina,77,0.00018
Anina,78,0.00037
Anina,79,0.00044
Anina,82,0.00127
Anina,86,-0.00034
Anina,88,0.00084
Anina,89,0.0007
Anina,90,0.00095
Anina,91,0.00088
Anina,93,0.00227
Anina,95,0.00035
Anina,99,-0.00259
Anina,102,0.00139
Anina,103,0.00105
Anina,105,0.00112
Anina,107,-0.00229
Anina,110,0.00111
Anina,113,0.00212
Anina,115,0.00129
Anina,116,-2e-05
Anina,119,-0.00117
Anina,120,0.00026
Anina,123,-0.00655
Anina,126,-0.00033
Anina,128,-0.00194
Anina,131,-0.00296
Anina,132,0.00159
Papula,14,0.00023
Papula,15,-0.00997
Papula,16,-0.00149
Papula,17,0.00087
Papula,18,-0.00665
Papula,21,0.0007
Papula,25,-0.00055
Papula,30,0.00216
Papula,32,0.001
Papula,33,0.00129
Papula,34,-0.0006
Papula,35,0.00017
Papula,36,-0.00465
Papula,41,0.00133
Papula,59,0.00114
Saunalahti,11,0.00449
Pietarin_esikaupunki,15,4e-05
Pietarin_esikaupunki,47,0.00235
Pietarin_esikaupunki,165,-0.00108
Pietarin_esikaupunki,192,-0.00102
