,,S
Valli,2,0.00185
Valli,6,0.00017
Valli,9,-0.00019
Valli,11,-0.00378
Valli,14,-0.00019
Valli,19,-0.0016
Valli,23,-0.00188
Valli,26,-0.00026
Valli,29,0.00457
Valli,33,-0.00072
Valli,36,9e-05
Valli,37,-0.00043
Valli,38,-0.00017
Valli,39,-7e-05
Valli,42,-0.00138
Valli,44,-0.00107
Valli,46,-0.00088
Valli,49,-0.0011
Valli,50,-0.00493
Valli,52,-0.00146
Valli,53,0.0008
Valli,54,0.00208
Valli,57,0.00123
Valli,58,7e-05
Valli,60,-0.00139
Valli,63,-0.00321
Valli,64,-0.00215
Valli,68,-0.0037
Valli,70,-0.00033
Valli,66,-0.00337
Valli,109,-0.00147
Valli,111,-0.00285
Valli,116,-0.00065
Valli,117,0.00044
Valli,72,-0.00302
Valli,74,-0.00151
Valli,77,-0.00119
Valli,82,0.00128
Valli,87,-0.00205
Valli,90,-0.00236
Valli,94,0.01451
Valli,97,-0.0024
Valli,106,0.00144
Valli,120,-0.00118
Valli,123,-0.00096
Valli,126,-0.00024
Valli,127,-0.00054
Valli,130,0.00048
Valli,134,0.00238
Valli,138,-0.00123
Valli,145,-0.00365
Valli,150,0.00117
Valli,151,-0.00087
Valli,163,0.00186
Valli,166,0.00193
Valli,173,0.00343
Valli,178,0.00225
P_Annan_kruunu,1,-7e-05
P_Annan_kruunu,80,0.00032
Viipurin_esikaupunki,2,-9e-05
Viipurin_esikaupunki,6,-0.00235
Viipurin_esikaupunki,9,-0.00089
Viipurin_esikaupunki,15,0.00036
Viipurin_esikaupunki,20,-0.00163
Viipurin_esikaupunki,30,-0.00134
Viipurin_esikaupunki,45,-0.00163
Viipurin_esikaupunki,48,0.00389
Viipurin_esikaupunki,54,-0.00088
Viipurin_esikaupunki,61,-0.00141
Viipurin_esikaupunki,70,-0.00262
Viipurin_esikaupunki,87,0.00068
Viipurin_esikaupunki,95,-0.00023
Viipurin_esikaupunki,106,-1e-05
Viipurin_esikaupunki,118,-0.00135
Viipurin_esikaupunki,129,0.00273
Viipurin_esikaupunki,139,-0.00085
Salakkalahti,1,0.00045
Salakkalahti,4,-0.00078
Salakkalahti,6,-0.00236
Salakkalahti,7,-0.00136
Salakkalahti,9,-0.00052
Salakkalahti,11,0.00468
Salakkalahti,13,-0.00185
Salakkalahti,16,-0.00101
Salakkalahti,17,-0.00229
Repola,1,0.00049
Repola,3,0.00417
Repola,5,-0.00052
Repola,8,0.00143
Repola,12,-0.00231
Repola,14,-0.00173
Repola,16,-0.00208
Repola,17,-0.00228
Repola,18,-0.00158
Repola,20,-0.0017
Repola,23,-0.00222
Repola,30,-0.00248
Repola,31,-0.00191
Repola,26,-0.00114
Repola,27,-0.00217
Repola,34,-0.00039
Repola,35,0.00112
Repola,36,-0.00373
Repola,39,0.00065
Repola,59,-0.00061
Repola,61,-0.00159
Repola,66,-0.0031
Repola,69,-0.00152
Repola,77,-0.00122
Repola,81,-0.00238
Repola,88,-0.00044
Repola,92,-0.00084
Repola,93,-0.00183
Repola,95,0.00085
Repola,97,-0.00195
Repola,101,-0.00285
Repola,103,-0.00051
Repola,104,-0.00131
Repola,105,-0.00112
Repola,106,-0.00253
Repola,107,-0.00249
Pantsarlahti,1,-0.00024
Pantsarlahti,3,0.00048
Pantsarlahti,4,0.00272
Pantsarlahti,6,0.00174
Pantsarlahti,7,0.00183
Pantsarlahti,10,-0.00321
Pantsarlahti,13,-0.00751
Pantsarlahti,14,-0.0001
Pantsarlahti,15,0.00039
Pantsarlahti,19,0.0018
Pantsarlahti,20,0.00236
Pantsarlahti,21,0.00273
Pantsarlahti,22,0.00081
Pantsarlahti,23,0.00131
Pantsarlahti,25,0.00383
Pantsarlahti,28,0.00264
Pantsarlahti,29,0.00236
Pantsarlahti,32,0.00236
Pantsarlahti,34,-0.00299
Pantsarlahti,36,0.00251
Pantsarlahti,37,-0.00243
Pantsarlahti,39,0.00116
Pantsarlahti,40,0.00232
Pantsarlahti,41,-0.00379
Pantsarlahti,44,0.00222
Pantsarlahti,46,0.00224
Pantsarlahti,47,-0.00055
Pantsarlahti,48,0.00199
Pantsarlahti,50,0.0014
Pantsarlahti,52,0.0016
Pantsarlahti,53,-0.00082
Pantsarlahti,56,0.00133
Pantsarlahti,58,0.00182
Pantsarlahti,60,0.00262
Pantsarlahti,62,-0.00047
Pantsarlahti,66,0.0014
Pantsarlahti,67,0.00097
Pantsarlahti,69,-0.00019
Pantsarlahti,72,-0.00277
Pantsarlahti,76,0.00085
Pantsarlahti,78,0.00168
Pantsarlahti,80,0.00233
Pantsarlahti,85,0.00051
Pantsarlahti,87,-0.00132
Pantsarlahti,93,-0.0026
Pantsarlahti,98,-0.0018
Anina,1,0.00136
Anina,9,-0.00316
Anina,13,0.00055
Anina,19,0.00031
Anina,33,0.00066
Anina,36,0.00229
Anina,38,0.00202
Anina,39,0.00216
Anina,42,0.00246
Anina,48,0.00234
Anina,50,-0.00095
Anina,51,0.00134
Anina,56,-0.00039
Anina,59,-0.00694
Anina,61,0.00185
Anina,64,-0.00062
Anina,66,0.00172
Anina,74,0.00089
Anina,76,0.00096
Anina,79,0.00254
Anina,82,0.00047
Anina,85,0.00187
Anina,87,0.00069
Anina,89,3e-05
Anina,101,0.00216
Anina,103,0.00252
Anina,104,-0.00518
Anina,107,0.00162
Anina,110,0.00035
Anina,112,0.00058
Anina,113,-0.00098
Anina,114,0.00102
Anina,115,-0.00552
Anina,118,-0.00235
Anina,121,-0.00134
Anina,125,-0.00077
Anina,127,-0.00112
Anina,129,-0.00376
Anina,131,-0.00069
Papula,16,0.00082
Papula,17,-0.0028
Papula,18,0.00114
Papula,19,-0.00098
Papula,22,0.00302
Papula,25,0.00269
Papula,30,-0.0067
Papula,32,-0.00312
Papula,33,-0.00297
Papula,36,-0.00287
Papula,41,0.00038
Papula,56,0.00087
Saunalahti,6,0.00285
Saunalahti,16,0.00135
Pietarin_esikaupunki,8,0.00233
Pietarin_esikaupunki,14,-3e-05
Pietarin_esikaupunki,15,-0.00437
