,,S
Valli,5,-0.00022
Valli,9,-0.00617
Valli,11,-0.00132
Valli,15,-0.00189
Valli,20,-0.00386
Valli,25,0.0005
Valli,28,-0.00138
Valli,34,-0.00258
Valli,37,-0.00195
Valli,39,0.0058
Valli,45,-0.00247
Valli,51,-0.00351
Valli,55,0.00011
Valli,57,-0.00043
Valli,60,-0.00276
Valli,63,0.00562
Valli,68,-0.00182
Valli,70,-0.00346
Valli,66,0.0005
Valli,109,-0.00381
Valli,113,-0.00293
Valli,116,-0.002
Valli,72,-0.00246
Valli,76,-0.00231
Valli,82,-0.00192
Valli,89,0.00198
Valli,93,-0.0027
Valli,98,-0.00255
Valli,106,-0.00309
Valli,118,-0.00169
Valli,121,0.00165
Valli,125,-0.00018
Valli,127,-0.00245
Valli,129,0.00059
Valli,136,0.00144
Valli_uusi,140,0.00284
Valli_uusi,150,0.00349
Valli_uusi,163,0.0027
P_Annan_kruunu,80,0.00491
Viipurin_esikaupunki,2,0.00108
Viipurin_esikaupunki,4,-0.00146
Viipurin_esikaupunki,10,-0.00194
Viipurin_esikaupunki,20,-7e-05
Viipurin_esikaupunki,28,-0.0088
Viipurin_esikaupunki,40,-0.00273
Viipurin_esikaupunki,50,-0.00174
Viipurin_esikaupunki,57,-0.00212
Viipurin_esikaupunki,68,0.0021
Viipurin_esikaupunki,81,-0.00453
Viipurin_esikaupunki,88,0.00311
Viipurin_esikaupunki,95,-0.0001
Viipurin_esikaupunki,102,-0.00202
Viipurin_esikaupunki,115,0.00585
Viipurin_esikaupunki,129,-0.00038
Viipurin_esikaupunki,138,-0.00019
Salakkalahti,3,-0.00039
Salakkalahti,6,-0.00889
Salakkalahti,9,0.00102
Salakkalahti,11,-0.00029
Salakkalahti,14,-0.0014
Salakkalahti,16,-0.00324
Salakkalahti,17,-0.00079
Repola,2,-0.00754
Repola,4,0.0003
Repola,8,0.00043
Repola,15,0.00046
Repola,17,0.00126
Repola,30,0.00121
Repola,25,-0.00395
Repola,57,-0.00069
Repola,102,-0.00026
Pantsarlahti,13,-0.00641
Pantsarlahti,20,0.00256
Pantsarlahti,25,0.00373
Pantsarlahti,30,0.00305
Pantsarlahti,36,0.00554
Pantsarlahti,39,0.00274
Pantsarlahti,42,0.00362
Pantsarlahti,44,0.00374
Pantsarlahti,46,0.00373
Pantsarlahti,48,0.0043
Pantsarlahti,50,-0.00367
Pantsarlahti,56,0.0017
Pantsarlahti,60,0.00245
Pantsarlahti,62,-0.00938
Pantsarlahti,65,0.00456
Pantsarlahti,69,0.00316
Pantsarlahti,74,0.00251
Pantsarlahti,78,0.00218
Pantsarlahti,83,-0.00159
Pantsarlahti,86,-0.00521
Pantsarlahti,92,0.00273
Pantsarlahti,95,0.00364
Anina,13,-0.00167
Anina,37,0.00415
Anina,58,-0.00549
Anina,63,-0.00444
Anina,67,0.00299
Anina,75,-0.00126
Anina,84,0.00061
Anina,106,0.00256
Anina,107,-0.00353
Anina,110,-0.00528
Anina,118,0.00347
Anina,126,0.00228
Papula,4,0.00094
Papula,19,-0.0008
Papula,24,-0.00244
Papula,32,0.005
Papula,41,0.00255
Saunalahti,2,0.00055
Saunalahti,13,-0.00045
Pietarin_esikaupunki,7,0.00812
Pietarin_esikaupunki,11,-0.00184
Pietarin_esikaupunki,15,-0.00325
Pietarin_esikaupunki,18,-0.00142
Pietarin_esikaupunki,19,-0.00185
Pietarin_esikaupunki,21,-0.00491
Pietarin_esikaupunki,28,0.00099
Pietarin_esikaupunki,35,0.00133
Pietarin_esikaupunki,40,-0.00208
Pietarin_esikaupunki,44,0.00747
Pietarin_esikaupunki,49,-0.00108
Pietarin_esikaupunki,52,-0.00102
Pietarin_esikaupunki,57,-0.00024
Pietarin_esikaupunki,67,-0.00136
Pietarin_esikaupunki,81,-0.00249
Pietarin_esikaupunki,103,-0.00197
Pietarin_esikaupunki,106,-0.00157
Pietarin_esikaupunki,113,-0.00501
Pietarin_esikaupunki,123,-0.00083
Pietarin_esikaupunki,133,-0.00127
Pietarin_esikaupunki,140,-0.00038
Pietarin_esikaupunki,144,-0.0028
Pietarin_esikaupunki,157,0.00068
Pietarin_esikaupunki,165,-0.00475
Pietarin_esikaupunki,174,0.00511
Pietarin_esikaupunki,176,-0.00405
Pietarin_esikaupunki,183,-0.00347
Pietarin_esikaupunki,192,0.00056
Pietarin_esikaupunki,197,-0.00224
Pietarin_esikaupunki,205,-0.00311
Pietarin_esikaupunki,206,-0.00792
Pietarin_esikaupunki,211,-0.00279
Pietarin_esikaupunki,215,-0.00161
Pietarin_esikaupunki,225,-0.00237
Pietarin_esikaupunki,232,-0.00054
Pietarin_esikaupunki,245,-0.00543
Pietarin_esikaupunki,258,0.00306
Pietarin_esikaupunki,268,-0.00126
