,,S
Valli,5,-0.00123
Valli,9,-0.00462
Valli,11,-0.0023
Valli,15,-0.0017
Valli,20,-0.00406
Valli,25,0.0011
Valli,28,-0.00104
Valli,34,-0.00278
Valli,37,-0.00179
Valli,39,0.00565
Valli,45,-0.00296
Valli,51,-0.00336
Valli,55,-0.00112
Valli,57,-0.00177
Valli,60,-0.00276
Valli,63,0.00687
Valli,68,-0.00166
Valli,70,-0.00345
Valli,66,0.00115
Valli,109,-0.00387
Valli,113,-0.00208
Valli,116,-0.00187
Valli,72,-0.00217
Valli,76,-0.00222
Valli,82,-0.00252
Valli,89,0.00187
Valli,93,-0.0017
Valli,98,-0.00289
Valli,106,-0.0026
Valli,118,-0.00185
Valli,121,0.00083
Valli,125,-0.00123
Valli,127,-0.00224
Valli,129,0.00018
Valli,136,0.00061
Valli_uusi,140,0.00287
Valli_uusi,150,0.00384
Valli_uusi,163,0.00344
P_Annan_kruunu,80,0.00534
Viipurin_esikaupunki,2,0.00092
Viipurin_esikaupunki,4,-0.00108
Viipurin_esikaupunki,10,-0.00188
Viipurin_esikaupunki,20,0.0004
Viipurin_esikaupunki,28,-0.00789
Viipurin_esikaupunki,40,-0.00281
Viipurin_esikaupunki,50,-0.00163
Viipurin_esikaupunki,57,-0.00247
Viipurin_esikaupunki,68,0.00233
Viipurin_esikaupunki,81,-0.00454
Viipurin_esikaupunki,88,0.00365
Viipurin_esikaupunki,95,0.00032
Viipurin_esikaupunki,102,-0.00201
Viipurin_esikaupunki,115,0.00635
Viipurin_esikaupunki,129,-0.00047
Viipurin_esikaupunki,138,-0.00051
Salakkalahti,3,-0.0003
Salakkalahti,6,-0.00993
Salakkalahti,9,0.00059
Salakkalahti,11,-0.00049
Salakkalahti,14,-0.00128
Salakkalahti,16,-0.00359
Salakkalahti,17,-0.00012
Repola,2,-0.00848
Repola,4,-0.0009
Repola,8,-7e-05
Repola,15,0.00113
Repola,17,0.0007
Repola,30,0.00058
Repola,25,-0.00418
Repola,57,0.00014
Repola,102,-0.00064
Pantsarlahti,13,-0.00868
Pantsarlahti,20,0.00299
Pantsarlahti,25,0.00612
Pantsarlahti,30,0.00336
Pantsarlahti,36,0.00611
Pantsarlahti,39,0.00311
Pantsarlahti,42,0.00397
Pantsarlahti,44,0.00411
Pantsarlahti,46,0.00401
Pantsarlahti,48,0.00463
Pantsarlahti,50,-0.00341
Pantsarlahti,56,0.00263
Pantsarlahti,60,0.00298
Pantsarlahti,62,-0.00953
Pantsarlahti,65,0.00499
Pantsarlahti,69,0.00334
Pantsarlahti,74,0.00268
Pantsarlahti,78,0.00248
Pantsarlahti,83,-0.00136
Pantsarlahti,86,-0.00484
Pantsarlahti,92,0.00304
Pantsarlahti,95,0.0038
Anina,13,-0.00211
Anina,37,0.00437
Anina,58,-0.00519
Anina,63,-0.0042
Anina,67,0.00306
Anina,75,-0.00101
Anina,84,0.00159
Anina,106,0.00317
Anina,107,-0.00344
Anina,110,-0.00514
Anina,118,0.00407
Anina,126,0.0025
Papula,4,0.00147
Papula,19,-0.00062
Papula,24,-0.00229
Papula,32,0.0055
Papula,41,0.00281
Saunalahti,2,0.00023
Saunalahti,13,-0.00085
Pietarin_esikaupunki,7,0.00851
Pietarin_esikaupunki,11,-0.00171
Pietarin_esikaupunki,15,-0.00262
Pietarin_esikaupunki,18,-0.00138
Pietarin_esikaupunki,19,-0.00176
Pietarin_esikaupunki,21,-0.00451
Pietarin_esikaupunki,28,0.00101
Pietarin_esikaupunki,35,0.00058
Pietarin_esikaupunki,40,-0.00183
Pietarin_esikaupunki,44,0.00813
Pietarin_esikaupunki,49,-0.00057
Pietarin_esikaupunki,52,-0.00198
Pietarin_esikaupunki,57,-0.00126
Pietarin_esikaupunki,67,-0.00123
Pietarin_esikaupunki,81,-0.00401
Pietarin_esikaupunki,103,-0.00223
Pietarin_esikaupunki,106,-0.00128
Pietarin_esikaupunki,113,-0.00512
Pietarin_esikaupunki,123,-0.00033
Pietarin_esikaupunki,133,-0.00154
Pietarin_esikaupunki,140,0.00023
Pietarin_esikaupunki,144,-0.00273
Pietarin_esikaupunki,157,0.00042
Pietarin_esikaupunki,165,-0.00469
Pietarin_esikaupunki,174,0.00555
Pietarin_esikaupunki,176,-0.00399
Pietarin_esikaupunki,183,-0.00334
Pietarin_esikaupunki,192,0.00099
Pietarin_esikaupunki,197,-0.00213
Pietarin_esikaupunki,205,-0.00297
Pietarin_esikaupunki,206,-0.00628
Pietarin_esikaupunki,211,-0.0031
Pietarin_esikaupunki,215,-0.00146
Pietarin_esikaupunki,225,-0.0016
Pietarin_esikaupunki,232,-0.00173
Pietarin_esikaupunki,245,-0.00525
Pietarin_esikaupunki,258,0.00341
Pietarin_esikaupunki,268,-0.00072
