,,S
Valli,2,0.00153
Valli,6,0.00134
Valli,9,0.00143
Valli,11,0.00184
Valli,15,0.00052
Valli,19,-0.00482
Valli,24,0.00035
Valli,27,-0.00027
Valli,31,-0.00014
Valli,35,-0.00188
Valli,36,-0.00144
Valli,38,0.00049
Valli,40,-0.00175
Valli,44,0.00062
Valli,45,0.00139
Valli,49,0.00022
Valli,50,-0.00523
Valli,52,-0.0028
Valli,53,0.00234
Valli,55,0.00172
Valli,57,0.002
Valli,59,0.00061
Valli,62,0.00012
Valli,64,-0.00153
Valli,65,-0.00242
Valli,68,-0.00324
Valli,70,-0.00089
Valli,66,-0.00312
Valli,112,0.00388
Valli,117,-0.00109
Valli,73,0.0006
Valli,76,-0.0008
Valli,82,0.00506
Valli,85,0.00414
Valli,89,-0.00062
Valli,92,0.00056
Valli,94,0.00858
Valli,99,-0.00123
Valli,104,0.00293
Valli,118,-0.00618
Valli,120,-0.00148
Valli,122,0.00075
Valli,124,0.00808
Valli,126,-0.00101
Valli,127,-0.00097
Valli,133,0.00098
Valli,134,0.00076
Valli,138,-0.00169
Valli,143,0.00372
Valli,144,0.00157
Valli,150,0.00376
Valli,152,0.0043
Valli,153,-0.0001
Valli,163,0.00226
Valli,167,0.00167
Valli,173,0.00221
Valli,177,0.00177
Valli,178,-0.00542
P_Annan_kruunu,1,0.00024
Viipurin_esikaupunki,2,0.00032
Viipurin_esikaupunki,8,0.00088
Viipurin_esikaupunki,10,0.00036
Viipurin_esikaupunki,17,0.00193
Viipurin_esikaupunki,24,-0.00078
Viipurin_esikaupunki,38,0.00062
Viipurin_esikaupunki,48,-0.00045
Viipurin_esikaupunki,53,-0.00141
Viipurin_esikaupunki,61,-0.0009
Viipurin_esikaupunki,66,-0.00455
Viipurin_esikaupunki,81,-0.00031
Viipurin_esikaupunki,86,0.00025
Viipurin_esikaupunki,90,0.00031
Viipurin_esikaupunki,110,0.00016
Viipurin_esikaupunki,120,0.00117
Viipurin_esikaupunki,138,0.00083
Salakkalahti,1,-4e-05
Salakkalahti,2,-0.00067
Salakkalahti,5,-0.00161
Salakkalahti,6,-0.00146
Salakkalahti,7,0.00274
Salakkalahti,8,0.00195
Salakkalahti,10,0.01149
Salakkalahti,12,-0.00575
Salakkalahti,14,-0.00211
Salakkalahti,17,-0.00049
Repola,2,-0.00116
Repola,4,-0.00371
Repola,6,-0.00085
Repola,8,0.00042
Repola,9,-0.0012
Repola,12,-0.00101
Repola,13,-0.00077
Repola,15,0.00019
Repola,16,0.00017
Repola,17,-0.00041
Repola,18,-2e-05
Repola,20,-0.00272
Repola,22,-0.00112
Repola,23,-0.01002
Repola,24,-0.00029
Repola,30,-0.00673
Repola,31,-0.00065
Repola,27,-0.00075
Repola,33,-0.00059
Repola,34,-0.00172
Repola,47,-0.00095
Repola,52,-0.00068
Repola,35,-0.00119
Repola,36,-0.00122
Repola,37,-0.00637
Repola,39,-0.00041
Repola,55,0.00282
Repola,56,-0.00721
Repola,58,-0.00019
Repola,60,0.00372
Repola,66,-0.00715
Repola,68,-0.00218
Repola,70,-0.00202
Repola,77,-0.00085
Repola,81,0.00023
Repola,88,-0.01257
Repola,90,-0.00038
Repola,91,-0.00083
Repola,93,0.00068
Repola,94,0.00028
Repola,96,0.00049
Repola,97,0.00224
Repola,99,0.00167
Repola,101,-0.00589
Repola,102,-0.00541
Repola,103,0.0001
Repola,104,0.00156
Repola,105,0.00092
Repola,106,0.00181
Repola,107,0.00233
Repola,108,0.00094
Pantsarlahti,1,0.00544
Pantsarlahti,3,0.00087
Pantsarlahti,4,-0.00152
Pantsarlahti,5,-0.0012
Pantsarlahti,7,-0.00115
Pantsarlahti,9,-0.00157
Pantsarlahti,11,0.00033
Pantsarlahti,14,-0.00131
Pantsarlahti,15,-0.001
Pantsarlahti,16,-0.00068
Pantsarlahti,18,-0.00094
Pantsarlahti,20,-0.00063
Pantsarlahti,21,-0.00045
Pantsarlahti,22,-0.00205
Pantsarlahti,23,0.00021
Pantsarlahti,25,0.00031
Pantsarlahti,27,0.00016
Pantsarlahti,28,-0.00342
Pantsarlahti,29,-0.00041
Pantsarlahti,32,-0.0013
Pantsarlahti,34,-0.00128
Pantsarlahti,36,-0.00133
Pantsarlahti,38,-0.00094
Pantsarlahti,40,0.00084
Pantsarlahti,41,-0.00019
Pantsarlahti,43,-0.00037
Pantsarlahti,46,-0.01075
Pantsarlahti,47,0.00031
Pantsarlahti,48,0.00047
Pantsarlahti,49,0.00061
Pantsarlahti,50,3e-05
Pantsarlahti,51,-0.00017
Pantsarlahti,53,-5e-05
Pantsarlahti,55,-0.00031
Pantsarlahti,57,-0.00169
Pantsarlahti,59,-0.00197
Pantsarlahti,61,-0.00212
Pantsarlahti,63,-0.00074
Pantsarlahti,66,-0.0029
Pantsarlahti,69,-0.00133
Pantsarlahti,72,-0.00083
Pantsarlahti,75,0.00019
Pantsarlahti,78,-0.00263
Pantsarlahti,81,6e-05
Pantsarlahti,82,0.00518
Pantsarlahti,83,-0.00239
Pantsarlahti,86,-0.00089
Pantsarlahti,90,0.01018
Pantsarlahti,93,-0.00196
Pantsarlahti,96,-0.00237
Pantsarlahti,99,0.00042
Anina,1,-0.00053
Anina,9,-0.00078
Anina,12,-0.00025
Anina,13,-0.00254
Anina,19,-0.00115
Anina,33,0.00068
Anina,36,0.00117
Anina,38,0.00117
Anina,39,0.00083
Anina,43,-0.00587
Anina,48,-0.00231
Anina,51,-8e-05
Anina,56,0.00093
Anina,59,-0.0027
Anina,60,0.00123
Anina,62,0.00149
Anina,64,-0.00273
Anina,74,0.00014
Anina,77,-0.00686
Anina,80,-0.00237
Anina,85,0.00125
Anina,86,0.00168
Anina,89,-0.00269
Anina,90,0.00114
Anina,91,0.00036
Anina,93,-6e-05
Anina,95,0.00141
Anina,101,0.00157
Anina,103,0.00175
Anina,104,0.00043
Anina,106,0.00194
Anina,109,0.00027
Anina,111,-0.00014
Anina,113,0.00091
Anina,114,-0.00123
Anina,115,0.00152
Anina,117,-0.00581
Anina,119,-0.00125
Anina,123,-0.00185
Anina,125,-0.00121
Anina,128,8e-05
Anina,130,-0.00246
Papula,14,-0.00424
Papula,15,-0.00108
Papula,16,-0.00168
Papula,17,-0.0016
Papula,18,-0.0147
Papula,20,-0.00131
Papula,23,0.00177
Papula,26,0.00169
Papula,30,-0.00421
Papula,32,-0.00076
Papula,33,-0.00277
Papula,34,0.0015
Papula,35,0.00347
Papula,36,-0.00392
Papula,41,0.00028
Papula,56,0.00138
Saunalahti,11,-7e-05
Saunalahti,4,5e-05
Pietarin_esikaupunki,16,-0.0022
Pietarin_esikaupunki,27,-0.00148
Pietarin_esikaupunki,32,-0.00119
Pietarin_esikaupunki,42,0.00351
Pietarin_esikaupunki,47,-0.00325
Pietarin_esikaupunki,100,0.00054
Pietarin_esikaupunki,145,0.00083
Pietarin_esikaupunki,157,-0.00012
Pietarin_esikaupunki,165,-0.00152
Pietarin_esikaupunki,175,-0.00096
Pietarin_esikaupunki,194,-0.00032
Pietarin_esikaupunki,221,0.00077
