,,S
Valli,3,0.00354
Valli,8,0.00313
Valli,11,0.00062
Valli,15,-0.00012
Valli,19,-0.00404
Valli,21,-0.00197
Valli,24,0.00147
Valli,26,-0.0001
Valli,31,-0.00169
Valli,34,0.00355
Valli,36,-0.00527
Valli,39,0.00298
Valli,45,-0.00238
Valli,49,-0.00193
Valli,52,0.00203
Valli,56,0.00164
Valli,60,-0.00302
Valli,63,-0.00135
Valli,65,0.00096
Valli,68,-0.00231
Valli,109,-0.00464
Valli,113,-0.00371
Valli,116,-0.00305
Valli,117,-0.00438
Valli,71,0.00154
Valli,75,-0.00278
Valli,82,-0.00394
Valli,88,-0.00202
Valli,92,-0.00588
Valli,96,-0.00299
Valli,106,-0.00431
Valli,102,-0.00326
Valli,120,-0.00278
Valli,124,-0.00121
Valli,128,-0.00541
Valli,131,-0.00157
Valli,136,0.00107
Valli_uusi,154,-0.00093
Valli_uusi,166,0.00392
P_Annan_kruunu,1,-0.00113
P_Annan_kruunu,81,-0.00046
Viipurin_esikaupunki,3,-0.0016
Viipurin_esikaupunki,8,0.00124
Viipurin_esikaupunki,17,0.00152
Viipurin_esikaupunki,27,-0.00062
Viipurin_esikaupunki,37,0.00181
Viipurin_esikaupunki,49,0.0012
Viipurin_esikaupunki,57,-0.00338
Viipurin_esikaupunki,68,-0.00168
Viipurin_esikaupunki,81,-0.00389
Viipurin_esikaupunki,91,-0.00267
Viipurin_esikaupunki,102,-0.00285
Viipurin_esikaupunki,110,-0.0027
Viipurin_esikaupunki,122,-2e-05
Viipurin_esikaupunki,139,0.00053
P_Annan_kruunu,72,-0.00025
Salakkalahti,3,0.00467
Salakkalahti,6,0.00452
Salakkalahti,8,0.00672
Salakkalahti,11,-0.00186
Salakkalahti,13,0.00395
Salakkalahti,15,0.00436
Salakkalahti,17,0.00153
Repola,2,-0.00937
Repola,13,-0.00086
Repola,17,-0.00367
Repola,30,-0.0122
Repola,84,0.00145
Pantsarlahti,19,0.00462
Pantsarlahti,25,0.01014
Pantsarlahti,27,0.00504
Pantsarlahti,34,0.00513
Pantsarlahti,39,0.0053
Pantsarlahti,45,0.00437
Pantsarlahti,49,0.00449
Pantsarlahti,54,0.00371
Pantsarlahti,61,0.00504
Pantsarlahti,66,0.00521
Pantsarlahti,71,0.00364
Pantsarlahti,77,0.00491
Pantsarlahti,83,-0.00333
Pantsarlahti,92,0.00508
Pantsarlahti,98,0.00411
Anina,37,0.00289
Anina,59,2e-05
Anina,66,0.00214
Anina,76,0.00119
Anina,85,-0.00229
Anina,108,-0.00918
Anina,120,0.00123
Papula,18,0.00264
Papula,32,0.00216
Saunalahti,3,-0.00108
Saunalahti,16,-0.00092
Pietarin_esikaupunki,8,0.00248
Pietarin_esikaupunki,13,-0.00133
Pietarin_esikaupunki,16,-0.01196
Pietarin_esikaupunki,22,0.0027
Pietarin_esikaupunki,36,0.0006
Pietarin_esikaupunki,48,0.00102
Pietarin_esikaupunki,53,-0.00246
Pietarin_esikaupunki,62,-0.00029
Pietarin_esikaupunki,70,-0.00098
Pietarin_esikaupunki,78,-0.0031
Pietarin_esikaupunki,87,-0.00157
Pietarin_esikaupunki,98,-0.01412
Pietarin_esikaupunki,107,-0.00364
Pietarin_esikaupunki,118,0.00206
Pietarin_esikaupunki,127,-0.00192
Pietarin_esikaupunki,137,-0.00254
Pietarin_esikaupunki,141,-0.00107
Pietarin_esikaupunki,151,-0.00249
Pietarin_esikaupunki,161,-0.00331
Pietarin_esikaupunki,167,-0.0011
Pietarin_esikaupunki,173,-0.00196
Pietarin_esikaupunki,177,-0.00365
Pietarin_esikaupunki,183,-0.00254
Pietarin_esikaupunki,191,-0.00194
Pietarin_esikaupunki,192,-0.00306
Pietarin_esikaupunki,201,-0.00301
Pietarin_esikaupunki,208,-0.00132
Pietarin_esikaupunki,214,-0.00588
Pietarin_esikaupunki,221,0.0015
Pietarin_esikaupunki,226,-0.00128
Pietarin_esikaupunki,230,-0.00363
Pietarin_esikaupunki,234,-0.00371
Pietarin_esikaupunki,241,-0.00173
Pietarin_esikaupunki,255,-0.00134
Pietarin_esikaupunki,261,-0.00326
Pietarin_esikaupunki,269,-0.00341
Pietarin_esikaupunki,276,-0.00201
