,,S
Valli,2,-0.00076
Valli,6,-0.00152
Valli,9,0.00115
Valli,11,-0.00186
Valli,14,-0.00082
Valli,17,-0.0037
Valli,19,-0.00231
Valli,23,-0.00188
Valli,26,-0.00032
Valli,29,-0.00254
Valli,34,-0.00237
Valli,36,-0.001
Valli,38,0.00449
Valli,39,-0.00173
Valli,42,0.00329
Valli,44,0.0019
Valli,46,-0.00237
Valli,49,0.00026
Valli,51,0.00148
Valli,53,-0.00316
Valli,54,-0.00059
Valli,55,0.00275
Valli,58,-0.00194
Valli,60,-0.00174
Valli,64,-0.00268
Valli,68,0.00076
Valli,70,-0.00313
Valli,66,0.00244
Valli,108,-0.00396
Valli,109,-0.00311
Valli,114,0.00649
Valli,116,-0.00205
Valli,72,-0.00164
Valli,75,-0.00212
Valli,80,-0.00116
Valli,83,-0.0023
Valli,87,-0.00368
Valli,90,-0.00106
Valli,93,-0.00041
Valli,97,-0.00263
Valli,106,-0.00222
Valli,102,-0.00262
Valli,118,-0.00215
Valli,120,-0.00161
Valli,123,-0.00082
Valli,126,-0.00102
Valli,127,-0.0002
Valli,128,-0.0043
Valli,130,0.00223
Valli,134,0.00276
Valli,138,-0.00139
Valli_uusi,145,-2e-05
Valli_uusi,150,-0.00083
Valli_uusi,151,0.00067
Valli_uusi,153,-0.00254
Valli_uusi,163,0.00227
Valli_uusi,167,0.00153
Valli_uusi,178,-0.00425
P_Annan_kruunu,1,0.00034
P_Annan_kruunu,80,-0.00011
Viipurin_esikaupunki,2,-0.00062
Viipurin_esikaupunki,4,0.00203
Viipurin_esikaupunki,9,-0.00122
Viipurin_esikaupunki,12,-0.0004
Viipurin_esikaupunki,18,0.00071
Viipurin_esikaupunki,22,-0.00241
Viipurin_esikaupunki,28,-0.00104
Viipurin_esikaupunki,38,-0.00079
Viipurin_esikaupunki,44,-0.00593
Viipurin_esikaupunki,48,-0.00209
Viipurin_esikaupunki,50,0.00082
Viipurin_esikaupunki,57,0.00147
Viipurin_esikaupunki,63,-0.00083
Viipurin_esikaupunki,76,-0.00171
Viipurin_esikaupunki,85,-0.00242
Viipurin_esikaupunki,92,-0.00153
Viipurin_esikaupunki,100,-0.00174
Viipurin_esikaupunki,110,-0.00044
Viipurin_esikaupunki,118,-0.00209
Viipurin_esikaupunki,139,0.00115
Salakkalahti,1,-0.002
Salakkalahti,4,0.00089
Salakkalahti,6,-0.00681
Salakkalahti,8,0.00054
Salakkalahti,9,-0.00014
Salakkalahti,11,-0.00179
Salakkalahti,14,-0.00199
Salakkalahti,15,-0.00155
Salakkalahti,17,-0.00101
Repola,1,-0.00365
Repola,3,-0.00036
Repola,4,0.00095
Repola,9,-0.00105
Repola,12,0.00248
Repola,14,0.00023
Repola,16,0.00122
Repola,18,0.00258
Repola,24,0.00198
Repola,29,0.00202
Repola,31,0.00204
Repola,32,-0.00091
Repola,84,-0.00104
Pantsarlahti,3,-0.00131
Pantsarlahti,10,-0.00162
Pantsarlahti,19,0.00263
Pantsarlahti,20,0.00302
Pantsarlahti,21,-0.00046
Pantsarlahti,27,-0.00311
Pantsarlahti,29,-0.00578
Pantsarlahti,33,0.00207
Pantsarlahti,36,0.00233
Pantsarlahti,37,0.00259
Pantsarlahti,39,0.00091
Pantsarlahti,43,0.00231
Pantsarlahti,46,0.00287
Pantsarlahti,48,-0.00349
Pantsarlahti,49,0.00211
