,,S
Pantsarlahti,51,0.00256
Pantsarlahti,53,0.00202
Pantsarlahti,57,0.00188
Pantsarlahti,60,0.00133
Pantsarlahti,63,0.00273
Pantsarlahti,67,0.00202
Pantsarlahti,71,0.00044
Pantsarlahti,73,-0.0106
Pantsarlahti,76,0.00254
Pantsarlahti,78,-0.00138
Pantsarlahti,81,0.00217
Pantsarlahti,84,0.00173
Pantsarlahti,91,0.00268
Pantsarlahti,95,0.00196
Pantsarlahti,98,0.00151
Pantsarlahti,100,0.0012
Anina,13,0.00054
Anina,36,0.00277
Anina,38,0.00301
Anina,40,0.00289
Anina,44,0.00071
Anina,56,-0.00223
Anina,59,-0.00022
Anina,62,0.00342
Anina,64,-0.00073
Anina,67,-0.00126
Anina,75,-0.00348
Anina,77,0.0028
Anina,85,-0.001
Anina,105,0.00024
Anina,108,-0.00134
Anina,111,-0.00513
Anina,118,0.00262
Anina,121,0.00203
Anina,125,-0.00047
Anina,128,-0.00082
Anina,131,0.00012
Papula,4,-0.00089
Papula,18,0.0033
Papula,22,0.00096
Papula,30,0.00467
Papula,33,-0.00217
Papula,44,0.00212
Saunalahti,1,0.00289
Saunalahti,11,0.00103
Saunalahti,16,-0.00045
Pietarin_esikaupunki,7,0.00148
Pietarin_esikaupunki,12,0.00032
Pietarin_esikaupunki,14,-0.00197
Pietarin_esikaupunki,16,0.00111
Pietarin_esikaupunki,18,0.00232
Pietarin_esikaupunki,28,0.00182
Pietarin_esikaupunki,35,0.00066
Pietarin_esikaupunki,41,-0.00216
Pietarin_esikaupunki,45,0.00112
Pietarin_esikaupunki,49,0.00512
Pietarin_esikaupunki,51,-0.00129
Pietarin_esikaupunki,55,-0.00137
Pietarin_esikaupunki,62,-0.00096
Pietarin_esikaupunki,72,0.00222
Pietarin_esikaupunki,82,-0.00081
Pietarin_esikaupunki,101,-0.0011
Pietarin_esikaupunki,107,-0.00355
Pietarin_esikaupunki,111,-0.00193
Pietarin_esikaupunki,116,-0.00136
Pietarin_esikaupunki,127,0.00099
Pietarin_esikaupunki,138,-0.00094
Pietarin_esikaupunki,140,-0.00163
Pietarin_esikaupunki,141,-0.00622
Pietarin_esikaupunki,147,-0.00281
Pietarin_esikaupunki,153,-0.00118
Pietarin_esikaupunki,159,-0.00157
Pietarin_esikaupunki,167,-0.00117
Pietarin_esikaupunki,175,-0.00241
Pietarin_esikaupunki,178,-0.00116
Pietarin_esikaupunki,191,-0.00276
Pietarin_esikaupunki,192,-0.00063
Pietarin_esikaupunki,196,0.00033
Pietarin_esikaupunki,200,-0.00191
Pietarin_esikaupunki,210,-0.00148
Pietarin_esikaupunki,212,0.00205
Pietarin_esikaupunki,217,-0.00167
Pietarin_esikaupunki,223,-0.0026
Pietarin_esikaupunki,231,-0.00088
Pietarin_esikaupunki,234,-0.00133
Pietarin_esikaupunki,236,-0.00141
Pietarin_esikaupunki,243,0.00189
Pietarin_esikaupunki,248,0.00054
Pietarin_esikaupunki,258,0.00063
