,,S
Repola,2,-0.00228
Repola,4,-0.00594
Repola,8,0.00034
Repola,12,-0.00279
Repola,15,-0.00277
Repola,17,-0.00212
Repola,18,0.00046
Repola,31,0.00041
Repola,26,-0.00124
Repola,32,-0.00726
Repola,84,0.00017
Pantsarlahti,3,-0.0041
Pantsarlahti,13,0.00207
Pantsarlahti,20,0.0027
Pantsarlahti,24,0.0016
Pantsarlahti,25,-0.00336
Pantsarlahti,28,0.00186
Pantsarlahti,33,0.00243
Pantsarlahti,35,0.00225
Pantsarlahti,37,-0.00529
Pantsarlahti,40,0.00086
Pantsarlahti,43,0.00338
Pantsarlahti,45,0.00274
Pantsarlahti,47,0.00118
Pantsarlahti,49,0.00113
Pantsarlahti,52,0.00277
Pantsarlahti,55,0.00023
Pantsarlahti,59,0.00076
Pantsarlahti,63,0.00186
Pantsarlahti,67,-0.00744
Pantsarlahti,71,0.00032
Pantsarlahti,75,-0.00251
Pantsarlahti,78,8e-05
Pantsarlahti,81,-0.00711
Pantsarlahti,86,0.00331
Pantsarlahti,93,-0.0058
Pantsarlahti,97,-0.00141
Pantsarlahti,100,9e-05
Anina,13,-0.00155
Anina,36,0.00151
Anina,39,0.00355
Anina,42,0.00143
Anina,45,0.00116
Anina,59,-0.00338
Anina,64,-0.00096
Anina,67,0.00215
Anina,76,0.00305
Anina,83,-0.00091
Anina,104,0.00152
Anina,106,0.00324
Anina,110,-0.00447
Anina,118,-0.00192
Anina,125,-0.00216
Anina,128,-0.00306
Papula,4,0.00336
Papula,7,0.0031
Papula,8,-0.00355
Papula,16,0.00347
Papula,22,0.00112
Papula,26,-0.00269
Papula,32,0.00259
Papula,41,0.00176
Saunalahti,2,0.00151
Saunalahti,11,0.00042
Saunalahti,15,0.00019
Pietarin_esikaupunki,7,0.00578
Pietarin_esikaupunki,10,-0.00124
Pietarin_esikaupunki,13,-0.00174
Pietarin_esikaupunki,15,-0.00153
Pietarin_esikaupunki,18,-0.0041
Pietarin_esikaupunki,20,-0.00152
Pietarin_esikaupunki,21,0.00017
Pietarin_esikaupunki,30,0.00158
Pietarin_esikaupunki,36,0.0
Pietarin_esikaupunki,41,-0.00154
Pietarin_esikaupunki,44,0.0044
Pietarin_esikaupunki,49,-0.00024
Pietarin_esikaupunki,52,-0.00186
Pietarin_esikaupunki,56,-0.00055
Pietarin_esikaupunki,65,-0.00064
Pietarin_esikaupunki,68,-0.00413
Pietarin_esikaupunki,81,-0.0011
Pietarin_esikaupunki,92,-0.00274
Pietarin_esikaupunki,100,-0.0018
Pietarin_esikaupunki,110,0.0016
Pietarin_esikaupunki,115,-0.0014
Pietarin_esikaupunki,123,-0.0021
Pietarin_esikaupunki,133,-0.00113
Pietarin_esikaupunki,140,-0.00287
Pietarin_esikaupunki,141,-0.00151
Pietarin_esikaupunki,144,-0.00856
Pietarin_esikaupunki,154,-0.00073
Pietarin_esikaupunki,159,-0.00211
Pietarin_esikaupunki,166,0.00162
Pietarin_esikaupunki,173,-0.00173
Pietarin_esikaupunki,176,-0.00217
Pietarin_esikaupunki,180,-0.00355
Pietarin_esikaupunki,187,-0.00208
Pietarin_esikaupunki,192,-0.00196
Pietarin_esikaupunki,195,-0.00043
Pietarin_esikaupunki,198,-0.00383
Pietarin_esikaupunki,208,0.00163
Pietarin_esikaupunki,212,0.00027
Pietarin_esikaupunki,215,-0.00197
Pietarin_esikaupunki,223,-0.00224
Pietarin_esikaupunki,228,-0.00532
Pietarin_esikaupunki,232,-0.00403
Pietarin_esikaupunki,236,0.00231
Pietarin_esikaupunki,243,0.00088
Pietarin_esikaupunki,255,0.00198
Pietarin_esikaupunki,260,-0.00148
