,,S
Valli,3,-0.00348
Valli,6,-0.00496
Valli,9,0.00025
Valli,11,-0.00129
Valli,15,0.00023
Valli,19,-0.002
Valli,23,-0.00115
Valli,27,0.00459
Valli,34,-0.00119
Valli,36,-0.00251
Valli,38,-0.0027
Valli,39,0.0007
Valli,42,-0.00231
Valli,45,0.00203
Valli,51,0.00079
Valli,53,-2e-05
Valli,54,0.00107
Valli,58,-0.00176
Valli,61,0.00285
Valli,62,0.00108
Valli,69,-0.00358
Valli,70,-0.00283
Valli,66,0.00127
Valli,109,-0.00198
Valli,113,-0.00025
Valli,116,0.00021
Valli,117,-0.00089
Valli,74,-0.00189
Valli,77,-0.00239
Valli,84,-0.00316
Valli,89,0.00116
Valli,92,0.00178
Valli,98,-0.00246
Valli,106,-0.00249
Valli,102,-0.00255
Valli,120,-0.00176
Valli,123,-0.00175
Valli,126,-0.00356
Valli,127,0.00024
Valli,130,0.00164
Valli,134,0.00312
Valli,138,-0.00203
Valli,149,0.00056
Valli,150,0.00179
Valli,163,0.00097
Valli,178,0.00153
P_Annan_kruunu,1,-0.00246
P_Annan_kruunu,81,0.00281
Viipurin_esikaupunki,1,0.00119
Viipurin_esikaupunki,4,0.0001
Viipurin_esikaupunki,10,-0.00093
Viipurin_esikaupunki,18,0.00078
Viipurin_esikaupunki,26,-0.00069
Viipurin_esikaupunki,35,-0.00158
Viipurin_esikaupunki,45,0.00266
Viipurin_esikaupunki,49,-0.00207
Viipurin_esikaupunki,54,-0.00047
Viipurin_esikaupunki,60,-0.00344
Viipurin_esikaupunki,66,-0.00024
Viipurin_esikaupunki,76,-0.00215
Viipurin_esikaupunki,84,-0.0018
Viipurin_esikaupunki,90,-0.00127
Viipurin_esikaupunki,99,0.00084
Viipurin_esikaupunki,117,0.00046
Viipurin_esikaupunki,124,-0.0003
Viipurin_esikaupunki,139,-0.00079
P_Annan_kruunu,72,0.00024
Salakkalahti,2,0.0016
Salakkalahti,4,0.00321
Salakkalahti,7,0.00238
Salakkalahti,8,0.00145
Salakkalahti,10,0.00163
Salakkalahti,13,-0.00125
Salakkalahti,15,-0.00322
Salakkalahti,16,-0.00228
Salakkalahti,18,-0.00053
Repola,1,-0.00623
