,,S
Valli,2,-0.00468
Valli,5,-0.00279
Valli,10,-0.00058
Valli,12,-0.00023
Valli,17,-0.00084
Valli,24,-0.00117
Valli,26,-0.00157
Valli,28,-0.00155
Valli,31,-0.00094
Valli,35,-0.00073
Valli,37,0.00165
Valli,40,-0.00218
Valli,44,-0.00094
Valli,46,-0.00223
Valli,50,-0.00093
Valli,52,0.00034
Valli,54,0.00012
Valli,56,-0.00015
Valli,60,-0.00078
Valli,63,-0.00226
Valli,64,-0.0024
Valli,65,-0.00307
Valli,70,-0.00266
Valli,66,-0.00308
Valli,110,-0.00147
Valli,114,-0.0003
Valli,116,-0.00465
Valli,71,-0.00169
Valli,72,-0.00111
Valli,75,-0.00114
Valli,81,0.00081
Valli,85,0.0042
Valli,90,-0.001
Valli,94,0.00489
Valli,106,-0.00035
Valli,102,-0.00336
Valli,118,-0.00215
Valli,120,-0.00261
Valli,122,0.00563
Valli,124,0.00878
Valli,127,-0.00282
Valli,128,-0.00096
Valli,130,-0.00289
Valli,136,-0.00031
Valli,138,0.00983
Valli_uusi,143,-0.00512
Valli_uusi,150,-0.00154
Valli_uusi,152,-0.00505
Valli_uusi,153,-0.00143
Valli_uusi,166,-0.00105
Valli_uusi,173,0.00138
Valli_uusi,175,-0.00012
Valli_uusi,178,-0.00601
P_Annan_kruunu,1,0.00651
P_Annan_kruunu,80,-0.00038
Viipurin_esikaupunki,4,0.00017
Viipurin_esikaupunki,9,0.00453
Viipurin_esikaupunki,15,0.0103
Viipurin_esikaupunki,18,0.00654
Viipurin_esikaupunki,31,-0.00119
Viipurin_esikaupunki,45,-0.0004
Viipurin_esikaupunki,50,-0.00125
Viipurin_esikaupunki,61,-0.00056
Viipurin_esikaupunki,76,0.00044
Viipurin_esikaupunki,87,0.00119
Viipurin_esikaupunki,95,0.00156
Viipurin_esikaupunki,110,0.0039
Viipurin_esikaupunki,117,0.00293
Viipurin_esikaupunki,123,-0.00109
Viipurin_esikaupunki,139,0.00419
Viipurin_esikaupunki,132,0.00646
Salakkalahti,2,-0.00104
Salakkalahti,5,-0.00195
Salakkalahti,7,0.00024
Salakkalahti,10,0.00335
Salakkalahti,12,-0.0008
Salakkalahti,14,-0.0032
Salakkalahti,16,-0.00204
Salakkalahti,18,-0.00093
Repola,1,-0.00147
Repola,3,-0.00147
Repola,8,-0.0029
Repola,12,-0.0009
Repola,15,-0.00038
Repola,16,-0.00048
Repola,18,-0.00071
Repola,20,-0.00144
Repola,21,-0.00381
Repola,22,-0.00949
Repola,23,-0.00428
Repola,28,-0.00218
Repola,26,-0.00231
Repola,32,-0.00055
Repola,34,-0.0005
Repola,43,-0.00349
Repola,44,-0.00114
Repola,49,-0.00799
Repola,35,0.00112
Repola,36,0.00113
Repola,37,0.00098
Repola,39,-0.00032
Repola,56,-0.00107
Repola,58,0.00155
Repola,60,0.00027
Repola,63,-0.00238
Repola,66,-0.00607
Repola,68,-0.00278
Repola,70,-0.00163
Repola,76,0.00037
Repola,81,-0.00075
Repola,88,-0.00539
Repola,89,-0.00039
Repola,91,-0.00116
Repola,92,-0.00043
Repola,94,0.00175
Repola,95,0.00069
Repola,96,-0.00011
Repola,98,0.00159
Repola,99,0.00213
Repola,101,-0.00134
Repola,103,-0.00017
Repola,104,-0.00107
Repola,106,0.00123
Repola,107,-0.00087
Repola,108,-0.0051
Pantsarlahti,1,-0.00117
Pantsarlahti,4,0.00281
Pantsarlahti,7,-0.00105
Pantsarlahti,9,-0.00188
Pantsarlahti,11,0.00101
Pantsarlahti,14,-0.00225
Pantsarlahti,15,0.00129
Pantsarlahti,18,0.00208
Pantsarlahti,19,-0.00559
Pantsarlahti,22,0.00185
Pantsarlahti,23,-0.00423
Pantsarlahti,25,-8e-05
Pantsarlahti,28,0.00217
Pantsarlahti,30,-0.00314
Pantsarlahti,32,0.00139
Pantsarlahti,35,0.00088
Pantsarlahti,36,-0.00107
Pantsarlahti,39,0.00097
Pantsarlahti,41,0.00131
Pantsarlahti,43,0.00192
Pantsarlahti,46,0.00219
Pantsarlahti,47,0.00154
Pantsarlahti,49,0.00166
Pantsarlahti,50,0.00061
Pantsarlahti,51,0.0015
Pantsarlahti,53,0.00157
Pantsarlahti,56,0.0018
Pantsarlahti,59,0.0016
Pantsarlahti,62,0.00189
Pantsarlahti,66,0.00182
Pantsarlahti,69,-0.00546
Pantsarlahti,72,-0.00121
Pantsarlahti,76,0.00118
Pantsarlahti,80,-0.00024
Pantsarlahti,82,0.00182
Pantsarlahti,86,-0.003
Pantsarlahti,91,-0.00831
Pantsarlahti,94,0.00094
Pantsarlahti,98,0.00035
Anina,1,0.00294
Anina,9,-0.00078
Anina,13,-0.00139
Anina,18,5e-05
Anina,19,-0.00692
Anina,32,-0.00163
Anina,34,-0.00171
Anina,38,0.00167
Anina,40,-0.00207
Anina,45,-0.00254
Anina,49,-0.00034
Anina,50,-0.00015
Anina,52,3e-05
Anina,53,0.00072
Anina,57,0.00032
Anina,60,-0.00852
Anina,62,0.00168
Anina,64,-0.00139
Anina,67,0.00075
Anina,74,-0.00192
Anina,78,0.00159
Anina,80,-0.00241
Anina,82,0.00112
Anina,85,0.00092
Anina,86,0.00015
Anina,89,-0.00061
Anina,90,-9e-05
Anina,91,0.00086
Anina,93,0.00274
Anina,97,0.00189
Anina,103,0.00176
Anina,104,0.00233
Anina,105,0.00195
Anina,109,-0.00704
Anina,113,0.00216
Anina,114,0.00193
Anina,115,-0.00016
Anina,118,0.00104
Anina,123,-0.00995
Anina,126,-0.0024
Anina,130,0.00171
Anina,131,0.00046
Papula,14,0.00233
Papula,15,-0.00018
Papula,16,0.00238
Papula,17,0.00339
Papula,18,-0.00446
Papula,20,-0.00106
Papula,21,0.00213
Papula,26,0.00147
Papula,30,0.00645
Papula,32,0.00185
Papula,33,0.00153
Papula,34,0.0012
Papula,35,0.00712
Papula,36,0.00416
Papula,37,0.00183
Papula,56,0.00136
Saunalahti,16,0.00307
Pietarin_esikaupunki,16,-0.00147
Pietarin_esikaupunki,30,0.00078
Pietarin_esikaupunki,42,0.00328
Pietarin_esikaupunki,46,0.00322
Pietarin_esikaupunki,140,-0.0016
Pietarin_esikaupunki,157,-0.00142
Pietarin_esikaupunki,165,-0.00265
Pietarin_esikaupunki,193,-0.00109
Pietarin_esikaupunki,224,0.00112
Pietarin_esikaupunki,226,0.00073
