,,S
Papula,20,-0.00017
Papula,21,0.0026
Papula,22,0.00071
Papula,24,0.00179
Papula,30,0.0019
Papula,32,0.00164
Papula,33,0.00177
Papula,43,0.00145
Papula,55,0.00162
Papula,56,0.0004
Saunalahti,11,-0.00047
Saunalahti,16,-0.00057
Saunalahti,4,0.00476
Pietarin_esikaupunki,7,0.00014
Pietarin_esikaupunki,11,-0.00118
Pietarin_esikaupunki,13,-0.00168
Pietarin_esikaupunki,14,-0.00229
Pietarin_esikaupunki,15,-0.00042
Pietarin_esikaupunki,16,4e-05
Pietarin_esikaupunki,18,0.00127
Pietarin_esikaupunki,20,0.00103
Pietarin_esikaupunki,31,0.00049
Pietarin_esikaupunki,35,-0.00217
Pietarin_esikaupunki,40,-0.00055
Pietarin_esikaupunki,42,0.00054
Pietarin_esikaupunki,45,0.00262
Pietarin_esikaupunki,50,-0.00149
Pietarin_esikaupunki,52,-0.00318
Pietarin_esikaupunki,56,-0.00132
Pietarin_esikaupunki,64,-0.00093
Pietarin_esikaupunki,78,-0.00121
Pietarin_esikaupunki,81,-0.00116
Pietarin_esikaupunki,83,-0.00028
Pietarin_esikaupunki,100,-0.00094
Pietarin_esikaupunki,104,-0.00075
Pietarin_esikaupunki,107,-0.00086
Pietarin_esikaupunki,108,-0.00055
Pietarin_esikaupunki,118,-0.00171
Pietarin_esikaupunki,127,-0.00108
Pietarin_esikaupunki,136,-0.00084
Pietarin_esikaupunki,140,0.00292
Pietarin_esikaupunki,147,-0.0005
Pietarin_esikaupunki,149,-0.00072
Pietarin_esikaupunki,152,-0.00114
Pietarin_esikaupunki,157,0.00037
Pietarin_esikaupunki,163,-0.0005
Pietarin_esikaupunki,167,-0.00107
Pietarin_esikaupunki,173,0.00276
Pietarin_esikaupunki,175,0.00019
Pietarin_esikaupunki,178,-0.00058
Pietarin_esikaupunki,192,-0.00116
Pietarin_esikaupunki,194,0.00055
Pietarin_esikaupunki,197,0.00084
Pietarin_esikaupunki,208,0.00102
Pietarin_esikaupunki,209,0.00154
Pietarin_esikaupunki,212,0.00078
Pietarin_esikaupunki,214,-0.00175
Pietarin_esikaupunki,218,-0.00146
Pietarin_esikaupunki,224,-0.00195
Pietarin_esikaupunki,226,0.00131
Pietarin_esikaupunki,229,-0.00096
Pietarin_esikaupunki,234,-0.0004
Pietarin_esikaupunki,258,-0.00033
Pietarin_esikaupunki,260,-0.00157
