,,S
Valli,1,-0.00239
Valli,5,-0.00158
Valli,8,-0.00157
Valli,9,0.00122
Valli,10,-0.00141
Valli,13,-0.00018
Valli,15,-0.00168
Valli,17,-0.00066
Valli,20,-0.00162
Valli,23,-0.00172
Valli,26,-0.00081
Valli,29,-0.00254
Valli,31,0.00303
Valli,35,0.00034
Valli,38,0.00567
Valli,42,-0.00161
Valli,44,0.00384
Valli,45,-0.0033
Valli,46,-0.0014
Valli,49,-0.00249
Valli,50,-0.00142
Valli,51,-0.00265
Valli,52,-0.00162
Valli,53,-0.0026
Valli,54,0.00141
Valli,55,-0.00085
Valli,57,-0.00148
Valli,58,-0.00178
Valli,59,-0.00182
Valli,60,-0.00169
Valli,63,-0.00119
Valli,65,-0.00132
Valli,68,-0.00049
Valli,69,-0.00028
Valli,67,3e-05
Valli,108,0.0002
Valli,109,-0.0018
Valli,111,0.00119
Valli,114,-0.00148
Valli,116,-0.00101
Valli,117,0.00094
Valli,71,0.00067
Valli,74,-0.00189
Valli,75,-0.00053
Valli,79,-0.0011
Valli,81,-0.00079
Valli,85,-0.00105
Valli,88,-0.00111
Valli,90,-0.00191
Valli,93,-0.00178
Valli,94,-0.00263
Valli,97,-0.00106
Valli,100,-0.00187
Valli,106,-0.00035
Valli,119,-0.00064
Valli,121,-0.00322
Valli,123,-0.00066
Valli,125,-0.0006
Valli,126,-0.00112
Valli,127,-0.00109
Valli,128,-0.00065
Valli,130,0.00043
Valli,134,0.00136
Valli,136,0.00025
Valli,138,-0.00038
Valli_uusi,146,-0.00086
Valli_uusi,150,-0.00353
Valli_uusi,151,-0.0009
Valli_uusi,153,-0.00054
Valli_uusi,164,-0.00093
Valli_uusi,166,0.00025
Valli_uusi,168,-0.0034
Valli_uusi,178,0.0015
P_Annan_kruunu,1,0.00061
P_Annan_kruunu,81,-0.00112
Viipurin_esikaupunki,2,0.00157
Viipurin_esikaupunki,4,-0.00042
Viipurin_esikaupunki,8,-0.00102
Viipurin_esikaupunki,9,0.00195
Viipurin_esikaupunki,10,-2e-05
Viipurin_esikaupunki,16,0.00051
Viipurin_esikaupunki,18,0.00133
Viipurin_esikaupunki,21,0.00186
Viipurin_esikaupunki,24,-0.00083
Viipurin_esikaupunki,28,-0.00061
Viipurin_esikaupunki,30,-0.00099
Viipurin_esikaupunki,42,-0.00087
Viipurin_esikaupunki,46,0.00019
Viipurin_esikaupunki,49,-0.0005
Viipurin_esikaupunki,52,-0.00096
Viipurin_esikaupunki,57,0.00015
Viipurin_esikaupunki,60,-0.00116
Viipurin_esikaupunki,67,-0.00088
Viipurin_esikaupunki,72,-0.00042
Viipurin_esikaupunki,80,0.00148
Viipurin_esikaupunki,85,-0.00124
Viipurin_esikaupunki,90,-0.00017
Viipurin_esikaupunki,95,-0.00105
Viipurin_esikaupunki,99,-0.00187
Viipurin_esikaupunki,106,-0.00113
Viipurin_esikaupunki,110,0.00016
Viipurin_esikaupunki,117,-0.00031
Viipurin_esikaupunki,121,0.00122
Viipurin_esikaupunki,129,0.00067
Viipurin_esikaupunki,137,0.00118
Viipurin_esikaupunki,132,0.00109
Salakkalahti,1,-0.00063
Salakkalahti,4,-0.00154
Salakkalahti,5,-0.00104
Salakkalahti,6,-0.00106
Salakkalahti,7,0.00423
Salakkalahti,8,-0.00115
Salakkalahti,9,0.00028
Salakkalahti,10,-0.00056
Salakkalahti,13,-0.00215
Salakkalahti,14,-0.00235
Salakkalahti,16,0.00203
Salakkalahti,17,0.00751
Repola,1,-0.00046
Repola,2,-0.00132
Repola,3,-0.00124
Repola,4,-0.00021
Repola,6,0.00133
Repola,8,0.00115
Repola,11,0.00156
Repola,12,-0.00204
Repola,13,-0.00048
Repola,15,-0.00093
Repola,16,0.00039
Repola,17,0.00039
Repola,18,0.00068
Repola,20,0.00135
Repola,23,-0.00378
Repola,24,-0.00295
Repola,30,-0.00699
Repola,31,0.00035
Repola,26,-0.00092
Repola,27,-1e-05
Repola,32,-0.00152
Repola,34,-0.00173
Repola,49,0.00067
Repola,35,0.00018
Repola,36,0.00045
Repola,58,-0.00134
Repola,66,1e-05
Repola,68,-0.00091
Repola,77,-0.00395
Repola,78,0.00115
Repola,88,-0.00033
Repola,93,0.00014
Repola,95,0.00185
Repola,97,-0.00215
Repola,100,-0.00242
Repola,102,-0.00128
Repola,103,0.00027
Repola,104,0.00037
Repola,105,-0.00217
Repola,106,-0.00052
Repola,107,0.00172
Repola,108,0.00114
Pantsarlahti,2,-0.00298
Pantsarlahti,4,0.00022
Pantsarlahti,7,-0.00226
Pantsarlahti,13,0.00035
Pantsarlahti,15,0.00034
Pantsarlahti,19,0.00201
Pantsarlahti,20,0.00049
Pantsarlahti,21,-0.00183
Pantsarlahti,22,0.00056
Pantsarlahti,23,0.00101
Pantsarlahti,24,0.00149
Pantsarlahti,25,0.00167
Pantsarlahti,27,-0.00244
Pantsarlahti,28,-0.0076
Pantsarlahti,29,-0.00053
Pantsarlahti,30,-0.00111
Pantsarlahti,33,-0.00063
Pantsarlahti,34,0.00014
Pantsarlahti,35,0.0007
Pantsarlahti,36,-0.0023
Pantsarlahti,37,-0.00037
Pantsarlahti,39,-0.0013
Pantsarlahti,41,-0.00512
Pantsarlahti,42,-0.00011
Pantsarlahti,44,0.00111
Pantsarlahti,46,0.00296
Pantsarlahti,47,0.00136
Pantsarlahti,48,0.0016
Pantsarlahti,49,0.00201
Pantsarlahti,50,0.00177
Pantsarlahti,51,0.00126
Pantsarlahti,52,-0.00248
Pantsarlahti,54,-0.00095
Pantsarlahti,56,0.0019
Pantsarlahti,57,-0.00022
Pantsarlahti,59,0.00155
Pantsarlahti,60,0.00166
Pantsarlahti,62,0.00147
Pantsarlahti,65,0.00185
Pantsarlahti,67,0.00108
Pantsarlahti,69,-0.00022
Pantsarlahti,70,-0.00111
Pantsarlahti,72,-0.00029
Pantsarlahti,74,0.00041
Pantsarlahti,76,0.00121
Pantsarlahti,77,0.00141
Pantsarlahti,79,-0.00013
Pantsarlahti,80,-0.00249
Pantsarlahti,84,-0.00078
Pantsarlahti,86,0.00017
Pantsarlahti,87,-0.00332
Pantsarlahti,91,-0.00102
Pantsarlahti,92,0.00077
Pantsarlahti,95,-0.01653
Pantsarlahti,97,9e-05
Pantsarlahti,99,0.00094
Pantsarlahti,100,0.00241
Anina,1,0.00137
Anina,13,0.00039
Anina,19,-0.00394
Anina,35,0.00101
Anina,37,0.00186
Anina,38,0.00144
Anina,39,0.00167
Anina,41,-0.00105
Anina,44,0.00075
Anina,49,0.00039
Anina,50,-0.00012
Anina,57,-0.00248
Anina,59,2e-05
Anina,61,-0.00234
Anina,63,0.00154
Anina,64,-0.00185
Anina,65,0.00139
Anina,67,0.00213
Anina,74,0.00134
Anina,75,0.00168
Anina,76,0.00241
Anina,78,0.00137
Anina,85,0.0017
Anina,90,-0.00112
Anina,104,0.00145
Anina,106,0.00036
Anina,108,0.00135
Anina,110,0.00022
Anina,111,0.00026
Anina,112,0.00203
Anina,113,0.00164
Anina,114,0.0014
Anina,116,-0.00652
Anina,117,0.00141
Anina,118,0.00132
Anina,120,0.00048
Anina,123,-0.0012
Anina,124,-0.00163
Anina,126,-0.00107
Anina,128,-0.00024
Anina,129,-0.00129
Anina,131,-0.00062
Papula,16,-0.00213
Papula,17,0.00073
Papula,18,-0.00656
