,S_by_plot,S_by_page,S_difference,bandwidth,cell,function,level
0,0.5848457617173219,0.516185697044663,0.06866006467265895,100,25,Martin_et_al_2000,even
1,0.5814543676039344,0.5146394176248125,0.06681494997912196,100,25,triangle,even
2,0.5492501755576635,0.48655096226599315,0.06269921329167039,100,25,box,even
3,0.5842779456682838,0.5157528449592435,0.06852510070904039,100,50,Martin_et_al_2000,even
4,0.5811617115774057,0.5142955336759087,0.06686617790149696,100,50,triangle,even
5,0.5498625225260187,0.4828904876126606,0.06697203491335812,100,50,box,even
6,0.4553200227263957,0.4355364591033595,0.019783563623036238,150,25,Martin_et_al_2000,even
7,0.4529375912685585,0.4333871485162407,0.019550442752317765,150,25,triangle,even
8,0.4195741266773384,0.3912645175590931,0.028309609118245316,150,25,box,even
9,0.45553986232111776,0.4353647432883413,0.020175119032776467,150,50,Martin_et_al_2000,even
10,0.4532660766321044,0.4330865750294528,0.020179501602651584,150,50,triangle,even
11,0.4205804146786435,0.3923436748561564,0.02823673982248709,150,50,box,even
12,0.3819069161651978,0.3667286260710185,0.015178290094179259,200,25,Martin_et_al_2000,even
13,0.3802854266102219,0.3642648603806503,0.016020566229571598,200,25,triangle,even
14,0.34757814763984385,0.31383832248658583,0.03373982515325802,200,25,box,even
15,0.3818709727337086,0.3668554085003233,0.015015564233385348,200,50,Martin_et_al_2000,even
16,0.38024365336303156,0.36439838848637207,0.015845264876659493,200,50,triangle,even
17,0.3474193329427052,0.31367886427522795,0.033740468667477264,200,50,box,even
18,0.3313976020864309,0.31053063584401375,0.02086696624241713,250,25,Martin_et_al_2000,even
19,0.3297197336318468,0.30809930954098874,0.02162042409085807,250,25,triangle,even
20,0.29515785275982087,0.263204661807794,0.031953190952026866,250,25,box,even
21,0.3313260214396577,0.3106068517843863,0.02071916965527143,250,50,Martin_et_al_2000,even
22,0.3296042779408427,0.30813773872530026,0.021466539215542424,250,50,triangle,even
23,0.2937397269034495,0.2629524477289594,0.03078727917449009,250,50,box,even
24,0.5856463003730918,0.5024998449691238,0.08314645540396803,100,25,Martin_et_al_2000,even
25,0.5825210297552701,0.5008587413939674,0.08166228836130274,100,25,triangle,even
26,0.5536540174251023,0.47201894533260846,0.08163507209249388,100,25,box,even
27,0.5842377700179326,0.5007747274410468,0.08346304257688586,100,50,Martin_et_al_2000,even
28,0.5810801043558491,0.4991218043238702,0.0819583000319789,100,50,triangle,even
29,0.554619924998268,0.4698338079005394,0.08478611709772854,100,50,box,even
30,0.45546540019431114,0.4220127744819677,0.03345262571234342,150,25,Martin_et_al_2000,even
31,0.45315322538415326,0.4199900134619885,0.03316321192216476,150,25,triangle,even
32,0.4197053355134096,0.3874201641908648,0.032285171322544826,150,25,box,even
33,0.45540732310226284,0.4216473335816616,0.03375998952060122,150,50,Martin_et_al_2000,even
34,0.4530226931538066,0.41957247184167334,0.033450221312133266,150,50,triangle,even
35,0.4166311245219291,0.38882313596674745,0.02780798855518163,150,50,box,even
36,0.37958701624475955,0.3595684253916229,0.02001859085313662,200,25,Martin_et_al_2000,even
37,0.37781989139370187,0.3575386796257215,0.020281211767980367,200,25,triangle,even
38,0.34540701073281255,0.3219330378968779,0.023473972835934664,200,25,box,even
39,0.3798555034182981,0.35956341846036377,0.02029208495793433,200,50,Martin_et_al_2000,even
40,0.3781792017898802,0.3575049865149491,0.020674215274931074,200,50,triangle,even
41,0.3444532816324464,0.32188982846859837,0.022563453163848002,200,50,box,even
42,0.32770374732973107,0.3126408777398978,0.015062869589833272,250,25,Martin_et_al_2000,even
43,0.3257714415435029,0.3107175549683667,0.015053886575136177,250,25,triangle,even
44,0.2905866501088338,0.2766943626412144,0.01389228746761939,250,25,box,even
45,0.3276940403044951,0.3127364573566185,0.014957582947876635,250,50,Martin_et_al_2000,even
46,0.3257282205554769,0.3107808240938704,0.014947396461606477,250,50,triangle,even
47,0.28859570464552575,0.2765784507377741,0.012017253907751657,250,50,box,even
48,0.5925130042184796,0.5010922324798762,0.09142077173860341,100,25,Martin_et_al_2000,even
49,0.5896370280816832,0.49924360667483925,0.09039342140684392,100,25,triangle,even
50,0.5622571668859305,0.46389133994804554,0.09836582693788498,100,25,box,even
51,0.5924979402992772,0.5021721394504828,0.09032580084879438,100,50,Martin_et_al_2000,even
52,0.5902340933771375,0.5003518433302226,0.08988225004691486,100,50,triangle,even
53,0.5655493160507443,0.46647863362201736,0.09907068242872696,100,50,box,even
54,0.46996362069234743,0.4100082905947059,0.059955330097641535,150,25,Martin_et_al_2000,even
55,0.4674260182698434,0.40765076728779914,0.05977525098204428,150,25,triangle,even
56,0.4272559674136742,0.36373008021738984,0.06352588719628438,150,25,box,even
57,0.47000155221096285,0.4103750678285071,0.05962648438245577,150,50,Martin_et_al_2000,even
58,0.4676776533004484,0.40801558693738105,0.05966206636306737,150,50,triangle,even
59,0.425763352005299,0.36366904837738157,0.06209430362791746,150,50,box,even
60,0.3933209999497854,0.33885455347737714,0.05446644647240828,200,25,Martin_et_al_2000,even
61,0.39144826616405504,0.33657490984721405,0.05487335631684098,200,25,triangle,even
62,0.35009743524447545,0.2920363167867881,0.058061118457687355,200,25,box,even
63,0.3931758008027343,0.3386593354313385,0.05451646537139576,200,50,Martin_et_al_2000,even
64,0.39143048028954464,0.33633812342134917,0.05509235686819547,200,50,triangle,even
65,0.3487162905403822,0.29228686527712855,0.056429425263253674,200,50,box,even
66,0.3394419118026354,0.2843989817704178,0.05504293003221761,250,25,Martin_et_al_2000,even
67,0.3376332979260548,0.28228067422997716,0.05535262369607763,250,25,triangle,even
68,0.29598403435831455,0.23841844429332582,0.057565590064988736,250,25,box,even
69,0.33951938083626054,0.2844974928111177,0.05502188802514285,250,50,Martin_et_al_2000,even
70,0.33769086101685386,0.2823868669756413,0.055303994041212556,250,50,triangle,even
71,0.2937479272931751,0.23890819469153246,0.054839732601642655,250,50,box,even
72,0.6048393875910718,0.5340741364006711,0.07076525119040067,100,25,Martin_et_al_2000,even
73,0.6022319626245065,0.5324288560285704,0.06980310659593614,100,25,triangle,even
74,0.5757127197752818,0.5002448552624483,0.0754678645128335,100,25,box,even
75,0.6039964842938711,0.5330697022386293,0.07092678205524183,100,50,Martin_et_al_2000,even
76,0.6011235512448329,0.5312163760824454,0.06990717516238742,100,50,triangle,even
77,0.576276503727317,0.5025753103895902,0.07370119333772673,100,50,box,even
78,0.491002829249923,0.44755101408341835,0.04345181516650465,150,25,Martin_et_al_2000,even
79,0.489010859408618,0.44537320846873607,0.04363765093988192,150,25,triangle,even
80,0.45735255254478424,0.40427167634835226,0.05308087619643198,150,25,box,even
81,0.4917579748607631,0.4474911033852017,0.04426687147556141,150,50,Martin_et_al_2000,even
82,0.4896265045634135,0.4452674199704668,0.044359084592946685,150,50,triangle,even
83,0.455042313932045,0.4032160602529421,0.051826253679102874,150,50,box,even
84,0.4235797482856227,0.37788008925765104,0.045699659027971684,200,25,Martin_et_al_2000,even
85,0.42191155777932643,0.375493332515658,0.046418225263668456,200,25,triangle,even
86,0.38932699815985305,0.33729877245636897,0.05202822570348409,200,25,box,even
87,0.4235107496213737,0.37744591434860175,0.04606483527277194,200,50,Martin_et_al_2000,even
88,0.42180969034259175,0.3750536943609044,0.04675599598168734,200,50,triangle,even
89,0.38871462067370577,0.33654374201374804,0.05217087865995773,200,50,box,even
90,0.3766139886948876,0.32890621153654387,0.047707777158343734,250,25,Martin_et_al_2000,even
91,0.37465635270883824,0.3270134060029246,0.047642946705913625,250,25,triangle,even
92,0.336166578378984,0.2910365605705366,0.04513001780844739,250,25,box,even
93,0.37653294945769533,0.3288032361649147,0.04772971329278064,250,50,Martin_et_al_2000,even
94,0.3745645664968449,0.3268694581191264,0.04769510837771851,250,50,triangle,even
95,0.33485523091516844,0.2905075973389678,0.04434763357620064,250,50,box,even
96,0.5992038775828303,0.5324420838302052,0.06676179375262514,100,25,Martin_et_al_2000,even
97,0.5962913161659348,0.5304739392262616,0.06581737693967316,100,25,triangle,even
98,0.566862560015811,0.4909238204822983,0.07593873953351271,100,25,box,even
99,0.5999358570688897,0.5325439173154535,0.06739193975343627,100,50,Martin_et_al_2000,even
100,0.5971996895124163,0.5303562326883084,0.06684345682410786,100,50,triangle,even
101,0.5664496781494004,0.4925592201850739,0.07389045796432647,100,50,box,even
102,0.46949953707209213,0.43251822590623434,0.03698131116585779,150,25,Martin_et_al_2000,even
103,0.4664230454911994,0.430020184655004,0.03640286083619537,150,25,triangle,even
104,0.4207666066864836,0.3844683163213092,0.0362982903651744,150,25,box,even
105,0.46944482266161214,0.4324191610778656,0.03702566158374654,150,50,Martin_et_al_2000,even
106,0.46624694524047205,0.4298938065246132,0.03635313871585888,150,50,triangle,even
107,0.4187731924361393,0.385043123974831,0.03373006846130833,150,50,box,even
108,0.3820061134689292,0.35669453029925,0.025311583169679186,200,25,Martin_et_al_2000,even
109,0.37965137220559986,0.3543799989837162,0.025271373221883664,200,25,triangle,even
110,0.33267457406272083,0.3108734966903992,0.02180107737232162,200,25,box,even
111,0.3823540485863529,0.3565242226736818,0.025829825912671134,200,50,Martin_et_al_2000,even
112,0.37995080168482165,0.3541988488068405,0.025751952877981155,200,50,triangle,even
113,0.33223703648840375,0.3128792947554603,0.019357741732943468,200,50,box,even
114,0.3189497144913578,0.3032644645682814,0.015685249923076405,250,25,Martin_et_al_2000,even
115,0.31667890860984094,0.3012259103991859,0.015452998210655045,250,25,triangle,even
116,0.2767619465650123,0.26292170904014345,0.013840237524868848,250,25,box,even
117,0.3189577950566034,0.3033793779599936,0.015578417096609787,250,50,Martin_et_al_2000,even
118,0.31667152592228043,0.30129403545629907,0.015377490465981358,250,50,triangle,even
119,0.2749495351153618,0.2639941677409784,0.010955367374383407,250,50,box,even
120,0.6019305016764438,0.5632751205603231,0.03865538111612066,100,25,Martin_et_al_2000,even
121,0.5995423639332236,0.5619970780711155,0.037545285862108035,100,25,triangle,even
122,0.5755552086311722,0.5325209670906077,0.043034241540564455,100,25,box,even
123,0.6007043533438383,0.5651314206897079,0.03557293265413042,100,50,Martin_et_al_2000,even
124,0.598432557327742,0.5638299094994009,0.034602647828341104,100,50,triangle,even
125,0.5738857222994647,0.5377405133674693,0.036145208931995354,100,50,box,even
126,0.4796610970082301,0.4772226784433503,0.0024384185648798073,150,25,Martin_et_al_2000,even
127,0.4766779747233404,0.47461769027098255,0.002060284452357841,150,25,triangle,even
128,0.43349197797811845,0.4228430632070619,0.010648914771056561,150,25,box,even
129,0.48022991363904255,0.4777665492119677,0.0024633644270748434,150,50,Martin_et_al_2000,even
130,0.47703328157141134,0.4752641927071617,0.001769088864249646,150,50,triangle,even
131,0.43343523747494916,0.4212742651528254,0.012160972322123764,150,50,box,even
132,0.39890222423666966,0.3998265700027889,-0.0009243457661192167,200,25,Martin_et_al_2000,even
133,0.3969414212509801,0.3974215563414134,-0.00048013509043332014,200,25,triangle,even
