id,district,plot.number,plot.part,taxpayer.men,taxpayer.women,no.tax.men,no.tax.women,in.russia.men,in.russia.women,total.men,total.women,owner,rent,other,orthodox,other.christian,other.religion,draftee
355,1,59,,1,2,1,2,0,0,2,4,4,2,0,1,0,0,0
356,1,59,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
357,1,59,,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0
358,1,59,,0,2,1,0,0,0,0,3,2,1,0,2,0,0,0
359,1,59,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
360,1,60,,3,4,2,2,0,0,5,6,5,6,0,0,0,0,0
361,1,60,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
362,1,60,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
363,1,60,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
364,1,60,,1,2,0,0,0,0,1,2,0,3,0,0,0,0,0
365,1,60,,1,3,0,0,0,0,1,3,2,2,0,0,0,0,0
366,1,60,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
367,1,60,,1,4,0,5,0,0,1,7,5,5,0,0,0,0,0
368,1,60,,5,2,0,0,0,0,5,2,4,1,0,0,0,0,0
369,1,60,,1,3,1,0,0,0,2,3,3,2,0,1,0,0,0
370,1,60,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
371,1,60,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
372,1,60,,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0
373,1,60,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
374,1,60,,1,2,1,1,0,0,2,3,0,5,0,0,0,0,0
375,1,61,,2,4,0,1,0,0,2,5,4,3,0,0,0,0,0
376,1,61,,1,5,1,2,0,0,2,5,5,2,0,0,0,0,0
377,1,61,,0,2,1,1,0,0,1,5,2,2,0,0,0,0,0
378,1,61,,1,5,0,4,0,0,1,9,5,5,0,0,0,0,0
379,1,61,,1,2,0,1,0,0,1,3,3,1,0,0,0,0,0
380,1,61,,2,1,1,1,0,0,3,2,4,1,0,0,0,0,0
381,1,61,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
382,1,61,,0,2,0,0,0,0,0,2,1,1,0,1,0,0,0
383,1,63,,1,4,5,1,0,0,6,5,7,4,0,0,0,0,0
384,1,63,,1,1,2,0,0,0,3,1,0,4,0,0,0,0,0
385,1,63,,1,5,1,2,0,0,2,7,5,4,0,0,0,0,0
386,1,64,,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
387,1,64,,4,0,0,1,0,0,4,1,3,2,0,0,0,0,0
388,1,65,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
389,1,65,,1,3,0,0,0,0,1,5,2,2,0,0,0,0,0
390,1,65,,1,3,0,0,0,0,1,3,2,2,0,0,0,0,0
391,1,65,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
392,1,65,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
393,1,65,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
394,1,65,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
395,1,65,,2,1,1,2,0,0,3,3,5,1,0,0,0,0,1
396,1,65,,2,3,1,0,0,0,3,3,6,0,0,0,0,0,0
397,1,65,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
398,1,65,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
399,1,65,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
400,1,65,,3,2,0,0,0,0,3,2,2,3,0,0,0,0,0
401,1,66,,8,6,2,2,0,0,10,8,1,17,0,1,0,0,0
402,1,67,,4,9,0,0,0,0,4,9,3,10,0,0,0,0,0
403,1,67,,0,2,1,0,0,0,1,2,1,2,0,2,0,0,0
404,1,67,,1,3,0,1,0,0,1,4,5,0,0,5,0,0,0
405,1,67,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
406,1,68,,1,1,1,2,0,0,2,3,5,0,0,0,0,0,0
407,1,68,,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0
408,1,68,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
409,1,68,,2,1,0,3,0,0,2,4,5,1,0,0,0,0,0
410,1,68,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
411,1,68,,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0
412,1,68,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
413,1,68,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
414,1,68,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
415,1,68,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
416,1,68,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
417,1,68,,1,1,0,2,0,0,1,3,0,0,4,2,0,0,0
418,1,69,,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0
419,1,69,,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0
420,1,69,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
421,1,69,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
422,1,69,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
423,1,69,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
424,1,69,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
425,1,69,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
426,1,69,,1,2,1,0,0,0,2,2,3,1,0,0,0,0,0
427,1,69,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
428,1,69,,1,3,0,3,0,0,1,6,5,2,0,1,0,0,0
429,1,69,,3,1,1,2,0,0,4,3,4,3,0,0,0,0,0
430,1,69,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
431,1,70,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
432,1,70,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
433,1,70,,1,3,1,1,0,0,2,4,4,2,0,0,0,0,0
434,1,70,,2,1,1,0,0,0,3,1,3,1,0,0,0,0,0
435,1,70,,1,2,1,0,0,0,2,2,0,1,3,0,0,0,0
436,1,70,,0,1,2,0,0,0,2,1,0,0,3,3,0,0,0
437,1,70,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
438,1,70,,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0
439,1,70,,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0
440,1,70,,1,1,2,1,0,0,3,2,0,5,0,0,0,0,0
441,1,71,,3,4,0,0,0,0,3,4,5,2,0,5,0,0,0
442,1,71,,1,1,1,1,0,0,2,2,2,2,0,0,0,0,0
443,1,71,,2,1,0,1,0,0,2,2,2,2,0,0,0,0,0
444,1,72,,1,4,1,0,0,0,2,4,3,3,0,0,0,0,0
445,1,72,,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0
446,1,73,,0,3,1,0,0,0,1,3,2,2,0,0,0,0,0
447,1,73,,1,2,2,0,0,0,3,2,4,1,0,0,0,0,0
448,1,73,,1,3,0,0,0,0,1,3,2,2,0,0,0,0,0
449,1,73,,1,1,2,1,0,0,3,2,5,0,0,0,0,0,0
450,1,73,,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0
451,1,73,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
452,1,73,,3,1,0,0,0,0,3,1,2,2,0,0,0,0,0
453,1,74,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
454,1,74,,2,1,1,1,0,0,3,2,4,1,0,0,0,0,0
455,1,74,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
456,1,74,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
457,1,74,,0,3,1,2,0,0,1,5,0,1,5,0,0,0,0
458,1,74,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
459,1,74,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
460,1,74,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
461,1,74,,2,3,0,0,0,0,2,3,0,1,4,0,0,0,0
462,1,75,,2,2,0,1,0,0,2,3,4,1,0,0,0,0,1
463,1,75,,1,5,3,4,0,0,4,9,10,3,0,0,0,0,0
464,1,75,,2,3,0,1,0,0,2,4,6,0,0,6,0,0,1
465,1,75,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
466,1,75,,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0
467,1,75,,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0
468,1,75,,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0
469,1,75,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
470,1,75,,2,2,0,0,0,0,2,2,4,0,0,0,0,0,0
471,1,76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1,77,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,1,79,,2,3,1,0,0,0,3,3,4,2,0,0,0,0,0
474,1,79,,2,2,0,0,0,0,2,2,0,4,0,1,0,0,0
475,1,79,,2,2,2,2,0,0,4,4,7,1,0,0,0,0,0
476,1,80,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
477,1,80,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
478,1,80,,1,3,1,1,0,0,2,4,4,2,0,0,0,0,0
479,1,80,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
480,1,80,,2,2,0,0,0,0,2,2,0,4,0,0,0,0,0
481,1,81,,2,1,1,0,0,0,2,2,4,0,0,0,0,0,0
482,1,81,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
483,1,81,,1,5,1,2,0,0,2,7,6,3,0,0,0,0,0
484,1,81,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
485,1,81,,1,2,2,1,0,0,3,3,0,6,0,0,0,0,0
486,1,81,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
487,1,81,,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
488,1,81,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
489,1,82,,1,3,0,0,0,0,1,3,3,1,0,3,0,0,0
490,1,82,,1,2,2,0,0,0,3,2,5,0,0,0,0,0,0
491,1,82,,0,1,1,1,0,0,1,2,0,0,3,0,0,0,0
492,1,83,,2,5,0,0,0,0,2,5,3,4,0,0,0,0,1
493,1,83,,2,1,1,2,0,0,3,3,5,1,0,0,0,0,0
494,1,85,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
495,1,85,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
496,1,85,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
497,1,85,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
498,1,85,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
499,1,85,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
500,1,85,,1,1,1,0,0,0,2,1,0,0,3,0,0,0,0
501,1,85,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
502,1,85,,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0
503,1,86,,1,2,1,0,0,0,2,2,3,1,0,0,0,0,0
504,1,86,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
505,1,87,,2,2,0,0,0,0,2,2,4,0,0,0,0,0,0
506,1,87,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
507,1,87,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
508,1,87,,2,1,2,5,0,0,4,6,9,1,0,0,0,0,0
509,1,88,,5,5,4,1,0,0,7,4,7,4,0,0,0,0,0
510,1,89,,2,4,1,0,0,0,5,4,5,2,0,0,0,0,0
511,1,89,,1,4,0,5,0,0,1,9,6,4,0,0,0,0,0
512,1,89,,1,2,1,1,0,0,2,3,0,0,5,0,0,0,0
513,1,89,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
514,1,89,,1,1,0,3,0,0,1,4,5,0,0,0,0,0,0
515,1,90,,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0
516,1,90,,2,6,1,1,0,0,3,7,7,3,0,0,0,0,0
517,1,90,,3,1,0,2,0,0,3,3,6,0,0,0,0,0,0
518,1,90,,1,2,0,0,0,0,1,2,0,3,0,1,0,0,0
519,1,90,,1,2,1,1,0,0,2,3,0,0,5,0,0,0,0
520,1,92,,1,4,0,1,0,0,1,5,4,2,0,0,0,0,0
521,1,92,,1,3,2,2,0,0,3,5,0,8,0,0,0,0,0
522,1,92,,3,2,0,3,0,0,3,5,8,0,0,0,0,0,1
523,1,93,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
524,1,93,,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0
525,1,93,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
526,1,93,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
527,1,93,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
528,1,93,,0,3,0,0,0,0,0,3,1,2,0,0,0,0,0
529,1,93,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
530,1,93,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
531,1,93,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
532,1,93,,1,1,1,1,0,0,2,2,0,0,4,0,0,0,0
533,1,93,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
534,1,93,,2,1,1,0,0,0,3,1,4,0,0,0,0,0,0
535,1,94,,1,3,2,4,0,0,3,7,9,1,0,0,0,0,0
536,1,94,,1,2,0,2,0,0,1,4,4,1,0,0,0,0,0
537,1,94,,1,2,1,2,0,0,2,4,0,6,0,5,0,0,0
538,1,94,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
539,1,94,,1,3,1,0,0,0,2,3,4,1,0,1,0,0,0
540,1,94,,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0
541,1,94,,1,1,0,1,0,0,1,2,0,0,3,0,0,0,0
542,1,94,,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
543,1,94,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
544,1,95,,5,5,1,1,0,0,4,4,6,2,0,0,0,0,0
545,1,96,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
546,1,96,,2,1,1,0,0,0,3,1,3,1,0,0,0,0,0
547,1,96,,2,1,0,1,0,0,2,2,0,0,4,0,0,0,1
548,1,97,,1,1,0,3,0,0,1,4,5,0,0,0,0,0,0
549,1,97,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
550,1,97,,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0
551,1,97,,1,1,2,1,0,0,3,2,5,0,0,0,0,0,0
552,1,97,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
553,1,97,,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0
554,1,97,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
555,1,97,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
556,1,97,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
557,1,98,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
558,1,98,,1,2,1,2,0,0,2,4,5,1,0,0,0,0,0
559,1,99,,1,2,3,0,0,0,4,2,5,1,0,0,0,0,0
560,1,99,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
561,1,99,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
562,1,99,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
563,1,102,,1,5,0,0,0,0,1,5,4,2,0,0,0,0,0
564,1,102,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
565,1,102,,1,3,1,3,0,0,2,6,0,8,0,5,0,0,0
566,1,102,,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0
567,1,102,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
568,1,102,,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0
569,1,102,,2,2,1,0,0,0,3,2,3,2,0,0,0,0,1
570,1,102,,1,1,0,1,0,0,1,2,0,3,0,3,0,0,0
571,1,102,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
572,1,102,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
573,1,102,,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0
574,1,102,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
575,1,102,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
576,1,103,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,1,104,,3,2,4,2,0,0,7,4,8,3,0,0,0,0,0
578,1,104,,1,1,0,1,0,0,1,2,2,1,0,0,0,0,0
579,1,104,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
580,1,104,,1,1,2,3,0,0,3,4,6,1,0,0,0,0,0
581,1,104,,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0
582,1,104,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
583,1,104,,1,1,1,4,0,0,2,5,0,0,7,0,0,0,0
584,1,104,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
585,1,104,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
586,1,106,,1,3,1,2,0,0,2,5,6,1,0,0,0,0,0
587,1,106,,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0
588,1,106,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
589,1,106,,0,6,0,0,0,0,0,6,5,1,0,0,0,0,0
590,1,106,,1,2,1,2,0,0,2,4,4,2,0,0,0,0,0
591,1,106,,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0
592,1,108,,1,3,0,1,0,0,1,4,3,2,0,0,0,0,0
593,1,108,,1,3,0,0,0,0,1,3,2,2,0,0,0,0,0
594,1,108,,1,3,0,0,0,0,1,3,2,2,0,0,0,0,0
595,1,108,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
596,1,108,,1,2,2,0,0,0,3,2,0,5,0,4,0,0,0
597,1,108,,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
598,1,108,,1,1,0,1,0,0,1,2,2,1,0,0,0,0,0
599,1,108,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
600,1,108,,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0
601,1,108,,1,1,0,2,0,0,1,3,3,1,0,0,0,0,0
602,1,108,,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0
603,1,108,,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0
604,1,108,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
605,1,108,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
606,1,108,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
607,1,108,,3,1,2,4,0,0,5,5,8,2,0,0,0,0,0
608,1,108,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
609,1,109,,2,4,2,3,0,0,4,7,7,4,0,0,0,0,0
610,1,109,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
611,1,110,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
612,1,111,,4,5,2,1,0,0,6,6,2,10,0,1,0,0,0
613,1,111,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
614,1,111,,7,12,4,1,0,0,11,13,4,20,0,0,0,0,1
615,1,111,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
616,1,112,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,1,113,,3,6,2,3,0,0,5,9,6,8,0,6,0,0,0
618,1,114,,2,5,0,0,0,0,2,5,4,3,0,0,0,0,0
619,1,114,,1,3,3,2,0,0,4,5,6,3,0,0,0,0,0
620,1,114,,4,4,0,0,0,0,4,4,7,1,0,0,0,0,1
621,1,114,,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0
622,1,114,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
623,1,114,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
624,1,114,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
625,1,114,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
626,1,114,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
627,1,114,,1,2,0,1,0,0,1,3,4,0,0,0,0,0,0
628,1,114,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
629,1,114,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
630,1,116,,1,3,1,1,0,0,2,4,3,3,0,0,0,0,0
631,1,116,,1,1,0,1,0,0,1,2,2,1,0,0,0,0,0
632,1,116,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
633,1,116,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
634,1,116,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
635,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
636,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
637,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
638,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
639,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
640,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
641,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
642,1,116,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
643,1,116,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
644,1,116,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
645,1,116,,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0
646,1,116,,1,0,4,0,0,0,5,0,5,0,0,0,0,0,0
647,1,116,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
648,1,116,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
649,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
650,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
651,1,116,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
652,1,116,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
653,1,116,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
654,1,116,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
655,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
656,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
657,1,116,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
658,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
659,1,116,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
660,1,116,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
661,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
662,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
663,1,116,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
664,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
665,1,116,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
666,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
667,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
668,1,116,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
669,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
670,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
671,1,116,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
672,1,116,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
673,1,116,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
674,1,116,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
675,1,116,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
676,1,116,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
677,1,116,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
678,1,116,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
679,1,117,a,5,15,0,0,0,0,5,15,2,18,0,0,1,0,0
680,1,117,b,1,2,1,2,0,0,2,4,4,2,0,0,0,0,0
681,1,118,,1,6,0,3,0,0,1,9,7,3,0,7,0,0,0
682,1,118,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
683,1,118,,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0
684,1,118,,1,1,0,1,0,0,1,2,3,0,0,1,0,0,0
685,1,118,,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0
686,1,119,,0,3,2,1,0,0,2,4,4,2,0,0,0,0,0
687,1,119,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
688,1,119,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
689,1,119,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
690,1,119,,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0
691,1,119,,2,1,1,3,0,0,3,4,6,1,0,0,0,0,0
692,1,119,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
693,1,120,,1,4,0,0,0,0,1,4,4,1,0,1,0,0,0
694,1,120,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
695,1,120,,0,1,0,2,0,0,0,3,2,1,0,0,0,0,0
696,1,120,,2,1,0,0,0,0,2,1,2,1,0,0,0,0,0
697,1,120,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
698,1,121,,0,1,1,0,0,0,1,1,2,0,0,2,0,0,0
699,1,121,,5,6,2,0,0,0,5,6,8,3,0,1,0,0,1
700,1,121,,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0
701,1,121,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
702,1,122,,1,4,0,0,0,0,1,4,2,3,0,2,0,0,0
703,1,122,,1,3,0,0,0,0,1,3,0,1,3,0,0,0,0
704,1,122,,1,1,3,3,0,0,4,4,8,0,0,0,0,0,0
705,1,122,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
706,1,122,,1,4,0,1,0,0,1,5,0,1,5,0,0,0,1
707,1,122,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
708,1,122,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
709,1,123,,3,2,0,0,0,0,3,2,0,5,0,0,0,0,0
710,1,123,,2,2,0,0,0,0,2,2,3,1,0,0,0,0,0
711,1,123,,0,1,0,2,0,0,0,3,0,0,3,0,0,0,0
712,1,123,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
713,1,124,,1,3,1,0,0,0,2,3,4,1,0,0,0,0,0
714,1,124,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
715,1,124,,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0
716,1,124,,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0
717,1,125,,1,6,0,0,0,0,1,6,6,1,0,0,0,0,0
718,1,125,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
719,1,125,,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
720,1,125,,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0
721,1,126,,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0
722,1,126,,1,4,1,5,0,0,2,9,8,3,0,0,0,0,0
723,1,126,,0,4,0,1,0,0,0,5,3,2,0,0,0,0,0
724,1,126,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
725,1,126,,2,3,0,0,0,0,2,3,0,5,0,0,0,0,0
726,1,126,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
727,1,126,,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0
728,1,126,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
